Observed  Wavelength  Vac (nm),Ritz  Wavelength  Vac (nm),Unc.  (nm),Rel.  Int. (?),Aki (s−1),Acc.,Ei  (cm−1),,Ek  (cm−1),"Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Lower Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J","Upper Level  Conf., Term, J",Type,TPRef.,LineRef.
231.695,231.6948,0.0010,*,,,0.00,-,43 146.96,1s22s,2S,1/2,1s<sup>2</sup>18p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
231.695,231.6948,0.0010,*,,,0.00,-,43 146.96,1s22s,2S,1/2,1s<sup>2</sup>18p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
231.918,231.9181,0.0010,*,,,0.00,-,43 105.42,1s22s,2S,1/2,1s<sup>2</sup>17p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
231.918,231.9181,0.0010,*,,,0.00,-,43 105.42,1s22s,2S,1/2,1s<sup>2</sup>17p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
232.188,232.1879,0.0010,*,,,0.00,-,43 055.34,1s22s,2S,1/2,1s<sup>2</sup>16p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
232.188,232.1879,0.0010,*,,,0.00,-,43 055.34,1s22s,2S,1/2,1s<sup>2</sup>16p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
232.511,232.5110,0.0010,*,,,0.00,-,42 995.51,1s22s,2S,1/2,1s<sup>2</sup>15p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
232.511,232.5110,0.0010,*,,,0.00,-,42 995.51,1s22s,2S,1/2,1s<sup>2</sup>15p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
232.902,232.9017,0.0010,*,,,0.00,-,42 923.39,1s22s,2S,1/2,1s<sup>2</sup>14p,2P°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
232.902,232.9017,0.0010,*,,,0.00,-,42 923.39,1s22s,2S,1/2,1s<sup>2</sup>14p,2P°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
233.394,233.3937,0.0010,*,1.09e+05,B',0.00,-,42 832.92,1s22s,2S,1/2,1s<sup>2</sup>13p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=117&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=117&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
233.394,233.3937,0.0010,*,1.09e+05,B',0.00,-,42 832.92,1s22s,2S,1/2,1s<sup>2</sup>13p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=117&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=117&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
234.015,234.0154,0.0010,*,1.34e+05,B',0.00,-,42 719.14,1s22s,2S,1/2,1s<sup>2</sup>12p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=117&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=117&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
234.015,234.0154,0.0010,*,1.34e+05,B',0.00,-,42 719.14,1s22s,2S,1/2,1s<sup>2</sup>12p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=117&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=117&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
234.822,234.840,0.010,*,1.65e+05,B',0.00,-,42 569.1,1s22s,2S,1/2,1s<sup>2</sup>11p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=117&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=117&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
234.822,234.840,0.010,*,1.65e+05,B',0.00,-,42 569.1,1s22s,2S,1/2,1s<sup>2</sup>11p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=117&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=117&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
235.893,235.8929,0.0010,*,2.09e+05,B',0.00,-,42 379.16,1s22s,2S,1/2,1s<sup>2</sup>10p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=117&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=117&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
235.893,235.8929,0.0010,*,2.09e+05,B',0.00,-,42 379.16,1s22s,2S,1/2,1s<sup>2</sup>10p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=117&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=117&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
237.354,237.3542,0.0010,*,1.918e+05,AA,0.00,-,42 118.27,1s22s,2S,1/2,1s<sup>2</sup>9p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
237.354,237.3542,0.0010,*,1.917e+05,AA,0.00,-,42 118.27,1s22s,2S,1/2,1s<sup>2</sup>9p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
239.439,239.4387,0.0010,1*,2.664e+05,AA,0.00,-,41 751.63,1s22s,2S,1/2,1s<sup>2</sup>8p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
239.439,239.4387,0.0010,1*,2.664e+05,AA,0.00,-,41 751.63,1s22s,2S,1/2,1s<sup>2</sup>8p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
242.543,242.5426,0.0010,3*,3.824e+05,AA,0.00,-,41 217.35,1s22s,2S,1/2,1s<sup>2</sup>7p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
242.543,242.5426,0.0010,3*,3.822e+05,AA,0.00,-,41 217.35,1s22s,2S,1/2,1s<sup>2</sup>7p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
246.02,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1560&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1560&amp;type=
247.506,247.5061,0.0010,10*,5.734e+05,AA,0.00,-,40 390.84,1s22s,2S,1/2,1s<sup>2</sup>6p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
247.506,247.5061,0.0010,10*,5.734e+05,AA,0.00,-,40 390.84,1s22s,2S,1/2,1s<sup>2</sup>6p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
251.8,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
256.231,256.2312,0.0010,15*,9.001e+05,AA,0.00,-,39 015.56,1s22s,2S,1/2,1s<sup>2</sup>5p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
256.231,256.2312,0.0010,15*,8.799e+05,AA,0.00,-,39 015.56,1s22s,2S,1/2,1s<sup>2</sup>5p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6835&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=6835&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
274.120,274.1203,0.0010,5*,1.247e+06,AA,0.00,-,36 469.55,1s22s,2S,1/2,1s<sup>2</sup>4p,2P°,3/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6620&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6620&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
274.120,274.1203,0.0010,5*,1.248e+06,AA,0.00,-,36 469.55,1s22s,2S,1/2,1s<sup>2</sup>4p,2P°,1/2,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=tp&amp;db_id=6620&amp;comment_code=LS&amp;element=Li&amp;spectr_charge=1&amp;ref=6620&amp;type=,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=7397&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=7397&amp;type=
280.1,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
284.6,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
286.8,286.9,1.0,*,,,490 440,-,525 280,1s2p2,4P,5/2,1s2p3d,4D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
286.8,286.9,1.0,*,,,490 440,-,525 280,1s2p2,4P,3/2,1s2p3d,4D°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
286.8,286.9,1.0,*,,,490 440,-,525 280,1s2p2,4P,5/2,1s2p3d,4D°,7/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
286.8,286.9,1.0,*,,,490 440,-,525 280,1s2p2,4P,3/2,1s2p3d,4D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
286.8,286.9,1.0,*,,,490 440,-,525 280,1s2p2,4P,1/2,1s2p3d,4D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
286.8,286.9,1.0,*,,,490 440,-,525 280,1s2p2,4P,1/2,1s2p3d,4D°,1/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
286.8,286.9,1.0,*,,,490 440,-,525 280,1s2p2,4P,5/2,1s2p3d,4D°,5/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
286.8,286.9,1.0,*,,,490 440,-,525 280,1s2p2,4P,3/2,1s2p3d,4D°,3/2,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1235&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1235&amp;type=
289.5,,,,,,,,,,,,,,,,,https://physics.nist.gov/cgi-bin/ASBib1/get_ASBib_ref.cgi?db=el&amp;db_id=1614&amp;comment_code=&amp;element=Li&amp;spectr_charge=1&amp;ref=1614&amp;type=
