obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
184.4411,0.0005,184.441023,100H,,,7125.2989,61343.172,4s2.4p2,1D,2,4s2.4p.8s,"(3/2,1/2)*",1,,,L3476,
184.5871,0.0005,184.587232,100h,,,0.0000,54174.928,4s2.4p2,3P,0,4s2.4p.6s,"(3/2,1/2)*",1,,,L3476,
184.6956,0.0005,184.693411,100H,,,7125.2989,61269.082,4s2.4p2,1D,2,4s2.4p.8d,"(1/2,3/2)*",2,,,L3476,
185.3132,0.0005,185.313363,200,,,1409.9609,55372.610,4s2.4p2,3P,2,4s2.4p.5d,3D*,2,,,L3476,
186.0086,0.0005,186.0086,500r,,,7125.2989,60886.24,4s2.4p2,1D,2,4s2.4p.6d,"(3/2,3/2)*",3,,,L3476,
186.5053,0.0005,186.505249,100,,,557.1341,54174.928,4s2.4p2,3P,1,4s2.4p.6s,"(3/2,1/2)*",1,,,L3476,
187.4253,0.0005,187.425651,300r,,,557.1341,53911.624,4s2.4p2,3P,1,4s2.4p.6s,"(3/2,1/2)*",2,,,L3476,
189.5197,0.0005,189.519686,100,,,1409.9609,54174.928,4s2.4p2,3P,2,4s2.4p.6s,"(3/2,1/2)*",1,,,L3476,
190.4701,0.0005,190.470157,500r,,,1409.9609,53911.624,4s2.4p2,3P,2,4s2.4p.6s,"(3/2,1/2)*",2,,,L3476,
190.8435,0.0005,190.843420,50h,,,7125.2989,59524.276,4s2.4p2,1D,2,4s2.4p.8s,"(1/2,1/2)*",1,,,L3476,
191.2406,0.0005,191.240859,30,,,557.1341,52847.215,4s2.4p2,3P,1,4s2.4p.4d,1P*,1,,,L3476,
191.7591,0.0005,191.759239,300r,,,0.0000,52148.726,4s2.4p2,3P,0,4s2.4p.6s,"(1/2,1/2)*",1,,,L3476,
192.3468,0.0005,192.346742,"100H,r",,,7125.2989,59114.742,4s2.4p2,1D,2,4s2.4p.7s,"(3/2,1/2)*",1,,,L3476,
192.9828,0.0005,192.982623,500r,,,7125.2989,58943.436,4s2.4p2,1D,2,4s2.4p.5d,*,3,,,L3476,
193.404833,0.000006,193.404818,10,,,0.0000,51705.020,4s2.4p2,3P,0,4s2.4p.4d,3P*,1,,,L9083,
193.748238,0.000004,193.748248,100r,,,557.1341,52170.504,4s2.4p2,3P,1,4s2.4p.6s,"(1/2,1/2)*",0,,,L9083,
193.8301,0.0005,193.830034,100r,,,557.1341,52148.726,4s2.4p2,3P,1,4s2.4p.6s,"(1/2,1/2)*",1,,,L3476,
194.4118,0.0005,194.411622,30,,,1409.9609,52847.215,4s2.4p2,3P,2,4s2.4p.4d,1P*,1,,,L3476,
194.47313,0.00010,194.4730,200,7.0e+07,C,557.1341,51978.15,4s2.4p2,3P,1,4s2.4p.4d,3P*,0,,T4515,L187,
195.5115,0.0005,195.511502,200,2.8e+07,C,557.1341,51705.020,4s2.4p2,3P,1,4s2.4p.4d,3P*,1,,T4515,L3476,
196.2013,0.0005,196.201334,500,,,7125.2989,58093.352,4s2.4p2,1D,2,4s2.4p.5d,1F*,3,,,L3476,
196.3375,0.0005,196.337284,30h,,,7125.2989,58058.060,4s2.4p2,1D,2,4s2.4p.5d,1P*,1,,,L3476,
196.5384,0.0005,196.538301,30,,,557.1341,51437.802,4s2.4p2,3P,1,4s2.4p.4d,3P*,2,,,L3476,
197.0879,0.0005,197.087966,200,,,1409.9609,52148.726,4s2.4p2,3P,2,4s2.4p.6s,"(1/2,1/2)*",1,,,L3476,
198.7850,0.0005,198.784927,300h,,,7125.2989,57430.924,4s2.4p2,1D,2,4s2.4p.5d,3P*,2,,,L3476,
198.8268,0.0005,198.826688,300,2.5e+07,C,1409.9609,51705.020,4s2.4p2,3P,2,4s2.4p.4d,3P*,1,,T4515,L3476,
199.8887,0.0005,199.888698,500r,5.5e+07,C,1409.9609,51437.802,4s2.4p2,3P,2,4s2.4p.4d,3P*,2,,T4515,L3476,
obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
201.1293,0.0005,201.12953,200,,,7125.2989,56828.439,4s2.4p2,1D,2,4s2.4p.5d,3F*,3,,,L3476,
201.90684,0.00010,201.90683,1700,,,557.1341,50068.954,4s2.4p2,3P,1,4s2.4p.4d,3F*,2,,,L3476,
204.17121,0.00010,204.17121,2400r,1.1e+08,C,0.0000,48962.783,4s2.4p2,3P,0,4s2.4p.4d,3D*,1,,T4515,L3476,
204.37695,0.00010,204.37693,1600r,,,1409.9609,50323.465,4s2.4p2,3P,2,4s2.4p.4d,3F*,3,,,L3476,
205.44609,0.00010,205.44607,420,,,1409.9609,50068.954,4s2.4p2,3P,2,4s2.4p.4d,3F*,2,,,L3476,
205.72382,0.00010,205.72383,220h,,,7125.2989,55718.604,4s2.4p2,1D,2,4s2.4p.5d,3D*,3,,,L3476,
206.52149,0.00010,206.52147,750r,8.5e+07,C,557.1341,48962.783,4s2.4p2,3P,1,4s2.4p.4d,3D*,1,,T4515,L3476,
206.86562,0.00010,206.86562,2600r,1.2e+08,C,557.1341,48882.263,4s2.4p2,3P,1,4s2.4p.4d,3D*,2,,T4515,L3476,
208.60208,0.00010,208.60206,420,4.0e+07,C,557.1341,48480.048,4s2.4p2,3P,1,4s2.4p.4d,1D*,2,,T4515,L3476,
209.42582,0.00010,209.42582,2000r,9.7e+07,C,1409.9609,49144.397,4s2.4p2,3P,2,4s2.4p.4d,3D*,3,,T4515,L3476,
210.58241,0.00010,210.58238,240,1.7e+07,C,1409.9609,48882.263,4s2.4p2,3P,2,4s2.4p.4d,3D*,2,,T4515,L3476,
212.47438,0.00010,212.47438,95H,,,7125.2989,54174.928,4s2.4p2,1D,2,4s2.4p.6s,"(3/2,1/2)*",1,,,L3476,
218.64508,0.00010,218.64509,50h,,,7125.2989,52847.215,4s2.4p2,1D,2,4s2.4p.4d,1P*,1,,,L3476,
219.87144,0.00010,219.87144,340r,,,7125.2989,52592.224,4s2.4p2,1D,2,4s2.4p.4d,1F*,3,,,L3476,
222.03747,0.00010,222.03748,15,,,7125.2989,52148.726,4s2.4p2,1D,2,4s2.4p.6s,"(1/2,1/2)*",1,,,L3476,
225.60007,0.00010,225.60007,18,3.2e+06,C,7125.2989,51437.802,4s2.4p2,1D,2,4s2.4p.4d,3P*,2,,T4515,L3476,
231.42014,0.00010,231.42016,18,,,7125.2989,50323.465,4s2.4p2,1D,2,4s2.4p.4d,3F*,3,,,L3476,
232.79181,0.00010,232.79182,24,,,7125.2989,50068.954,4s2.4p2,1D,2,4s2.4p.4d,3F*,2,,,L3476,
235.92326,0.00010,235.92326,15,,,16367.3332,58741.040,4s2.4p2,1S,0,4s2.4p.6d,"(1/2,3/2)*",1,,,L3476,
237.91443,0.00010,237.91443,20,,,7125.2989,49144.397,4s2.4p2,1D,2,4s2.4p.4d,3D*,3,,,L3476,
238.94725,0.00010,238.94728,10,,,7125.2989,48962.783,4s2.4p2,1D,2,4s2.4p.4d,3D*,1,,,L3476,
239.78848,0.00010,239.78848,15,,,16367.3332,58058.060,4s2.4p2,1S,0,4s2.4p.5d,1P*,1,,,L3476,
241.73672,0.00010,241.73674,130,9.6e+07,C,7125.2989,48480.048,4s2.4p2,1D,2,4s2.4p.4d,1D*,2,,T4515,L3476,
243.64120,0.00010,243.64119,30,,,16367.3332,57398.852,4s2.4p2,1S,0,4s2.4p.5d,3P*,1,,,L3476,
249.79625,0.00010,249.796251,90,1.3e+07,C,0.0000,40020.5604,4s2.4p2,3P,0,4s2.4p.5s,1P*,1,,T4515,L3476,
253.32305,0.00010,253.323048,70,1.0e+07,C,557.1341,40020.5604,4s2.4p2,3P,1,4s2.4p.5s,1P*,1,,T4515,L3476,
255.62979,0.00010,255.62983,3,,,16367.3332,55474.668,4s2.4p2,1S,0,4s2.4p.5d,3D*,1,,,L3476,
258.91878,0.00010,258.918784,28,5.1e+06,C,1409.9609,40020.5604,4s2.4p2,3P,2,4s2.4p.5s,1P*,1,,T4515,L3476,
259.25340,0.00010,259.253402,500,7.1e+07,C,557.1341,39117.9021,4s2.4p2,3P,1,4s2.4p.5s,3P*,2,,T4515,L3476,
264.41836,0.00010,264.41836,8,,,16367.3332,54174.928,4s2.4p2,1S,0,4s2.4p.6s,"(3/2,1/2)*",1,,,L3476,
265.11720,0.00010,265.117199,1200,2.0e+08,C,1409.9609,39117.9021,4s2.4p2,3P,2,4s2.4p.5s,3P*,2,,T4515,L3476,
265.15683,0.00010,265.156832,500,8.5e+07,C,0.0000,37702.3054,4s2.4p2,3P,0,4s2.4p.5s,3P*,1,,T4515,L3476,
269.13411,0.00010,269.134104,500,6.1e+07,C,557.1341,37702.3054,4s2.4p2,3P,1,4s2.4p.5s,3P*,1,,T4515,L3476,
270.96237,0.00010,270.962371,850,2.8e+08,C,557.1341,37451.6893,4s2.4p2,3P,1,4s2.4p.5s,3P*,0,,T4515,L3476,
274.04264,0.00010,274.04262,40,,,16367.3332,52847.215,4s2.4p2,1S,0,4s2.4p.4d,1P*,1,,,L3476,
275.45878,0.00010,275.458782,650,1.1e+08,C,1409.9609,37702.3054,4s2.4p2,3P,2,4s2.4p.5s,3P*,1,,T4515,L3476,
279.39249,0.00010,279.39249,70,,,16367.3332,52148.726,4s2.4p2,1S,0,4s2.4p.6s,"(1/2,1/2)*",1,,,L3476,
282.90076,0.00010,282.90076,80,,,16367.3332,51705.020,4s2.4p2,1S,0,4s2.4p.4d,3P*,1,,,L3476,
303.90671,0.00010,303.906713,750,2.8e+08,C,7125.2989,40020.5604,4s2.4p2,1D,2,4s2.4p.5s,1P*,1,,T4515,L3476,
306.70214,0.00010,306.70215,600,,,16367.3332,48962.783,4s2.4p2,1S,0,4s2.4p.4d,3D*,1,,,L3476,
312.48164,0.00010,312.481663,20,3.1e+06,C,7125.2989,39117.9021,4s2.4p2,1D,2,4s2.4p.5s,3P*,2,,T4515,L3476,
326.94889,0.00010,326.948887,110,2.9e+07,C,7125.2989,37702.3054,4s2.4p2,1D,2,4s2.4p.5s,3P*,1,,T4515,L3476,
422.65625,0.00010,422.656259,70,2.1e+07,C,16367.3332,40020.5604,4s2.4p2,1S,0,4s2.4p.5s,1P*,1,,T4515,L3476,
468.58286,0.00010,468.582849,10,9.5e+06,C,16367.3332,37702.3054,4s2.4p2,1S,0,4s2.4p.5s,3P*,1,,T4515,L3476,
519.45860,0.00010,519.45830,3,,,37702.3054,56947.7693,4s2.4p.5s,3P*,1,4s2.4p.6p,3P,2,,,L3476,
526.5892,0.0005,526.58915,6,,,37702.3054,56687.1584,4s2.4p.5s,3P*,1,4s2.4p.6p,3P,1,,,L3476,
551.3264,0.0005,551.32634,6,,,39117.9021,57250.9427,4s2.4p.5s,3P*,2,4s2.4p.6p,1D,2,,,L3476,
556.4742,0.0005,556.47408,8,,,39117.9021,57083.2021,4s2.4p.5s,3P*,2,4s2.4p.6p,3S,1,,,L3476,
560.7012,0.0005,560.70101,8,,,39117.9021,56947.7693,4s2.4p.5s,3P*,2,4s2.4p.6p,3P,2,,,L3476,
561.6137,0.0005,561.61353,6,,,37702.3054,55503.2026,4s2.4p.5s,3P*,1,4s2.4p.6p,3P,0,,,L3476,
562.1428,0.0005,562.14256,7,,,37451.6893,55235.8344,4s2.4p.5s,3P*,0,4s2.4p.6p,1P,1,,,L3476,
565.5962,0.0005,565.5960,8,,,39117.9021,56793.460,4s2.4p.5s,3P*,2,4s2.4p.6p,3D,3,,,L3476,
566.4227,0.0005,566.4226,6,,,40020.5604,57670.326,4s2.4p.5s,1P*,1,4s2.4p.6p,1S,0,,,L3476,
566.4844,0.0005,566.4842,5,,,39117.9021,56765.748,4s2.4p.5s,3P*,2,4s2.4p.(2P*<1/2>).4f,2[7/2],3,,,L3476,
569.1958,0.0005,569.19543,9,,,37702.3054,55266.0902,4s2.4p.5s,3P*,1,4s2.4p.6p,3D,2,,,L3476,
570.1778,0.0005,570.17765,6,,,37702.3054,55235.8344,4s2.4p.5s,3P*,1,4s2.4p.6p,1P,1,,,L3476,
571.7878,0.0005,571.78769,5,,,37451.6893,54935.8479,4s2.4p.5s,3P*,0,4s2.4p.6p,3D,1,,,L3476,
580.1032,0.0005,580.10290,6,,,37702.3054,54935.8479,4s2.4p.5s,3P*,1,4s2.4p.6p,3D,1,,,L3476,
580.2093,0.0005,580.20930,9,,,40020.5604,57250.9427,4s2.4p.5s,1P*,1,4s2.4p.6p,1D,2,,,L3476,
655.7488,0.0005,655.74883,6,,,40020.5604,55266.0902,4s2.4p.5s,1P*,1,4s2.4p.6p,3D,2,,,L3476,
713.0117,0.0005,713.0126,6,,,48104.1003,62125.233,4s2.4p.5p,3D,3,4s2.4p.7d,"(3/2,5/2)*",4,,,L3476,
733.0380,0.0005,733.0383,7,,,46765.2705,60403.365,4s2.4p.5p,1P,1,4s2.4p.7d,"(1/2,3/2)*",2,,,L3476,
735.3332,0.0005,735.3334,5,,,46834.3798,60429.908,4s2.4p.5p,3D,2,4s2.4p.7d,"(1/2,5/2)*",3,,,L3476,
738.4208,0.0005,738.4208,7,,,45985.592,59524.276,4s2.4p.5p,3D,1,4s2.4p.8s,"(1/2,1/2)*",1,,,L3476,
740.2645,0.0005,740.2648,6,,,46765.2705,60270.231,4s2.4p.5p,1P,1,4s2.4p.6d,"(3/2,3/2)*",2,,,L3476,
751.1570,0.0005,751.15686,7,,,37702.3054,51011.4392,4s2.4p.5s,3P*,1,4s2.4p.5p,1S,0,,,L3476,
777.620,0.005,777.6194,5,,,46834.3798,59690.604,4s2.4p.5p,3D,2,4s2.4p.6d,"(1/2,5/2)*",2,,,L3476,
783.3573,0.0005,783.3575,10,,,45985.592,58747.644,4s2.4p.5p,3D,1,4s2.4p.6d,"(1/2,3/2)*",2,,,L3476,
783.7632,0.0005,783.7631,7,,,45985.592,58741.040,4s2.4p.5p,3D,1,4s2.4p.6d,"(1/2,3/2)*",1,,,L3476,
785.377,0.005,785.3765,6,,,46765.2705,59494.515,4s2.4p.5p,1P,1,4s2.4p.8s,"(1/2,1/2)*",0,,,L3476,
787.8120,0.0005,787.8118,7,,,46834.3798,59524.276,4s2.4p.5p,3D,2,4s2.4p.8s,"(1/2,1/2)*",1,,,L3476,
796.2265,0.0005,796.2268,5,,,48480.048,61035.830,4s2.4p.4d,1D*,2,4s2.4p.(2P*<3/2>).5f,2[5/2],3,,,L3476,
798.3327,0.0005,798.3327,5,,,48480.048,61002.709,4s2.4p.4d,1D*,2,4s2.4p.(2P*<3/2>).5f,2[7/2],3,,,L3476,
803.1037,0.0005,803.1039,10,,,48104.1003,60552.366,4s2.4p.5p,3D,3,4s2.4p.6d,"(3/2,5/2)*",4,,,L3476,
804.4162,0.0005,804.4162,6,,,48088.3504,60516.308,4s2.4p.5p,3P,1,4s2.4p.7d,"(1/2,5/2)*",2,,,L3476,
809.5291,0.0005,809.5287,5,,,46765.2705,59114.742,4s2.4p.5p,1P,1,4s2.4p.7s,"(3/2,1/2)*",1,,,L3476,
822.522,0.005,822.5199,5,,,48480.048,60634.467,4s2.4p.4d,1D*,2,4s2.4p.(2P*<1/2>).6f,2[5/2],3,,,L3476,
822.6086,0.0005,822.6086,7,,,48480.048,60633.157,4s2.4p.4d,1D*,2,4s2.4p.(2P*<1/2>).6f,2[7/2],3,,,L3476,
825.6010,0.0005,825.6012,10,,,46834.3798,58943.436,4s2.4p.5p,3D,2,4s2.4p.5d,*,3,,,L3476,
826.415,0.005,826.4157,5,,,46834.3798,58931.503,4s2.4p.5p,3D,2,4s2.4p.7s,"(3/2,1/2)*",2,,,L3476,
828.009,0.005,828.0085,5,,,48962.783,61036.635,4s2.4p.4d,3D*,1,4s2.4p.(2P*<3/2>).5f,2[5/2],2,,,L3476,
828.104,0.005,828.1034,6,,,45985.592,58058.060,4s2.4p.5p,3D,1,4s2.4p.5d,1P*,1,,,L3476,
836.7806,0.0005,836.78096,8,,,37702.3054,49649.5807,4s2.4p.5s,3P*,1,4s2.4p.5p,1D,2,,,L3476,
839.1699,0.0005,839.1699,7,,,46834.3798,58747.644,4s2.4p.5p,3D,2,4s2.4p.6d,"(1/2,3/2)*",2,,,L3476,
839.6355,0.0005,839.6353,5,,,46834.3798,58741.040,4s2.4p.5p,3D,2,4s2.4p.6d,"(1/2,3/2)*",1,,,L3476,
842.9416,0.0005,842.9416,5,,,49144.397,61004.356,4s2.4p.4d,3D*,3,4s2.4p.(2P*<3/2>).5f,2[7/2],4,,,L3476,
848.2214,0.0005,848.2214,10,,,46765.2705,58551.407,4s2.4p.5p,1P,1,4s2.4p.5d,*,2,,,L3476,
850.6705,0.0005,850.6705,8,,,48882.263,60634.467,4s2.4p.4d,3D*,2,4s2.4p.(2P*<1/2>).6f,2[5/2],3,,,L3476,
850.7658,0.0005,850.7653,5,,,48882.263,60633.157,4s2.4p.4d,3D*,2,4s2.4p.(2P*<1/2>).6f,2[7/2],3,,,L3476,
856.4889,0.0005,856.4888,8,,,48962.783,60635.152,4s2.4p.4d,3D*,1,4s2.4p.(2P*<1/2>).6f,2[5/2],2,,,L3476,
859.9271,0.0005,859.929,6,,,50786.79,62412.46,4s2.4p.4d,3F*,4,4s2.4p.(2P*<3/2>).6f,2[9/2],5,,,L3476,
865.2418,0.0005,865.2417,6,,,48104.1003,59658.391,4s2.4p.5p,3D,3,4s2.4p.6d,"(1/2,5/2)*",3,,,L3476,
866.9604,0.0005,866.9607,5,,,49075.8917,60607.272,4s2.4p.5p,3S,1,4s2.4p.6d,"(3/2,3/2)*",0,,,L3476,
870.0602,0.0005,870.0603,9,,,49144.397,60634.698,4s2.4p.4d,3D*,3,4s2.4p.(2P*<1/2>).6f,2[7/2],4,,,L3476,
871.2902,0.0005,871.2913,5,,,49075.8917,60549.958,4s2.4p.5p,3S,1,4s2.4p.6d,"(3/2,3/2)*",1,,,L3476,
873.4785,0.0005,873.4788,6,,,45985.592,57430.924,4s2.4p.5p,3D,1,4s2.4p.5d,3P*,2,,,L3476,
878.9884,0.0005,878.98877,6,,,37702.3054,49075.8917,4s2.4p.5s,3P*,1,4s2.4p.5p,3S,1,,,L3476,
906.8781,0.0005,906.87855,5,,,37702.3054,48726.1143,4s2.4p.5s,3P*,1,4s2.4p.5p,3P,2,,,L3476,
909.5953,0.0005,909.59569,5,,,40020.5604,51011.4392,4s2.4p.5s,1P*,1,4s2.4p.5p,1S,0,,,L3476,
939.8862,0.0005,939.88678,6,,,37451.6893,48088.3504,4s2.4p.5s,3P*,0,4s2.4p.5p,3P,1,,,L3476,
949.2550,0.0005,949.25585,4,,,39117.9021,49649.5807,4s2.4p.5s,3P*,2,4s2.4p.5p,1D,2,,,L3476,
962.5658,0.0005,962.56641,7,,,37702.3054,48088.3504,4s2.4p.5s,3P*,1,4s2.4p.5p,3P,1,,,L3476,
1003.9427,0.0005,1003.94354,5,,,39117.9021,49075.8917,4s2.4p.5s,3P*,2,4s2.4p.5p,3S,1,,,L3476,
1020.0946,0.0005,1020.09521,4,,,37702.3054,47502.6257,4s2.4p.5s,3P*,1,4s2.4p.5p,3P,0,,,L3476,
1038.2420,0.0005,1038.24273,10,,,40020.5604,49649.5807,4s2.4p.5s,1P*,1,4s2.4p.5p,1D,2,,,L3476,
1040.4895,0.0005,1040.49122,10,,,39117.9021,48726.1143,4s2.4p.5s,3P*,2,4s2.4p.5p,3P,2,,,L3476,
1073.4059,0.0005,1073.40679,8,,,37451.6893,46765.2705,4s2.4p.5s,3P*,0,4s2.4p.5p,1P,1,,,L3476,
1094.7412,0.0005,1094.74161,8,,,37702.3054,46834.3798,4s2.4p.5s,3P*,1,4s2.4p.5p,3D,2,,,L3476,
1112.5125,0.0005,1112.51299,10,,,39117.9021,48104.1003,4s2.4p.5s,3P*,2,4s2.4p.5p,3D,3,,,L3476,
1125.2830,0.0005,1125.2826,230,,,46834.3798,55718.604,4s2.4p.5p,3D,2,4s2.4p.5d,3D*,3,,,L3503,
1129.340,0.005,1129.338,24,,,46834.3798,55686.70,4s2.4p.5p,3D,2,4s2.4p.5d,3F*,2,,,L3503,
1131.813,0.005,1131.8090,33,,,48088.3504,56921.345,4s2.4p.5p,3P,1,4s2.4p.5d,*,2,,,L3503,
1145.9050,0.0005,1145.9050,55,,,48104.1003,56828.439,4s2.4p.5p,3D,3,4s2.4p.5d,3F*,3,,,L3503,
1148.3774,0.0005,1148.37759,150,,,40020.5604,48726.1143,4s2.4p.5s,1P*,1,4s2.4p.5p,3P,2,,,L3503,
1161.4814,0.0005,1161.4812,175,,,46765.2705,55372.610,4s2.4p.5p,1P,1,4s2.4p.5d,3D*,2,,,L3503,
1171.4763,0.0005,1171.4761,600,,,37451.6893,45985.592,4s2.4p.5s,3P*,0,4s2.4p.5p,3D,1,,,L3503,
1183.977,0.005,1183.9809,10,,,49649.5807,58093.352,4s2.4p.5p,1D,2,4s2.4p.5d,1F*,3,,,L3503,
1191.7009,0.0005,1191.7009,55,,,50068.954,58458.025,4s2.4p.4d,3F*,2,4s2.4p.(2P*<3/2>).4f,2[7/2],3,,,L3503,
1202.564,0.005,1202.5464,10,,,48480.048,56793.460,4s2.4p.4d,1D*,2,4s2.4p.6p,3D,3,,,L3503,
1205.549,0.005,1205.5497,10,,,48480.048,56772.750,4s2.4p.4d,1D*,2,4s2.4p.(2P*<1/2>).4f,2[5/2],2,,,L3503,
1206.141,0.005,1206.1441,30,,,48480.048,56768.663,4s2.4p.4d,1D*,2,4s2.4p.(2P*<1/2>).4f,2[5/2],3,,,L3503,
1206.576,0.005,1206.5684,45,,,48480.048,56765.748,4s2.4p.4d,1D*,2,4s2.4p.(2P*<1/2>).4f,2[7/2],3,,,L3503,
1206.9201,0.0005,1206.9200,1300,,,37702.3054,45985.592,4s2.4p.5s,3P*,1,4s2.4p.5p,3D,1,,,L3503,
1219.8881,0.0005,1219.8881,30,,,48726.1143,56921.345,4s2.4p.5p,3P,2,4s2.4p.5d,*,2,,,L3503,
1220.773,0.005,1220.7662,20,,,45985.592,54174.928,4s2.4p.5p,3D,1,4s2.4p.6s,"(3/2,1/2)*",1,,,L3503,
1228.6746,0.0005,1228.6746,60,,,50323.465,58460.090,4s2.4p.4d,3F*,3,4s2.4p.(2P*<3/2>).4f,2[7/2],4,,,L3503,
1233.8762,0.0005,1233.8761,55,,,48726.1143,56828.439,4s2.4p.5p,3P,2,4s2.4p.5d,3F*,3,,,L3503,
1239.1575,0.0005,1239.15777,1050,,,40020.5604,48088.3504,4s2.4p.5s,1P*,1,4s2.4p.5p,3P,1,,,L3503,
1254.0406,0.0005,1254.0406,48,,,47502.6257,55474.668,4s2.4p.5p,3P,0,4s2.4p.5d,3D*,1,,,L3503,
1263.680,0.005,1263.6855,15,,,48882.263,56793.460,4s2.4p.4d,3D*,2,4s2.4p.6p,3D,3,,,L3503,
1267.6584,0.0005,1267.6589,150,,,48882.263,56768.663,4s2.4p.4d,3D*,2,4s2.4p.(2P*<1/2>).4f,2[5/2],3,,,L3503,
1268.1278,0.0005,1268.1276,40,,,48882.263,56765.748,4s2.4p.4d,3D*,2,4s2.4p.(2P*<1/2>).4f,2[7/2],3,,,L3503,
