obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
175.4644,0.0004,175.4641,0.0003,56991.62,"g,a",,,168.3371,57160.06,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
175.4898,0.0004,,,56983.37,a,,,,,,,,,,,1,1,,,L2110,
175.5060,0.0004,,,56978.11,a,,,,,,,,,,,1,1,,,L2110,
175.666,0.002,,,56926.2,a,,,,,,,,,,,1,1,,,L2110,
175.6887,0.0004,175.6886,0.0003,56918.86,"g,a",,,168.3371,57087.22,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
175.7468,0.0004,175.7458,0.0003,56900.04,"g,a",,,0.0000,56900.35,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
175.7710,0.0004,,,56892.21,a,,,,,,,,,,,1,1,,,L2110,
175.7812,0.0009,175.7813,0.0012,56888.9,"g,a*",,,168.3371,57057.2,3d.4s2,2D,5/2,3d2.(3F).14p,2F*?,5/2,6,6,,,L2110,
175.7812,0.0009,175.7813,0.0012,56888.9,"g,a*",,,168.3371,57057.2,3d.4s2,2D,5/2,3d2.(3F).14p,2F*?,7/2,6,8,,,L2110,
175.8649,0.0004,175.8641,0.0003,56861.83,"g,a",,,168.3371,57030.41,3d.4s2,2D,5/2,,,3/2 or 5/2,6,6,,,L2110,
175.8830,0.0004,,,56855.98,a,,,,,,,,,,,1,1,,,L2110,
175.8932,0.0004,,,56852.68,a,,,,,,,,,,,1,1,,,L2110,
175.9250,0.0004,175.9247,0.0003,56842.40,"g,a",,,0.0000,56842.51,3d.4s2,2D,3/2,,,3/2 or 5/2,4,6,,,L2110,
175.933,0.002,,,56839.8,a,,,,,,,,,,,1,1,,,L2110,
176.1952,0.0004,,,56755.24,a,,,,,,,,,,,1,1,,,L2110,
176.2176,0.0009,176.2175,0.0012,56748.0,"g,a*",,,168.3371,56916.4,3d.4s2,2D,5/2,3d2.(3F).13p,2F*?,5/2,6,6,,,L2110,
176.2176,0.0009,176.2175,0.0012,56748.0,"g,a*",,,168.3371,56916.4,3d.4s2,2D,5/2,3d2.(3F).13p,2F*?,7/2,6,8,,,L2110,
176.247,0.002,,,56738.6,a,,,,,,,,,,,1,1,,,L2110,
