obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
231.420,231.4205,0.0010,43211.5,*,,,0.00,43211.39,1s2.2s,2S,1/2,1s2.20p,2P*,3/2,2,4,,,L7397,
231.420,231.4205,0.0010,43211.5,*,,,0.00,43211.39,1s2.2s,2S,1/2,1s2.20p,2P*,1/2,2,2,,,L7397,
231.579,231.5788,0.0010,43181.8,*,,,0.00,43181.84,1s2.2s,2S,1/2,1s2.19p,2P*,1/2,2,2,,,L7397,
231.579,231.5788,0.0010,43181.8,*,,,0.00,43181.84,1s2.2s,2S,1/2,1s2.19p,2P*,3/2,2,4,,,L7397,
231.766,231.7660,0.0010,43146.9,*,,,0.00,43146.96,1s2.2s,2S,1/2,1s2.18p,2P*,1/2,2,2,,,L7397,
231.766,231.7660,0.0010,43146.9,*,,,0.00,43146.96,1s2.2s,2S,1/2,1s2.18p,2P*,3/2,2,4,,,L7397,
231.989,231.9894,0.0010,43105.4,*,,,0.00,43105.42,1s2.2s,2S,1/2,1s2.17p,2P*,3/2,2,4,,,L7397,
231.989,231.9894,0.0010,43105.4,*,,,0.00,43105.42,1s2.2s,2S,1/2,1s2.17p,2P*,1/2,2,2,,,L7397,
232.259,232.2592,0.0010,43055.3,*,,,0.00,43055.34,1s2.2s,2S,1/2,1s2.16p,2P*,1/2,2,2,,,L7397,
232.259,232.2592,0.0010,43055.3,*,,,0.00,43055.34,1s2.2s,2S,1/2,1s2.16p,2P*,3/2,2,4,,,L7397,
232.582,232.5824,0.0010,42995.5,*,,,0.00,42995.51,1s2.2s,2S,1/2,1s2.15p,2P*,1/2,2,2,,,L7397,
232.582,232.5824,0.0010,42995.5,*,,,0.00,42995.51,1s2.2s,2S,1/2,1s2.15p,2P*,3/2,2,4,,,L7397,
232.973,232.9732,0.0010,42923.3,*,,,0.00,42923.39,1s2.2s,2S,1/2,1s2.14p,2P*,3/2,2,4,,,L7397,
232.973,232.9732,0.0010,42923.3,*,,,0.00,42923.39,1s2.2s,2S,1/2,1s2.14p,2P*,1/2,2,2,,,L7397,
233.466,233.4653,0.0010,42832.9,*,1.09e+05,B',0.00,42832.92,1s2.2s,2S,1/2,1s2.13p,2P*,1/2,2,2,,T117,L7397,
233.466,233.4653,0.0010,42832.9,*,1.09e+05,B',0.00,42832.92,1s2.2s,2S,1/2,1s2.13p,2P*,3/2,2,4,,T117,L7397,
234.087,234.0871,0.0010,42719.2,*,1.34e+05,B',0.00,42719.14,1s2.2s,2S,1/2,1s2.12p,2P*,3/2,2,4,,T117,L7397,
234.087,234.0871,0.0010,42719.2,*,1.34e+05,B',0.00,42719.14,1s2.2s,2S,1/2,1s2.12p,2P*,1/2,2,2,,T117,L7397,
234.894,234.912,0.010,42572.4,*,1.65e+05,B',0.00,42569.1,1s2.2s,2S,1/2,1s2.11p,2P*,3/2,2,4,,T117,L7397,
234.894,234.912,0.010,42572.4,*,1.65e+05,B',0.00,42569.1,1s2.2s,2S,1/2,1s2.11p,2P*,1/2,2,2,,T117,L7397,
235.965,235.9650,0.0010,42379.1,*,2.09e+05,B',0.00,42379.16,1s2.2s,2S,1/2,1s2.10p,2P*,1/2,2,2,,T117,L7397,
235.965,235.9650,0.0010,42379.1,*,2.09e+05,B',0.00,42379.16,1s2.2s,2S,1/2,1s2.10p,2P*,3/2,2,4,,T117,L7397,
237.426,237.4267,0.0010,42118.3,*,1.918e+05,AA,0.00,42118.27,1s2.2s,2S,1/2,1s2.9p,2P*,3/2,2,4,,T6835,L7397,
237.426,237.4267,0.0010,42118.3,*,1.917e+05,AA,0.00,42118.27,1s2.2s,2S,1/2,1s2.9p,2P*,1/2,2,2,,T6835,L7397,
239.512,239.5116,0.0010,41751.6,1*,2.664e+05,AA,0.00,41751.63,1s2.2s,2S,1/2,1s2.8p,2P*,3/2,2,4,,T6835,L7397,
239.512,239.5116,0.0010,41751.6,1*,2.664e+05,AA,0.00,41751.63,1s2.2s,2S,1/2,1s2.8p,2P*,1/2,2,2,,T6835,L7397,
242.617,242.6163,0.0010,41217.3,3*,3.824e+05,AA,0.00,41217.35,1s2.2s,2S,1/2,1s2.7p,2P*,3/2,2,4,,T6835,L7397,
242.617,242.6163,0.0010,41217.3,3*,3.822e+05,AA,0.00,41217.35,1s2.2s,2S,1/2,1s2.7p,2P*,1/2,2,2,,T6835,L7397,
246.09,,,40635,,,,,,,,,,,,1,1,,,L1560,
247.581,247.5809,0.0010,40390.9,10*,5.734e+05,AA,0.00,40390.84,1s2.2s,2S,1/2,1s2.6p,2P*,1/2,2,2,,T6835,L7397,
247.581,247.5809,0.0010,40390.9,10*,5.734e+05,AA,0.00,40390.84,1s2.2s,2S,1/2,1s2.6p,2P*,3/2,2,4,,T6835,L7397,
251.9,,,39700,,,,,,,,,,,,1,1,,,L1614,
256.308,256.3080,0.0010,39015.6,15*,8.799e+05,AA,0.00,39015.56,1s2.2s,2S,1/2,1s2.5p,2P*,3/2,2,4,,T6835,L7397,
256.308,256.3080,0.0010,39015.6,15*,9.001e+05,AA,0.00,39015.56,1s2.2s,2S,1/2,1s2.5p,2P*,1/2,2,2,,T6835,L7397,
274.201,274.2014,0.0010,36469.6,5*,1.247e+06,AA,0.00,36469.55,1s2.2s,2S,1/2,1s2.4p,2P*,3/2,2,4,,T6620LS,L7397,
274.201,274.2014,0.0010,36469.6,5*,1.248e+06,AA,0.00,36469.55,1s2.2s,2S,1/2,1s2.4p,2P*,1/2,2,2,,T6620LS,L7397,
280.2,,,35690,,,,,,,,,,,,1,1,,,L1614,
284.7,,,35130,,,,,,,,,,,,1,1,,,L1614,
286.9,287.0,1.0,34860,*,,,490440,525280,1s.2p2,4P,5/2,1s.2p.3d,4D*,5/2,6,6,,,"L1235,L3354",
286.9,287.0,1.0,34860,*,,,490440,525280,1s.2p2,4P,3/2,1s.2p.3d,4D*,3/2,4,4,,,"L1235,L3354",
286.9,287.0,1.0,34860,*,,,490440,525280,1s.2p2,4P,5/2,1s.2p.3d,4D*,3/2,6,4,,,"L1235,L3354",
286.9,287.0,1.0,34860,*,,,490440,525280,1s.2p2,4P,3/2,1s.2p.3d,4D*,1/2,4,2,,,"L1235,L3354",
286.9,287.0,1.0,34860,*,,,490440,525280,1s.2p2,4P,5/2,1s.2p.3d,4D*,7/2,6,8,,,"L1235,L3354",
286.9,287.0,1.0,34860,*,,,490440,525280,1s.2p2,4P,3/2,1s.2p.3d,4D*,5/2,4,6,,,"L1235,L3354",
286.9,287.0,1.0,34860,*,,,490440,525280,1s.2p2,4P,1/2,1s.2p.3d,4D*,3/2,2,4,,,"L1235,L3354",
286.9,287.0,1.0,34860,*,,,490440,525280,1s.2p2,4P,1/2,1s.2p.3d,4D*,1/2,2,2,,,"L1235,L3354",
289.6,,,34530,,,,,,,,,,,,1,1,,,L1614,
296.9,,,33680,,,,,,,,,,,,1,1,,,L1614,
314.5,,,31800,,,,,,,,,,,,1,1,,,L1614,
323.359,323.3590,0.0010,30925.4,17*,1.002e+06,AA,0.00,30925.38,1s2.2s,2S,1/2,1s2.3p,2P*,1/2,2,2,,T7401LS,L7397,
323.359,323.3590,0.0010,30925.4,17*,1.002e+06,AA,0.00,30925.38,1s2.2s,2S,1/2,1s2.3p,2P*,3/2,2,4,,T7401LS,L7397,
348.9,348.9,1.0,28660,*,,,494570,523230,1s.2s.3p,4P*,5/2,1s.2p.3p,4P,3/2,6,4,,,"L1235,L3354",
348.9,348.9,1.0,28660,*,,,494570,523230,1s.2s.3p,4P*,3/2,1s.2p.3p,4P,1/2,4,2,,,"L1235,L3354",
348.9,348.9,1.0,28660,*,,,494570,523230,1s.2s.3p,4P*,3/2,1s.2p.3p,4P,5/2,4,6,,,"L1235,L3354",
348.9,348.9,1.0,28660,*,,,494570,523230,1s.2s.3p,4P*,1/2,1s.2p.3p,4P,3/2,2,4,,,"L1235,L3354",
348.9,348.9,1.0,28660,*,,,494570,523230,1s.2s.3p,4P*,1/2,1s.2p.3p,4P,1/2,2,2,,,"L1235,L3354",
348.9,348.9,1.0,28660,*,,,494570,523230,1s.2s.3p,4P*,5/2,1s.2p.3p,4P,5/2,6,6,,,"L1235,L3354",
348.9,348.9,1.0,28660,*,,,494570,523230,1s.2s.3p,4P*,3/2,1s.2p.3p,4P,3/2,4,4,,,"L1235,L3354",
358.08,,,27927,,,,,,,,,,,,1,1,,,L1560,
361.9,361.9,1.0,27630,*,,,490440,518070,1s.2p2,4P,3/2,1s.2p.4s,4P*,1/2,4,2,,,"L1235,L3354",
361.9,361.9,1.0,27630,*,,,490440,518070,1s.2p2,4P,3/2,1s.2p.4s,4P*,5/2,4,6,,,"L1235,L3354",
361.9,361.9,1.0,27630,*,,,490440,518070,1s.2p2,4P,1/2,1s.2p.4s,4P*,3/2,2,4,,,"L1235,L3354",
361.9,361.9,1.0,27630,*,,,490440,518070,1s.2p2,4P,5/2,1s.2p.4s,4P*,5/2,6,6,,,"L1235,L3354",
361.9,361.9,1.0,27630,*,,,490440,518070,1s.2p2,4P,3/2,1s.2p.4s,4P*,3/2,4,4,,,"L1235,L3354",
361.9,361.9,1.0,27630,*,,,490440,518070,1s.2p2,4P,1/2,1s.2p.4s,4P*,1/2,2,2,,,"L1235,L3354",
361.9,361.9,1.0,27630,*,,,490440,518070,1s.2p2,4P,5/2,1s.2p.4s,4P*,3/2,6,4,,,"L1235,L3354",
366.3,,,27300,,,,,,,,,,,,1,1,,,L1614,
,367.274,0.010,27227.6,,1.399e+06,AA,14903.66,42131.3,1s2.2p,2P*,1/2,1s2.9d,2D,3/2,2,4,,T6835LS,,
,367.278,0.010,27227.3,,2.797e+05,AA,14904.00,42131.3,1s2.2p,2P*,3/2,1s2.9d,2D,3/2,4,4,,T6835LS,,
,367.278,0.010,27227.3,,1.678e+06,AA,14904.00,42131.3,1s2.2p,2P*,3/2,1s2.9d,2D,5/2,4,6,,T6835LS,,
371.98,372.195,0.010,26883,3*,2.011e+06,AA,14903.66,41771.3,1s2.2p,2P*,1/2,1s2.8d,2D,3/2,2,4,,T6835LS,L7397,
371.98,372.200,0.010,26883,3*,2.413e+06,AA,14904.00,41771.3,1s2.2p,2P*,3/2,1s2.8d,2D,5/2,4,6,,T6835LS,L7397,
371.98,372.200,0.010,26883,3*,4.023e+05,AA,14904.00,41771.3,1s2.2p,2P*,3/2,1s2.8d,2D,3/2,4,4,,T6835LS,L7397,
,374.764,0.010,26683.4,,3.37e+05,A,14903.66,41587.1,1s2.2p,2P*,1/2,1s2.8s,2S,1/2,2,2,,T5118LS,,
,374.769,0.010,26683.1,,6.76e+05,A,14904.00,41587.1,1s2.2p,2P*,3/2,1s2.8s,2S,1/2,4,2,,T5118LS,,
379.580,379.610,0.010,26344.9,6*,3.041e+06,AA,14903.66,41246.5,1s2.2p,2P*,1/2,1s2.7d,2D,3/2,2,4,,T6835LS,L7397,
379.580,379.615,0.010,26344.9,6*,3.649e+06,AA,14904.00,41246.5,1s2.2p,2P*,3/2,1s2.7d,2D,5/2,4,6,,T6835LS,L7397,
379.580,379.615,0.010,26344.9,6*,6.082e+05,AA,14904.00,41246.5,1s2.2p,2P*,3/2,1s2.7d,2D,3/2,4,4,,T6835LS,L7397,
,383.667,0.010,26064.2,,5.18e+05,A,14903.66,40967.9,1s2.2p,2P*,1/2,1s2.7s,2S,1/2,2,2,,T5118LS,,
,383.672,0.010,26063.9,,1.04e+06,A,14904.00,40967.9,1s2.2p,2P*,3/2,1s2.7s,2S,1/2,4,2,,T5118LS,,
391.641,391.6401,0.0010,25533.6,20,4.964e+06,AA,14903.66,40437.31,1s2.2p,2P*,1/2,1s2.6d,2D,3/2,2,4,,T6835LS,L7397,
391.646,391.6451,0.0010,25533.3,20*,5.959e+06,AA,14904.00,40437.32,1s2.2p,2P*,3/2,1s2.6d,2D,5/2,4,6,,T6835LS,L7397,
391.646,391.6453,0.0010,25533.3,20*,9.924e+05,AA,14904.00,40437.31,1s2.2p,2P*,3/2,1s2.6d,2D,3/2,4,4,,T6835LS,L7397,
398.661,398.6608,0.0010,25084.0,10,8.62e+05,A,14903.66,39987.64,1s2.2p,2P*,1/2,1s2.6s,2S,1/2,2,2,,T5118LS,L7397,
398.667,398.6662,0.0010,25083.6,10,1.73e+06,A,14904.00,39987.64,1s2.2p,2P*,3/2,1s2.6s,2S,1/2,4,2,,T5118LS,L7397,
413.373,413.3723,0.0010,24191.3,40,9.04e+06,A,14903.66,39094.93,1s2.2p,2P*,1/2,1s2.5d,2D,3/2,2,4,,T5118LS,L7397,
413.379,413.3779,0.0010,24190.9,40*,1.09e+07,A,14904.00,39094.94,1s2.2p,2P*,3/2,1s2.5d,2D,5/2,4,6,,T5118LS,L7397,
413.379,413.3781,0.0010,24190.9,40*,1.81e+06,A,14904.00,39094.93,1s2.2p,2P*,3/2,1s2.5d,2D,3/2,4,4,,T5118LS,L7397,
419.7,,,23830,,,,,,,,,,,,1,1,,,L1614,
427.427,427.4264,0.0010,23395.8,20,1.58e+06,A,14903.66,38299.50,1s2.2p,2P*,1/2,1s2.5s,2S,1/2,2,2,,T5118LS,L7397,
427.433,427.4326,0.0010,23395.5,20,3.17e+06,A,14904.00,38299.50,1s2.2p,2P*,3/2,1s2.5s,2S,1/2,4,2,,T5118LS,L7397,
460.412,460.4111,0.0010,21719.7,13,1.935e+07,AA,14903.66,36623.38,1s2.2p,2P*,1/2,1s2.4d,2D,3/2,2,4,,T6620LS,L7397,
460.418,460.4179,0.0010,21719.4,13*,2.322e+07,AA,14904.00,36623.40,1s2.2p,2P*,3/2,1s2.4d,2D,5/2,4,6,,T6620LS,L7397,
460.418,460.4183,0.0010,21719.4,13*,3.871e+06,AA,14904.00,36623.38,1s2.2p,2P*,3/2,1s2.4d,2D,3/2,4,4,,T6620LS,L7397,
476,,,21000,,,,,,,,,,,,1,1,,,L1614,
497.305,497.3046,0.0010,20108.4,8,3.460e+06,AA,14903.66,35012.06,1s2.2p,2P*,1/2,1s2.4s,2S,1/2,2,2,,T7401LS,L7397,
497.314,497.3130,0.0010,20108.0,8,6.919e+06,AA,14904.00,35012.06,1s2.2p,2P*,3/2,1s2.4s,2S,1/2,4,2,,T7401LS,L7397,
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,1/2,1s.2p.3d,4D*,1/2,2,2,,,"L1235,L3354",
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,7/2,1s.2p.3d,4D*,5/2,8,6,,,"L1235,L3354",
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,3/2,1s.2p.3d,4D*,5/2,4,6,,,"L1235,L3354",
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,1/2,1s.2p.3d,4D*,3/2,2,4,,,"L1235,L3354",
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,5/2,1s.2p.3d,4D*,7/2,6,8,,,"L1235,L3354",
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,5/2,1s.2p.3d,4D*,5/2,6,6,,,"L1235,L3354",
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,3/2,1s.2p.3d,4D*,3/2,4,4,,,"L1235,L3354",
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,7/2,1s.2p.3d,4D*,7/2,8,8,,,"L1235,L3354",
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,5/2,1s.2p.3d,4D*,3/2,6,4,,,"L1235,L3354",
527.2,527,4,18970,*,,,506300,525280,1s.2s.3d,4D,3/2,1s.2p.3d,4D*,1/2,4,2,,,"L1235,L3354",
531.6,,,18810,,,,,,,,,,,,1,1,,,L1614,
539.6,,,18530,,,,,,,,,,,,1,1,,,L1614,
544,,,18400,,,,,,,,,,,,1,1,,,L1614,
610.523,610.522,0.010,16379.4,320,5.7138e+07,AAA,14903.66,31283.08,1s2.2p,2P*,1/2,1s2.3d,2D,3/2,2,4,,T6505LS,L7397,
,610.533,0.010,16379.1,,6.8562e+07,AAA,14904.00,31283.12,1s2.2p,2P*,3/2,1s2.3d,2D,5/2,4,6,,T6505LS,,
610.534,610.535,0.010,16379.1,320,1.1427e+07,AAA,14904.00,31283.08,1s2.2p,2P*,3/2,1s2.3d,2D,3/2,4,4,,T6505LS,L7397,
670.961,670.961,0.010,14903.99,3600,3.6891e+07,AAA,0.00,14904.00,1s2.2s,2S,1/2,1s2.2p,2P*,3/2,2,4,,T6505LS,L7397,
670.976,670.976,0.010,14903.66,3600,3.6890e+07,AAA,0.00,14903.66,1s2.2s,2S,1/2,1s2.2p,2P*,1/2,2,2,,T6505LS,L7397,
,687.497,0.010,14545.51,,2.79e+04,B,27206.12,41751.63,1s2.3s,2S,1/2,1s2.8p,2P*,3/2,2,4,,T5118LS,,
,687.497,0.010,14545.51,,2.78e+04,B,27206.12,41751.63,1s2.3s,2S,1/2,1s2.8p,2P*,1/2,2,2,,T5118LS,,
,713.713,0.010,14011.23,,3.61e+04,B,27206.12,41217.35,1s2.3s,2S,1/2,1s2.7p,2P*,3/2,2,4,,T5118LS,,
,713.713,0.010,14011.23,,3.59e+04,B,27206.12,41217.35,1s2.3s,2S,1/2,1s2.7p,2P*,1/2,2,2,,T5118LS,,
,758.454,0.010,13184.72,,4.38e+04,B,27206.12,40390.84,1s2.3s,2S,1/2,1s2.6p,2P*,3/2,2,4,,T5118LS,,
,758.454,0.010,13184.72,,4.37e+04,B,27206.12,40390.84,1s2.3s,2S,1/2,1s2.6p,2P*,1/2,2,2,,T5118LS,,
812.846,812.846,0.010,12302.45,48,1.1156e+07,AAA,14903.66,27206.12,1s2.2p,2P*,1/2,1s2.3s,2S,1/2,2,2,,T7401LS,L7397,
812.868,812.868,0.010,12302.11,48,2.2309e+07,AAA,14904.00,27206.12,1s2.2p,2P*,3/2,1s2.3s,2S,1/2,4,2,,T7401LS,L7397,
,846.780,0.010,11809.44,,4.04e+04,B,27206.12,39015.56,1s2.3s,2S,1/2,1s2.5p,2P*,3/2,2,4,,T5118LS,,
,846.780,0.010,11809.44,,4.04e+04,B,27206.12,39015.56,1s2.3s,2S,1/2,1s2.5p,2P*,1/2,2,2,,T5118LS,,
,922.01,0.10,10845.9,,6.72e+05,A,30925.38,41771.3,1s2.3p,2P*,1/2,1s2.8d,2D,3/2,2,4,,T5118LS,,
,922.01,0.10,10845.9,,1.35e+05,A,30925.38,41771.3,1s2.3p,2P*,3/2,1s2.8d,2D,3/2,4,4,,T5118LS,,
,922.01,0.10,10845.9,,8.10e+05,A,30925.38,41771.3,1s2.3p,2P*,3/2,1s2.8d,2D,5/2,4,6,,T5118LS,,
,937.93,0.10,10661.7,,1.84e+05,B,30925.38,41587.1,1s2.3p,2P*,1/2,1s2.8s,2S,1/2,2,2,,T5118LS,,
,937.93,0.10,10661.7,,3.70e+05,B,30925.38,41587.1,1s2.3p,2P*,3/2,1s2.8s,2S,1/2,4,2,,T5118LS,,
,955.242,0.010,10468.55,,4.57e+03,B,31283.08,41751.63,1s2.3d,2D,3/2,1s2.8p,2P*,3/2,4,4,,T5118LS,,
,955.242,0.010,10468.55,,4.57e+04,B,31283.08,41751.63,1s2.3d,2D,3/2,1s2.8p,2P*,1/2,4,2,,T5118LS,,
,955.246,0.010,10468.51,,4.11e+04,B,31283.12,41751.63,1s2.3d,2D,5/2,1s2.8p,2P*,3/2,6,4,,T5118LS,,
,968.89,0.10,10321.1,,1.23e+06,A,30925.38,41246.5,1s2.3p,2P*,3/2,1s2.7d,2D,5/2,4,6,,T5118LS,,
,968.89,0.10,10321.1,,1.02e+06,A,30925.38,41246.5,1s2.3p,2P*,1/2,1s2.7d,2D,3/2,2,4,,T5118LS,,
,968.89,0.10,10321.1,,2.04e+05,A,30925.38,41246.5,1s2.3p,2P*,3/2,1s2.7d,2D,3/2,4,4,,T5118LS,,
,995.77,0.10,10042.5,,2.87e+05,B,30925.38,40967.9,1s2.3p,2P*,1/2,1s2.7s,2S,1/2,2,2,,T5118LS,,
,995.77,0.10,10042.5,,5.75e+05,B,30925.38,40967.9,1s2.3p,2P*,3/2,1s2.7s,2S,1/2,4,2,,T5118LS,,
,1006.616,0.010,9934.27,,7.10e+03,A,31283.08,41217.35,1s2.3d,2D,3/2,1s2.7p,2P*,3/2,4,4,,T5118LS,,
,1006.616,0.010,9934.27,,7.09e+04,A,31283.08,41217.35,1s2.3d,2D,3/2,1s2.7p,2P*,1/2,4,2,,T5118LS,,
,1006.621,0.010,9934.23,,6.36e+04,A,31283.12,41217.35,1s2.3d,2D,5/2,1s2.7p,2P*,3/2,6,4,,T5118LS,,
,1051.310,0.010,9511.94,,1.97e+06,A,30925.38,40437.32,1s2.3p,2P*,3/2,1s2.6d,2D,5/2,4,6,,T5118LS,,
,1051.311,0.010,9511.93,,1.64e+06,A,30925.38,40437.31,1s2.3p,2P*,1/2,1s2.6d,2D,3/2,2,4,,T5118LS,,
,1051.311,0.010,9511.93,,3.28e+05,A,30925.38,40437.31,1s2.3p,2P*,3/2,1s2.6d,2D,3/2,4,4,,T5118LS,,
,1079.514,0.010,9263.43,,6.9e+02,D,27206.12,36469.55,1s2.3s,2S,1/2,1s2.4p,2P*,1/2,2,2,,"T6620,T5118,LS",,
,1079.514,0.010,9263.43,,6.8e+02,D,27206.12,36469.55,1s2.3s,2S,1/2,1s2.4p,2P*,3/2,2,4,,"T6620,T5118,LS",,
,1097.965,0.010,9107.76,,1.19e+04,A,31283.08,40390.84,1s2.3d,2D,3/2,1s2.6p,2P*,3/2,4,4,,T5118LS,,
,1097.965,0.010,9107.76,,1.19e+05,A,31283.08,40390.84,1s2.3d,2D,3/2,1s2.6p,2P*,1/2,4,2,,T5118LS,,
,1097.970,0.010,9107.72,,1.07e+05,A,31283.12,40390.84,1s2.3d,2D,5/2,1s2.6p,2P*,3/2,6,4,,T5118LS,,
,1103.477,0.010,9062.26,,9.73e+05,A,30925.38,39987.64,1s2.3p,2P*,3/2,1s2.6s,2S,1/2,4,2,,T5118LS,,
,1103.477,0.010,9062.26,,4.86e+05,A,30925.38,39987.64,1s2.3p,2P*,1/2,1s2.6s,2S,1/2,2,2,,T5118LS,,
1223.5,1224.056,0.010,8173,*,3.48e+06,A,30925.38,39094.94,1s2.3p,2P*,3/2,1s2.5d,2D,5/2,4,6,,T5118LS,L7397,
1223.5,1224.058,0.010,8173,*,5.81e+05,A,30925.38,39094.93,1s2.3p,2P*,3/2,1s2.5d,2D,3/2,4,4,,T5118LS,L7397,
1223.5,1224.058,0.010,8173,*,2.90e+06,A,30925.38,39094.93,1s2.3p,2P*,1/2,1s2.5d,2D,3/2,2,4,,T5118LS,L7397,
1278.5,1278.54,0.10,7821,*,4.274e+06,AA,31283.08,39104.5,1s2.3d,2D,3/2,1s2.5f,2F*,5/2,4,6,,T7409LS,L7397,
1278.5,1278.55,0.10,7821,*,4.578e+06,AA,31283.12,39104.5,1s2.3d,2D,5/2,1s2.5f,2F*,7/2,6,8,,T7409LS,L7397,
1278.5,1278.55,0.10,7821,*,3.052e+05,AA,31283.12,39104.5,1s2.3d,2D,5/2,1s2.5f,2F*,5/2,6,6,,T7409LS,L7397,
,1293.246,0.010,7732.48,,2.28e+05,A,31283.08,39015.56,1s2.3d,2D,3/2,1s2.5p,2P*,1/2,4,2,,T5118LS,,
,1293.246,0.010,7732.48,,2.28e+04,A,31283.08,39015.56,1s2.3d,2D,3/2,1s2.5p,2P*,3/2,4,4,,T5118LS,,
,1293.253,0.010,7732.44,,2.05e+05,A,31283.12,39015.56,1s2.3d,2D,5/2,1s2.5p,2P*,3/2,6,4,,T5118LS,,
1357.0,1356.094,0.010,7369,*,9.41e+05,A,30925.38,38299.50,1s2.3p,2P*,1/2,1s2.5s,2S,1/2,2,2,,T5118LS,L7397,
