obs_wl_vac(nm),ritz_wl_vac(nm),wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),Type,tp_ref,line_ref,Unnamed: 11
560.824,,17830.9,13,,,,,,,L3475,
562.182,,17787.8,20,,,,,,,L3475,
563.459,,17747.5,11w,,,,,,,L3475,
564.473,,17715.7,"16c,w",,,,,,,L3475,
566.314,,17658.0,35w,,,,,,,L3475,
567.003,,17636.6,65c,,,,,,,L3475,
568.810,,17580.6,16,,,,,,,L3475,
570.596,,17525.5,22,,,,,,,L3475,
570.919,,17515.6,65,,,,,,,L3475,
572.997,,17452.1,11,,,,,,,L3475,
574.933,,17393.3,11,,,,,,,L3475,
576.180,,17355.7,22,,,,,,,L3475,
578.088,,17298.4,90,,,,,,,L3475,
579.456,,17257.6,22,,,,,,,L3475,
582.297,,17173.4,16w,,,,,,,L3475,
583.675,,17132.8,40,,,,,,,L3475,
585.606,,17076.3,11c,,,,,,,L3475,
587.635,,17017.4,35,,,,,,,L3475,
587.973,,17007.6,35,,,,,,,L3475,
588.067,,17004.9,35,,,,,,,L3475,
588.635,,16988.5,35c,,,,,,,L3475,
591.695,,16900.6,11,,,,,,,L3475,
591.761,,16898.7,11,,,,,,,L3475,
592.240,,16885.0,40,,,,,,,L3475,
594.330,,16825.7,22,,,,,,,L3475,
595.141,,16802.7,22c,,,,,,,L3475,
595.835,,16783.2,,,,,,,,L3475,
596.090,,16776.0,13,,,,,,,L3475,
596.383,,16767.7,20,,,,,,,L3475,
596.465,,16765.4,28,,,,,,,L3475,
597.861,,16726.3,13c,,,,,,,L3475,
598.054,,16720.9,13,,,,,,,L3475,
598.780,,16700.6,40,,,,,,,L3475,
598.880,,16697.8,45c,,,,,,,L3475,
599.293,,16686.3,13,,,,,,,L3475,
599.655,,16676.3,13c,,,,,,,L3475,
599.772,,16673.0,11,,,,,,,L3475,
601.020,,16638.4,13,,,,,,,L3475,
602.152,,16607.1,28c,,,,,,,L3475,
605.094,,16526.4,35,,,,,,,L3475,
605.256,,16521.9,11,,,,,,,L3475,
605.681,,16510.4,140,,,,,,,L3475,
608.749,,16427.1,13,,,,,,,L3475,
609.797,,16398.9,18,,,,,,,L3475,
611.077,,16364.5,18,,,,,,,L3475,
611.971,,16340.6,22c,,,,,,,L3475,
612.384,,16329.6,22c,,,,,,,L3475,
614.993,,16260.3,65,,,,,,,L3475,
616.709,,16215.1,18,,,,,,,L3475,
618.967,,16155.9,13,,,,,,,L3475,
621.231,,16097.1,13,,,,,,,L3475,
621.445,,16091.5,22,,,,,,,L3475,
621.978,,16077.7,18,,,,,,,L3475,
623.853,,16029.4,20w,,,,,,,L3475,
624.278,,16018.5,20w,,,,,,,L3475,
629.076,,15896.3,18c,,,,,,,L3475,
629.975,,15873.6,11c,,,,,,,L3475,
630.379,,15863.5,11,,,,,,,L3475,
630.579,,15858.4,16,,,,,,,L3475,
632.411,,15812.5,45c,,,,,,,L3475,
634.563,,15758.87,22w,,,,,,,L3475,
635.274,,15741.25,18c,,,,,,,L3475,
635.896,,15725.85,22c,,,,,,,L3475,
636.079,,15721.32,55c,,,,,,,L3475,
637.937,,15675.52,16,,,,,,,L3475,
638.035,,15673.11,16,,,,,,,L3475,
639.134,,15646.18,11,,,,,,,L3475,
639.376,,15640.26,18c,,,,,,,L3475,
639.495,,15637.35,40,,,,,,,L3475,
641.246,,15594.63,10w,,,,,,,L3475,
641.300,,15593.32,55,,,,,,,L3475,
641.720,,15583.11,10,,,,,,,L3475,
645.522,,15491.33,16c,,,,,,,L3475,
645.796,,15484.76,9,,,,,,,L3475,
646.198,,15475.14,9w,,,,,,,L3475,
648.834,,15412.26,45,,,,,,,L3475,
649.354,,15399.91,40w,,,,,,,L3475,
649.528,,15395.79,9,,,,,,,L3475,
649.668,,15392.47,11,,,,,,,L3475,
649.891,,15387.21,22c,,,,,,,L3475,
650.252,,15378.66,22,,,,,,,L3475,
650.589,,15370.69,9,,,,,,,L3475,
651.894,,15339.92,8,,,,,,,L3475,
653.633,,15299.12,8,,,,,,,L3475,
654.228,,15285.20,16,,,,,,,L3475,
655.511,,15255.27,7w,,,,,,,L3475,
657.285,,15214.11,7,,,,,,,L3475,
657.982,,15197.99,6,,,,,,,L3475,
659.730,,15157.71,11,,,,,,,L3475,
661.169,,15124.74,15,,,,,,,L3475,
661.850,,15109.17,55,,,,,,,L3475,
663.283,,15076.52,7w,,,,,,,L3475,
663.389,,15074.11,13w,,,,,,,L3475,
664.896,,15039.96,14,,,,,,,L3475,
670.110,,14922.92,4w,,,,,,,L3475,
673.865,,14839.77,13,,,,,,,L3475,
674.895,,14817.11,35c,,,,,,,L3475,
675.105,,14812.50,19c,,,,,,,L3475,
680.048,,14704.85,"55c,w",,,,,,,L3475,
681.949,,14663.85,9,,,,,,,L3475,
684.628,,14606.48,9,,,,,,,L3475,
685.466,,14588.61,11,,,,,,,L3475,
687.234,,14551.09,11c,,,,,,,L3475,
688.656,,14521.04,7,,,,,,,L3475,
689.461,,14504.08,8,,,,,,,L3475,
698.205,,14322.45,8c,,,,,,,L3475,
702.647,,14231.90,10,,,,,,,L3475,
704.434,,14195.79,13,,,,,,,L3475,
705.301,,14178.34,7,,,,,,,L3475,
708.194,,14120.42,10,,,,,,,L3475,
709.714,,14090.19,11c,,,,,,,L3475,
711.651,,14051.83,20,,,,,,,L3475,
711.886,,14047.19,10w,,,,,,,L3475,
716.185,,13962.87,10w,,,,,,,L3475,
719.193,,13904.47,7w,,,,,,,L3475,
723.352,,13824.52,13,,,,,,,L3475,
724.526,,13802.13,7c,,,,,,,L3475,
726.121,,13771.81,7c,,,,,,,L3475,
728.962,,13718.14,7c,,,,,,,L3475,
729.120,,13715.17,7w,,,,,,,L3475,
732.644,,13649.20,"7c,w",,,,,,,L3475,
733.049,,13641.65,7,,,,,,,L3475,
749.765,,13337.51,11w,,,,,,,L3475,
750.149,,13330.69,6w,,,,,,,L3475,
757.695,,13197.93,6,,,,,,,L3475,
772.397,,12946.72,16,,,,,,,L3475,
784.343,,12749.53,"6c,w",,,,,,,L3475,
787.384,,12700.29,14,,,,,,,L3475,
788.326,,12685.11,6,,,,,,,L3475,
803.413,,12446.90,6,,,,,,,L3475,
805.765,,12410.57,6,,,,,,,L3475,
806.966,,12392.10,14,,,,,,,L3475,
814.334,,12279.98,11,,,,,,,L3475,
821.419,,12174.06,5c,,,,,,,L3475,
829.221,,12059.51,6,,,,,,,L3475,
838.214,,11930.12,6,,,,,,,L3475,
843.014,,11862.21,6w,,,,,,,L3475,
