obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
441.86712,441.86716,0.00004,22631.238,30,3.2e+06,D+,16234.382,38865.618,4d.5s.(3D).5p,z 4F*,9/2,4d.5s.(3D).5d,f 4D,7/2,10,8,,T4373,L7610,
443.85860,443.85859,0.00003,22529.698,80,8.6e+06,B+,11078.614,33608.312,4d2.(3F).5s,a 4F,5/2,4d2.(3F).5p,x 2F*,5/2,6,6,,T4373,"L7610,L3475",
444.4899,444.48976,0.00006,22497.70,100,1.04e+07,B+,11532.096,34029.802,4d2.(3F).5s,a 4F,9/2,4d2.(3F).5p,x 2F*,7/2,10,8,,T4373,"L7610,L3475",
444.78708,444.78723,0.00003,22482.667,130,,,11359.757,33842.417,5s2.5p,z 2P*,3/2,4d3,2P,3/2,4,4,,,"L7610,L3475",
446.0261,446.02599,0.00003,22420.21,37,1.77e+06,B+,10937.390,33357.608,4d2.(3F).5s,a 4F,3/2,4d2.(3F).5p,y 4D*,5/2,4,6,,T4373,L7610,
446.6520,,,22388.79,20,,,,,,,,,,,1,1,,,"L7593,L3475",
,447.35768,0.00003,22353.4780,,6.3e+05,B+,11078.614,33432.092,4d2.(3F).5s,a 4F,5/2,4d2.(3F).5p,z 2G*,7/2,6,8,,T9421,,
447.51310,447.51325,0.00004,22345.714,40,,,16066.064,38411.771,4d.5s.(3D).5p,z 2D*,5/2,4d3,2F,7/2,6,8,,,"L7610,L3475",
447.6977,447.69737,0.00004,22336.50,170,,,11277.928,33614.445,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,y 4D*,7/2,8,8,,,"L7610,L3475",
447.8207,447.82033,0.00003,22330.36,180,2.72e+07,B+,11277.928,33608.312,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,x 2F*,5/2,8,6,,T4373,"L7610,L3475",
447.86988,447.86999,0.00003,22327.914,160,3.21e+07,B+,10937.390,33265.298,4d2.(3F).5s,a 4F,3/2,4d2.(3F).5p,y 4D*,3/2,4,4,,T9421,"L7610,L3475",
448.56971,448.56953,0.00004,22293.079,45,4.6e+06,B+,15326.741,37619.829,4d2.(3F).5s,a 2F,5/2,4d2.(1D).5p,w 2F*,7/2,6,8,,T9421,L7610,
448.8538,448.85330,0.00003,22278.97,110,2.01e+07,B+,11078.614,33357.608,4d2.(3F).5s,a 4F,5/2,4d2.(3F).5p,y 4D*,5/2,6,6,,T4373,"L7610,L3475",
448.8719,448.87224,0.00008,22278.07,300,1.49e+08,B+,10937.390,33215.444,4d2.(3F).5s,a 4F,3/2,4d2.(3F).5p,y 4D*,1/2,4,2,,T4373,"L7610,L3475",
449.29997,449.29968,0.00006,22256.845,30,2.3e+06,C+,11532.096,33788.956,4d2.(3F).5s,a 4F,9/2,4d2.(3F).5p,z 2G*,9/2,10,10,,T4373,"L7610,L3475",
449.36784,449.36766,0.00005,22253.484,25,,,11359.757,33613.250,5s2.5p,z 2P*,3/2,4d3,2P,1/2,4,2,,,"L7610,L3475",
450.7212,450.72080,0.00003,22186.66,500,1.01e+08,B+,11078.614,33265.298,4d2.(3F).5s,a 4F,5/2,4d2.(3F).5p,y 4D*,3/2,6,4,,T9421,"L7610,L3475",
451.3827,451.38241,0.00003,22154.15,1,2.57e+05,B+,11277.928,33432.092,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,z 2G*,7/2,8,8,,T9421,L7610,
451.48404,451.48396,0.00008,22149.177,50,1.66e+07,A,15326.741,37475.922,4d2.(3F).5s,a 2F,5/2,4d2.(3P).5p,y 4P*,5/2,6,6,,T4373,"L7610,L3475",
451.5273,451.52726,0.00008,22147.06,80,3.34e+07,A,15328.865,37475.922,4d2.(3P).5s,a 4P,3/2,4d2.(3P).5p,y 4P*,5/2,4,6,,T4373,"L7610,L3475",
452.3297,452.32949,0.00005,22107.77,40h,,,16435.907,38543.685,4d.5s.(3D).5p,z 4D*,1/2,4d.5s.(3D).5d,f 4D,3/2,2,4,,,"L7610,L3475",
452.8509,452.85037,0.00006,22082.33,890,,,11532.096,33614.445,4d2.(3F).5s,a 4F,9/2,4d2.(3F).5p,y 4D*,7/2,10,8,,,"L7610,L3475",
452.9053,452.90511,0.00003,22079.67,440,8.3e+07,B+,11277.928,33357.608,4d2.(3F).5s,a 4F,7/2,4d2.(3F).5p,y 4D*,5/2,8,6,,T4373,"L7610,L3475",
453.53582,453.53578,0.00003,22048.975,21,4.4e+06,D+,16816.641,38865.618,4d.5s.(3D).5p,z 4D*,5/2,4d.5s.(3D).5d,f 4D,7/2,6,8,,T4373,L7610,
454.55800,454.55808,0.00009,21999.393,100,4.10e+07,A,15476.533,37475.922,4d2.(3P).5s,a 4P,5/2,4d2.(3P).5p,y 4P*,5/2,6,6,,T4373,"L7610,L3475",
456.0640,456.06406,0.00007,21926.75,100,3.8e+07,B,15221.633,37148.377,4d2.(3P).5s,a 4P,1/2,4d2.(3P).5p,y 4P*,3/2,2,4,,T9421,"L7610,L3475",
456.56706,456.56688,0.00007,21902.587,30,,,10529.169,32431.765,5s2.5p,z 2P*,1/2,4d3 <1>,2D,3/2,2,4,,,"L7610,L3475",
456.62129,456.62109,0.00005,21899.986,57,1.74e+06,B+,11532.096,33432.092,4d2.(3F).5s,a 4F,9/2,4d2.(3F).5p,z 2G*,7/2,10,8,,T9421,L7610,
457.4819,457.48201,0.00005,21858.79,50h,,,16816.641,38675.424,4d.5s.(3D).5p,z 4D*,5/2,4d.5s.(3D).5d,f 4D,5/2,6,6,,,"L7610,L3475",
458.2609,458.26078,0.00007,21821.63,35,1.48e+07,B+,15326.741,37148.377,4d2.(3F).5s,a 2F,5/2,4d2.(3P).5p,y 4P*,3/2,6,4,,T9421,"L7610,L3475",
