obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 18
84.8452,0.0011,84.8446,0.0009,9000,,,24032.095,141894.6,5s2.5p3,2P*,3/2,5s2.5p2.(1S).7s,2S,1/2,,,L15043,
85.1230,0.0011,85.12423,0.00014,16000,,,12421.854,129897.22,5s2.5p3,2D*,5/2,5s2.5p2.(1D).7s,2D,5/2,,,L15043,
85.5893,0.0011,85.58910,0.00015,34000,,,0.000,116837.31,5s2.5p3,4S*,3/2,5s2.5p2.(3P).6d,4P,5/2,,,L15043,
85.9864,0.0011,85.98861,0.00015,18000,,,10222.385,126516.86,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6d,2D,3/2,,,L15043,
86.4299,0.0011,86.43001,0.00015,14000,,,0.000,115700.56,5s2.5p3,4S*,3/2,5s2.5p2.(3P).6d,2P,3/2,,,L15043,
86.4426,0.0011,86.44264,0.00015,11000,,,10222.385,125906.03,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6d,2D,5/2,,,L15043,
86.9289,0.0011,86.9296,0.0008,17000,,,20546.591,135582.2,5s2.5p3,2P*,1/2,5s2.5p2.(1D).6d,2P,3/2,,,L15043,
87.3947,0.0011,87.39425,0.00015,28000,,,10222.385,124646.39,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6d,4D,5/2,,,L15043,
87.6440,0.0011,87.64626,0.00015,29000,,,12421.854,126516.86,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6d,2D,3/2,,,L15043,
87.8249,0.0011,87.82740,0.00015,33000,,,10222.385,124082.07,5s2.5p3,2D*,3/2,5s.(2S).5p4.(3P),2P,3/2,,,L15043,
88.0717,0.0011,88.07062,0.00016,36000,,,12421.854,125967.10,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6d,2F,7/2,,,L15043,
88.1181,0.0011,88.11801,0.00016,37000,,,12421.854,125906.03,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6d,2D,5/2,,,L15043,
88.6074,0.0011,88.6074,0.0011,10000,,,24032.095,136889.5,5s2.5p3,2P*,3/2,5s2.5p2.(3P).7d,2P,1/2,,,L15043,
88.6134,0.0011,88.6135,0.0009,11000,,,24032.095,136881.7,5s2.5p3,2P*,3/2,5s2.5p2.(3P).7d,2D,5/2,,,L15043,
88.7754,0.0011,88.77509,0.00016,22000,,,12421.854,125066.06,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6d,4P,3/2,,,L15043,
89.1075,0.0011,89.10707,0.00016,32000,,,12421.854,124646.39,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6d,4D,5/2,,,L15043,
89.3053,0.0011,89.30608,0.00016,120000,,,10222.385,122196.84,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6d,2F,5/2,,,L15043,
89.5560,0.0011,89.55741,0.00016,36000,,,12421.854,124082.07,5s2.5p3,2D*,5/2,5s.(2S).5p4.(3P),2P,3/2,,,L15043,
90.0409,0.0011,90.0406,0.0007,18000,,,24032.095,135093.1,5s2.5p3,2P*,3/2,5s2.5p2.(1D).6d,2D,5/2,,,L15043,
90.1833,0.0011,90.18448,0.00016,55000,,,10222.385,121106.21,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6d,4D,1/2,,,L15043,
90.2192,0.0011,90.21899,0.00016,12000,,,10222.385,121063.80,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6d,4F,5/2,,,L15043,
90.7969,0.0011,90.7966,0.0003,53000,,,0.000,110136.3,5s2.5p3,4S*,3/2,5s2.5p2.(1D).5d,2P,3/2,,,L15043,
91.9510,0.0011,91.95226,0.00017,61000,,,12421.854,121173.94,5s2.5p3,2D*,5/2,5s2.5p2.(3P).7s,2P,3/2,,,L15043,
92.3825,0.0011,92.3825,0.0011,41000,,,12421.854,120667.5,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6d,4F,7/2,,,L15043,
92.7743,0.0011,92.77588,0.00017,64000,,,10222.385,118009.02,5s2.5p3,2D*,3/2,5s2.5p2.(3P).7s,2P,1/2,,,L15043,
92.9918,0.0011,92.9922,0.0008,34000,,,20546.591,128082.5,5s2.5p3,2P*,1/2,5s2.5p2.(3P).6d,2P,1/2,,,L15043,
93.0042,0.0011,93.0044,0.0004,70000,,,0.000,107521.8,5s2.5p3,4S*,3/2,5s2.5p2.(1D).5d,2P,1/2,,,L15043,
93.4848,0.0011,93.48416,0.00017,33000,,,10222.385,117192.38,5s2.5p3,2D*,3/2,5s.(2S).5p4.(3P),2P,1/2,,,L15043,
93.7960,0.0011,93.79550,0.00018,40000,,,10222.385,116837.31,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6d,4P,5/2,,,L15043,
94.262,0.004,,,250000,,,,,,,,,,,,,L3546,
94.3413,0.0011,94.3407,0.0007,35000,,,12421.854,118420.6,5s2.5p3,2D*,5/2,5s2.5p2.(1S).5d,2D,5/2,,,L15043,
94.3629,0.0011,94.36609,0.00018,23000,,,20546.591,126516.86,5s2.5p3,2P*,1/2,5s2.5p2.(3P).6d,2D,3/2,,,L15043,
94.4255,0.0011,94.4255,0.0005,25000,,,12421.854,118325.5,5s2.5p3,2D*,5/2,5s2.5p2.(1S).5d,2D,3/2,,,L15043,
94.5559,0.0011,94.5563,0.0008,33000,,,24032.095,129789.2,5s2.5p3,2P*,3/2,5s2.5p2.(1D).7s,2D,3/2,,,L15043,
94.8056,0.0011,94.80634,0.00018,54000,,,10222.385,115700.56,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6d,2P,3/2,,,L15043,
95.3109,0.0011,95.31267,0.00018,48000,,,12421.854,117339.70,5s2.5p3,2D*,5/2,5s2.5p2.(3P).7s,4P,3/2,,,L15043,
95.3818,0.0011,95.38147,0.00018,53000,,,12421.854,117264.02,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6d,4F,3/2,,,L15043,
96.1077,0.0011,96.1073,0.0008,34000,,,24032.095,128082.5,5s2.5p3,2P*,3/2,5s2.5p2.(3P).6d,2P,1/2,,,L15043,
96.5824,0.0011,96.58525,0.00019,30000,,,20546.591,124082.07,5s2.5p3,2P*,1/2,5s.(2S).5p4.(3P),2P,3/2,,,L15043,
96.8251,0.0011,96.82538,0.00019,46000,,,12421.854,115700.56,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6d,2P,3/2,,,L15043,
97.3668,0.0011,97.3677,0.0004,120000,,,0.000,102703.5,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,2D,5/2,,,L15043,
97.4628,0.0011,97.46442,0.00019,64000,,,10222.385,112823.93,5s2.5p3,2D*,3/2,5s2.5p2.(3P).7s,4P,1/2,,,L15043,
97.5716,0.0011,97.57548,0.00019,27000,,,24032.095,126516.86,5s2.5p3,2P*,3/2,5s2.5p2.(3P).6d,2D,3/2,,,L15043,
97.8049,0.0011,97.80468,0.00019,45000,,,0.000,102244.60,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,2D,3/2,,,L15043,
97.9161,0.0011,97.91709,0.00019,92000,,,0.000,102127.22,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,4P,1/2,,,L15043,
98.3929,0.0011,98.3925,0.0005,130000,,,10222.385,111856.1,5s2.5p3,2D*,3/2,5s2.5p2.(1D).5d,2D,3/2,,,L15043,
98.8710,0.0011,98.8703,0.0006,110000,,,12421.854,113564.5,5s2.5p3,2D*,5/2,5s2.5p2.(1D).5d,2D,5/2,,,L15043,
98.9423,0.0011,98.94586,0.00020,120000,,,0.000,101065.37,5s2.5p3,4S*,3/2,5s2.5p2.(1D).5d,2S,1/2,,,L15043,
99.2651,0.0011,99.26470,0.00020,120000,,,0.000,100740.75,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,4P,3/2,,,L15043,
99.3891,0.0011,99.38946,0.00020,66000,,,24032.095,124646.39,5s2.5p3,2P*,3/2,5s2.5p2.(3P).6d,4D,5/2,,,L15043,
99.9479,0.0011,99.95005,0.00020,59000,,,24032.095,124082.07,5s2.5p3,2P*,3/2,5s.(2S).5p4.(3P),2P,3/2,,,L15043,
100.3760,0.0011,100.37604,0.00020,89000,,,24032.095,123657.46,5s2.5p3,2P*,3/2,5s.(2S).5p4.(1S),2S,1/2,,,L15043,
100.7766,0.0011,100.77630,0.00020,150000,,,0.000,99229.68,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,4P,5/2,,,L15043,
101.4223,0.0011,101.4229,0.0005,140000,,,10222.385,108819.4,5s2.5p3,2D*,3/2,5s2.5p2.(1D).5d,2F,5/2,,,L15043,
102.2713,0.0011,102.2715,0.0006,140000,,,20546.591,118325.5,5s2.5p3,2P*,1/2,5s2.5p2.(1S).5d,2D,3/2,,,L15043,
102.3397,0.0011,102.3390,0.0004,180000,,,12421.854,110136.3,5s2.5p3,2D*,5/2,5s2.5p2.(1D).5d,2P,3/2,,,L15043,
102.5782,0.0011,102.57795,0.00021,91000,,,24032.095,121518.93,5s2.5p3,2P*,3/2,5s2.5p2.(3P).6d,4D,3/2,,,L15043,
103.4696,0.0011,103.47062,0.00021,110000,,,20546.591,117192.38,5s2.5p3,2P*,1/2,5s.(2S).5p4.(3P),2P,1/2,,,L15043,
103.7370,0.0011,103.7371,0.0005,100000,,,12421.854,108819.4,5s2.5p3,2D*,5/2,5s2.5p2.(1D).5d,2F,5/2,,,L15043,
105.0915,0.0011,105.09283,0.00022,42000,,,20546.591,115700.56,5s2.5p3,2P*,1/2,5s2.5p2.(3P).6d,2P,3/2,,,L15043,
105.4185,0.0011,105.41781,0.00022,84000,,,0.000,94860.63,5s2.5p3,4S*,3/2,5s2.5p2.(1D).6s,2D,5/2,,,L15043,
105.4602,0.0011,105.4602,0.0011,150000,,,12421.854,107244.4,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,2F,7/2,,,L15043,
105.700,0.007,,,150000,,,,,,,,,,,,,L3546,
105.9447,0.0011,105.9451,0.0009,340000bl,,,24032.095,118420.6,5s2.5p3,2P*,3/2,5s2.5p2.(1S).5d,2D,5/2,,,L15043,
106.887,0.007,,,160000,,,,,,,,,,,,,L3546,
107.2590,0.0011,107.25940,0.00023,110000,,,24032.095,117264.02,5s2.5p3,2P*,3/2,5s2.5p2.(3P).6d,4F,3/2,,,L15043,
107.7663,0.0011,107.76649,0.00023,180000,,,0.000,92793.22,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,4D,5/2,,,L15043,
108.1295,0.0011,108.1302,0.0005,90000,,,10222.385,102703.5,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,2D,5/2,,,L15043,
109.011,0.004,,,490000,,,,,,,,,,,,,L3546,
109.0877,0.0011,109.08877,0.00024,53000,,,24032.095,115700.56,5s2.5p3,2P*,3/2,5s2.5p2.(3P).6d,2P,3/2,,,L15043,
109.5170,0.0011,109.5176,0.0006,73000,,,20546.591,111856.1,5s2.5p3,2P*,1/2,5s2.5p2.(1D).5d,2D,3/2,,,L15043,
110.4740,0.0011,110.47482,0.00024,93000,,,10222.385,100740.75,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,4P,3/2,,,L15043,
110.7654,0.0011,110.7645,0.0005,53000,,,12421.854,102703.5,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,2D,5/2,,,L15043,
111.3302,0.0011,111.33038,0.00025,68000,,,12421.854,102244.60,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,2D,3/2,,,L15043,
111.6909,0.0011,111.6914,0.0007,99000,,,24032.095,113564.5,5s2.5p3,2P*,3/2,5s2.5p2.(1D).5d,2D,5/2,,,L15043,
112.4097,0.0011,112.4087,0.0003,100000,,,0.000,88961.09,5s2.5p3,4S*,3/2,5s2.5p2.(3P).6s,2P,3/2,,,L15043,
112.6159,0.0011,112.6175,0.0003,47000,,,0.000,88796.16,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,2P,1/2,,,L15043,
113.0457,0.0011,113.0465,0.0008,35000,,,20546.591,109005.8,5s2.5p3,2P*,1/2,5s2.5p2.(1S).6s,2S,1/2,,,L15043,
113.1044,0.0011,113.1043,0.0012,81000,,,12421.854,100835.8,5s2.5p3,2D*,5/2,5s2.5p2.(1D).5d,2G,7/2,,,L15043,
113.8644,0.0011,113.8641,0.0006,34000,,,24032.095,111856.1,5s2.5p3,2P*,3/2,5s2.5p2.(1D).5d,2D,3/2,,,L15043,
114.4099,0.0011,114.4105,0.0003,47000,,,0.000,87404.54,5s2.5p3,4S*,3/2,5s.(2S).5p4.(1D),2D,5/2,,,L15043,
115.2588,0.0011,115.2606,0.0003,57000,,,0.000,86759.90,5s2.5p3,4S*,3/2,5s.(2S).5p4.(1D),2D,3/2,,,L15043,
116.1377,0.0011,116.1383,0.0005,53000bl,,,24032.095,110136.3,5s2.5p3,2P*,3/2,5s2.5p2.(1D).5d,2P,3/2,,,L15043,
116.8333,0.0011,116.8336,0.0003,110000,,,0.000,85591.83,5s2.5p3,4S*,3/2,5s2.5p2.(3P).6s,4P,5/2,,,L15043,
117.4281,0.0011,117.4265,0.0003,43000,,,0.000,85159.66,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,4F,3/2,,,L15043,
117.5789,0.0011,117.5787,0.0003,69000,,,0.000,85049.41,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,4F,5/2,,,L15043,
117.6671,0.0011,117.6665,0.0003,45000,,,10222.385,95208.37,5s2.5p3,2D*,3/2,5s2.5p2.(1D).6s,2D,3/2,,,L15043,
117.6842,0.0011,117.6835,0.0008,28000,,,24032.095,109005.8,5s2.5p3,2P*,3/2,5s2.5p2.(1S).6s,2S,1/2,,,L15043,
117.9425,0.0011,117.9422,0.0007,37000,,,24032.095,108819.4,5s2.5p3,2P*,3/2,5s2.5p2.(1D).5d,2F,5/2,,,L15043,
118.1511,0.0011,118.1499,0.0003,30000,,,10222.385,94860.63,5s2.5p3,2D*,3/2,5s2.5p2.(1D).6s,2D,5/2,,,L15043,
118.8880,0.0011,118.8880,0.0011,57000,,,12421.854,96534.6,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,4D,7/2,,,L15043,
119.6499,0.0011,119.6496,0.0003,32000,,,0.000,83577.41,5s2.5p3,4S*,3/2,5s2.5p2.(3P).6s,2P,1/2,,,L15043,
119.7761,0.0011,119.7752,0.0007,34000,,,24032.095,107521.8,5s2.5p3,2P*,3/2,5s2.5p2.(1D).5d,2P,1/2,,,L15043,
120.7953,0.0011,120.7926,0.0003,24000,,,12421.854,95208.37,5s2.5p3,2D*,5/2,5s2.5p2.(1D).6s,2D,3/2,,,L15043,
120.8564,0.0011,120.8557,0.0003,68000,,,0.000,82743.33,5s2.5p3,4S*,3/2,5s2.5p2.(3P).6s,4P,3/2,,,L15043,
121.1082,0.0011,121.1081,0.0003,40000,,,10222.385,92793.22,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,4D,5/2,,,L15043,
121.2583,0.0011,121.2575,0.0003,31000,,,10222.385,92691.51,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,4D,1/2,,,L15043,
121.3046,0.0011,121.3021,0.0003,52000,,,12421.854,94860.63,5s2.5p3,2D*,5/2,5s2.5p2.(1D).6s,2D,5/2,,,L15043,
121.9969,0.0011,121.9972,0.0003,34000,,,10222.385,92191.47,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,4D,3/2,,,L15043,
122.1067,0.0011,122.1069,0.0003,51000,,,0.000,81895.43,5s2.5p3,4S*,3/2,5s2.5p2.(3P).5d,2P,3/2,,,L15043,
122.4029,0.0011,122.4020,0.0003,33000,,,20546.591,102244.60,5s2.5p3,2P*,1/2,5s2.5p2.(3P).5d,2D,3/2,,,L15043,
122.5774,0.0011,122.5781,0.0003,18000,,,20546.591,102127.22,5s2.5p3,2P*,1/2,5s2.5p2.(3P).5d,4P,1/2,,,L15043,
124.4211,0.0011,124.4224,0.0003,37000,,,12421.854,92793.22,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,4D,5/2,,,L15043,
124.6975,0.0011,124.6974,0.0003,23000,,,20546.591,100740.75,5s2.5p3,2P*,1/2,5s2.5p2.(3P).5d,4P,3/2,,,L15043,
125.3620,0.0011,125.3610,0.0003,41000,,,12421.854,92191.47,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,4D,3/2,,,L15043,
127.0024,0.0011,127.0023,0.0003,31000,,,10222.385,88961.09,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6s,2P,3/2,,,L15043,
127.0593,0.0011,127.0609,0.0003,32000,,,10222.385,88924.81,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,2F,5/2,,,L15043,
127.1113,0.0011,127.1110,0.0006,18000,,,24032.095,102703.5,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,2D,5/2,,,L15043,
127.2689,0.0011,127.2689,0.0003,30000,,,10222.385,88796.16,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,2P,1/2,,,L15043,
127.4738,0.0011,127.4726,0.0003,59000,,,0.000,78448.22,5s2.5p3,4S*,3/2,5s2.5p2.(3P).6s,4P,1/2,,,L15043,
127.8571,0.0011,127.8568,0.0003,15000,,,24032.095,102244.60,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,2D,3/2,,,L15043,
128.0457,0.0011,128.0490,0.0003,24000,,,24032.095,102127.22,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,4P,1/2,,,L15043,
129.5639,0.0011,129.5636,0.0003,24000,,,10222.385,87404.54,5s2.5p3,2D*,3/2,5s.(2S).5p4.(1D),2D,5/2,,,L15043,
129.8069,0.0011,129.8140,0.0003,69000bl,,,24032.095,101065.37,5s2.5p3,2P*,3/2,5s2.5p2.(1D).5d,2S,1/2,,,L15043,
130.3648,0.0011,130.3634,0.0003,13000,,,24032.095,100740.75,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,4P,3/2,,,L15043,
130.6523,0.0011,130.6519,0.0003,33000*,,,12421.854,88961.09,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6s,2P,3/2,,,L15043,
130.6523,0.0011,130.6549,0.0003,33000*,,,10222.385,86759.90,5s2.5p3,2D*,3/2,5s.(2S).5p4.(1D),2D,3/2,,,L15043,
130.7130,0.0011,130.7139,0.0003,21000,,,12421.854,88924.81,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,2F,5/2,,,L15043,
131.0609,0.0011,131.0601,0.0003,38000,,,0.000,76300.87,5s2.5p3,4S*,3/2,5s.(2S).5p4.(3P),4P,1/2,,,L15043,
132.4914,0.0011,132.4889,0.0004,26000,,,12421.854,87899.86,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,4F,7/2,,,L15043,
132.9828,0.0011,132.9830,0.0004,9400,,,24032.095,99229.68,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,4P,5/2,,,L15043,
133.4472,0.0011,133.4449,0.0004,26000,,,10222.385,85159.66,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,4F,3/2,,,L15043,
133.6427,0.0011,133.6416,0.0004,28000,,,10222.385,85049.41,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,4F,5/2,,,L15043,
134.5207,0.0011,134.5206,0.0004,35000,,,12421.854,86759.90,5s2.5p3,2D*,5/2,5s.(2S).5p4.(1D),2D,3/2,,,L15043,
136.3234,0.0011,136.3233,0.0004,30000,,,10222.385,83577.41,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6s,2P,1/2,,,L15043,
136.6680,0.0011,136.6681,0.0004,30000,,,12421.854,85591.83,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6s,4P,5/2,,,L15043,
137.4812,0.0011,137.4801,0.0004,28000,,,12421.854,85159.66,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,4F,3/2,,,L15043,
137.6898,0.0011,137.6888,0.0004,12000,,,12421.854,85049.41,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,4F,5/2,,,L15043,
137.8930,0.0011,137.8912,0.0004,14000,,,10222.385,82743.33,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6s,4P,3/2,,,L15043,
138.6115,0.0011,138.6099,0.0004,16000,,,20546.591,92691.51,5s2.5p3,2P*,1/2,5s2.5p2.(3P).5d,4D,1/2,,,L15043,
139.5235,0.0011,139.5225,0.0004,19000,,,10222.385,81895.43,5s2.5p3,2D*,3/2,5s2.5p2.(3P).5d,2P,3/2,,,L15043,
139.5784,0.0011,139.5773,0.0004,13000,,,20546.591,92191.47,5s2.5p3,2P*,1/2,5s2.5p2.(3P).5d,4D,3/2,,,L15043,
140.4662,0.0011,140.464183,0.000014,24000,,,0.000,71192.526,5s2.5p3,4S*,3/2,5s.(2S).5p4.(3P),4P,5/2,,,L15043,
140.4984,0.0011,140.4963,0.0004,17000,,,24032.095,95208.37,5s2.5p3,2P*,3/2,5s2.5p2.(1D).6s,2D,3/2,,,L15043,
142.2069,0.0011,142.2041,0.0004,7700,,,12421.854,82743.33,5s2.5p3,2D*,5/2,5s2.5p2.(3P).6s,4P,3/2,,,L15043,
143.9406,0.0011,143.9396,0.0004,31000,,,12421.854,81895.43,5s2.5p3,2D*,5/2,5s2.5p2.(3P).5d,2P,3/2,,,L15043,
146.1663,0.0011,146.1678,0.0004,12000,,,20546.591,88961.09,5s2.5p3,2P*,1/2,5s2.5p2.(3P).6s,2P,3/2,,,L15043,
146.5206,0.0011,146.5211,0.0004,12000,,,20546.591,88796.16,5s2.5p3,2P*,1/2,5s2.5p2.(3P).5d,2P,1/2,,,L15043,
146.5715,0.0011,146.5720,0.0004,10000,,,10222.385,78448.22,5s2.5p3,2D*,3/2,5s2.5p2.(3P).6s,4P,1/2,,,L15043,
146.7147,0.0011,146.7150,0.0004,4200,,,24032.095,92191.47,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,4D,3/2,,,L15043,
148.956,0.007,,,10000,,,,,,,,,,,,,L3546,
151.3354,0.0011,151.3352,0.0005,4600,,,10222.385,76300.87,5s2.5p3,2D*,3/2,5s.(2S).5p4.(3P),4P,1/2,,,L15043,
154.0137,0.0011,154.0144,0.0005,4600,,,24032.095,88961.09,5s2.5p3,2P*,3/2,5s2.5p2.(3P).6s,2P,3/2,,,L15043,
154.4061,0.0011,154.4066,0.0005,2000,,,24032.095,88796.16,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,2P,1/2,,,L15043,
154.6279,0.0011,154.6288,0.0005,3900,,,10222.385,74893.40,5s2.5p3,2D*,3/2,5s.(2S).5p4.(3P),4P,3/2,,,L15043,
154.7712,0.0011,154.7675,0.0005,2200,,,20546.591,85159.66,5s2.5p3,2P*,1/2,5s2.5p2.(3P).5d,4F,3/2,,,L15043,
158.6496,0.0011,158.6525,0.0005,3800,,,20546.591,83577.41,5s2.5p3,2P*,1/2,5s2.5p2.(3P).6s,2P,1/2,,,L15043,
159.4179,0.0011,159.4189,0.0005,2700,,,24032.095,86759.90,5s2.5p3,2P*,3/2,5s.(2S).5p4.(1D),2D,3/2,,,L15043,
160.0748,0.0011,160.0729,0.0005,5000,,,12421.854,74893.40,5s2.5p3,2D*,5/2,5s.(2S).5p4.(3P),4P,3/2,,,L15043,
160.7839,0.0011,160.7801,0.0005,4300,,,20546.591,82743.33,5s2.5p3,2P*,1/2,5s2.5p2.(3P).6s,4P,3/2,,,L15043,
160.841,0.007,,,5100,,,,,,,,,,,,,L3546,
161.315,0.007,,,5000,,,,,,,,,,,,,L3546,
163.0032,0.0011,163.0023,0.0005,2400,,,20546.591,81895.43,5s2.5p3,2P*,1/2,5s2.5p2.(3P).5d,2P,3/2,,,L15043,
163.5928,0.0011,163.5923,0.0005,2300,,,24032.095,85159.66,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,4F,3/2,,,L15043,
163.8928,0.0011,163.8879,0.0005,5300,,,24032.095,85049.41,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,4F,5/2,,,L15043,
164.0143,0.0011,164.014710,0.000022,2900,,,10222.385,71192.526,5s2.5p3,2D*,3/2,5s.(2S).5p4.(3P),4P,5/2,,,L15043,
170.1537,0.0011,170.152895,0.000023,3700,,,12421.854,71192.526,5s2.5p3,2D*,5/2,5s.(2S).5p4.(3P),4P,5/2,,,L15043,
172.7056,0.0011,172.7067,0.0006,1200,,,20546.591,78448.22,5s2.5p3,2P*,1/2,5s2.5p2.(3P).6s,4P,1/2,,,L15043,
172.8193,0.0011,172.8210,0.0006,1400,,,24032.095,81895.43,5s2.5p3,2P*,3/2,5s2.5p2.(3P).5d,2P,3/2,,,L15043,
