obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
299.173,299.1751+,3*,,,113512.36,146927.86,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6925,
300.398,300.3973+,40,,,106906.12,140185.67,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(3P<2>).4f,2[1]*,1/2,,,L6925,
300.597,300.5858+,1-,,,106475.21,139733.89,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).7p,2[3]*,7/2,,,L6925,
300.697,300.6982+,2,,,105947.55,139193.80,5s2.5p4.(3P<2>).5d,2[0],1/2,5s2.5p4.(3P<2>).7p,2[1]*,3/2,,,L6925,
300.903,300.9135+,0bl,,,113705.40,146927.86,5s2.5p4.(3P<2>).6p,2[3]*,7/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6991,
301.382,301.3824+,2h^,,,106475.21,139645.98,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).7p,2[3]*,5/2,,,L6925,
301.552,301.5624+,20h,,,124070.06,157221.03,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(1D<2>).4f,2[3]*,5/2,,,L6925,
301.743,301.7472+,100h,,,124301.96,157432.63,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[4]*,7/2,,,L6925,
301.978,301.9770+,2h,,,106906.12,140011.58,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(3P<2>).7p,2[1]*,1/2,,,L6925,
302.210,302.218+,2H,,,124289.45,157368.5,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).8s,2[1],1/2,,,L6925,
302.727,302.7288+,3,,,106475.21,139498.46,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
302.763,302.7613+,2h,,,116783.09,149802.80,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).7s,2[2],3/2,,,L6925,
303.371,303.3710+,10,,,107381.74,140335.09,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
303.680,303.6869+,30h,,,124301.96,157221.03,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[3]*,5/2,,,L6925,
303.735,303.7323+,,,,116783.09,149697.24,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).7s,2[2],5/2,,,L6925,
304.475,304.4764+,10,,,96033.48,128867.20,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
304.525,304.5271+,30,,,107381.74,140209.99,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
304.627,304.6220+,25,,,114751.08,147569.10,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(3P<0>).4f,2[3]*,7/2,,,L6925,
304.756,304.7529+,0,,,107381.74,140185.67,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[1]*,1/2,,,L6991,
304.776,304.767+,8H,,,124289.45,157091.9,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).8s,2[1],3/2,,,L6925,
304.783,304.7838+,0,,,124301.96,157102.56,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[3]*,7/2,,,L6004,
304.817,304.813+,5,,,124571.09,157368.5,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).8s,2[1],1/2,,,L6925,
304.850,304.8528+,3h^,,,113512.36,146305.54,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<1>).6d,2[2],5/2,,,L6925,
305.098,305.0998+,3,,,114751.08,147517.71,5s2.5p4.(3P<1>).5d,2[3],5/2,5s2.5p4.(3P<0>).4f,2[3]*,5/2,,,L6925,
305.550,305.5478+,1,,,106475.21,139193.80,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).7p,2[1]*,3/2,,,L6991,
305.649,305.6526+,20,,,106475.21,139182.58,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
306.154,306.1562+,12,,,106475.21,139128.78,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L6925,
306.372,306.3789+,0,,,107381.74,140011.58,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<2>).7p,2[1]*,1/2,,,L7270,
306.660,306.6580+,1h,,,113705.40,146305.54,5s2.5p4.(3P<2>).6p,2[3]*,7/2,5s2.5p4.(3P<1>).6d,2[2],5/2,,,L6925,
306.730,306.7277+,30*,,,111792.17,144384.90,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<0>).6d,2[2],5/2,,,L6925,
306.730,306.7314+,30*,,,106906.12,139498.46,5s2.5p4.(3P<1>).6s,2[1],1/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
307.317,307.3187+,2h,,,106475.21,139005.27,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[3]*,7/2,,,L6925,
308.262,308.2613+,20,,,107904.50,140335.09,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
308.287,308.2861+,2,,,113512.36,145940.34,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
308.512,308.5115+,1-*,,,121179.80,153584.09,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(1D<2>).6d,2[1],3/2,,,L6925,
308.512,308.5181+,1-*,,,121628.82,154032.42,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).6d,2[2],5/2,,,L6925,
308.734,308.7356+,1-,,,90873.83,123254.60,5s.5p6,2S,1/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
309.047,309.0485+,1,,,111792.17,144140.16,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L6925,
309.241,309.2414+,15,,,108007.28,140335.09,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
309.453,309.4551+,30h,,,107904.50,140209.99,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
309.690,309.6882+,8,,,107904.50,140185.67,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[1]*,1/2,,,L6925,
309.821,309.8199+,2,,,113672.89,145940.34,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
309.850,309.8507+,1,,,107381.74,139645.98,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<2>).7p,2[3]*,5/2,,,L6925,
310.151,310.1600+,50h,,,124070.06,156302.13,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(1D<2>).4f,2[2]*,3/2,,,L6925,
310.440,310.4428+,70h,,,108007.28,140209.99,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
310.654,310.6496+,0bl,,,111958.89,144140.16,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L7270,
310.782,310.7996+,20Hl,,,124070.06,156235.80,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(1D<2>).4f,2[2]*,5/2,,,L6925,
311.274,311.2740+,20,,,107381.74,139498.46,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
311.678,311.6765+,2h,,,113512.36,145587.61,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<1>).6d,2[3],7/2,,,L6925,
312.187,312.1879+,250,,,108007.28,140029.99,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
312.402,312.4078+,12h,,,124301.96,156302.13,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[2]*,3/2,,,L6925,
312.840,312.8309+,1H*,,,121628.82,153585.71,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).6d,2[3],5/2,,,L6925,
312.840,312.8467+,1H*,,,121628.82,153584.09,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).6d,2[1],3/2,,,L6925,
313.040,313.0567+,3H,,,124301.96,156235.80,5s2.5p4.(1D<2>).5d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[2]*,5/2,,,L6925,
314.254,314.2552+,0,,,107381.74,139193.80,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<2>).7p,2[1]*,3/2,,,L6991,
314.362,314.3660+,6,,,107381.74,139182.58,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
314.502,314.5037+,4h,,,108423.07,140209.99,5s2.5p4.(3P<1>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
314.899,314.8988+,5,,,107381.74,139128.78,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L6925,
315.097,315.1016+,3,,,108007.28,139733.89,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<2>).7p,2[3]*,7/2,,,L6991,
315.975,315.9771+,4h,,,108007.28,139645.98,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<2>).7p,2[3]*,5/2,,,L6925,
316.293,316.2949+,25,,,108423.07,140029.99,5s2.5p4.(3P<1>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
316.423,316.4246+,6,,,107904.50,139498.46,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
316.527,316.5277+,6,,,101157.48,132741.15,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
316.867,316.8672+,3h,,,113672.89,145222.72,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).6d,2[1],1/2,,,L6925,
317.459,317.4574+,1,,,108007.28,139498.46,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
317.564,317.5645+,80,,,108423.07,139903.63,5s2.5p4.(3P<1>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[5]*,9/2,,,L6925,
318.139,318.1386+,3h,,,109563.14,140986.89,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).7p,2[2]*,3/2,,,L6925,
318.435,318.4467+,10h,,,124070.06,155463.41,5s2.5p4.(1D<2>).5d,2[1],3/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L6925,
319.375,319.3751+,1h,,,116783.09,148085.19,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
319.485,319.490+,0*,,,130063.96,161354.8,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(3P<1>).5g,2[4],9/2,,,L6991,
319.485,319.4966+,0*,,,130063.96,161354.15,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(3P<1>).5g,2[4],7/2,,,L6991,
319.622,319.6203+,25,,,107904.50,139182.58,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
320.168,320.1711+,3h,,,107904.50,139128.78,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L6925,
320.204,320.2046+,10,,,93068.44,124289.45,5s2.5p4.(3P<2>).6s,2[2],5/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
320.672,320.6741+,1-^,,,108007.28,139182.58,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
321.159,321.1590+,1H,,,123254.60,154382.83,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).6d,2[1],1/2,,,L6925,
321.229,321.2285+,5h,,,108007.28,139128.78,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L6925,
322.508,322.5084+,15,,,108007.28,139005.27,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[3]*,7/2,,,L6925,
323.323,323.3232+,1,,,123112.54,154032.42,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(1D<2>).6d,2[2],5/2,,,L6925,
324.774,324.7790+,6Hl,,,116783.09,147564.38,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).8s,2[2],3/2,,,L6925,
324.883,324.8776+,1-^,,,109563.14,140335.09,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
324.935,324.9371+,1-^,,,101157.48,131923.79,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
325.004,325.0090+,2h,,,108423.07,139182.58,5s2.5p4.(3P<1>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
325.056,325.0567+,25,,,90873.83,121628.82,5s.5p6,2S,1/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
325.936,325.9353+,12,,,101535.67,132207.76,5s2.5p4.(3P<2>).5d,2[4],7/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
326.073,326.0748+,2,,,99404.99,130063.96,5s2.5p4.(3P<2>).5d,2[4],9/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6925,
326.202,326.2038+,4h,,,109563.14,140209.99,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
326.403,326.4067+,0,,,113512.36,144140.16,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L6991,
326.734,326.7335+,3h,,,119085.49,149682.65,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<1>).4f,2[3]*,7/2,,,L6925,
326.808,326.8104+,1h^,,,111792.17,142382.13,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
327.291,327.2936+,60,,,108423.07,138967.87,5s2.5p4.(3P<1>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[4]*,9/2,,,L6925,
327.480,327.4797+,2H^,,,116783.09,147310.54,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).8s,2[2],5/2,,,L6925,
328.126,328.1265+,12h*,,,113672.89,144140.16,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L6925,
328.126,328.1311+,12h*,,,109563.14,140029.99,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
329.620,329.6172+,1h,,,123254.60,153584.09,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).6d,2[1],3/2,,,L6925,
329.872,329.8730+,6,,,90873.83,121179.80,5s.5p6,2S,1/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
331.085,331.0863+,1h,,,119085.49,149280.40,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<1>).4f,2[4]*,7/2,,,L6925,
331.180,331.1823+,2,,,93068.44,123254.60,5s2.5p4.(3P<2>).6s,2[2],5/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
331.348,331.3515+,2h,,,109563.14,139733.89,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).7p,2[3]*,7/2,,,L6925,
331.639,331.6371+,6h,,,116783.09,146927.86,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6925,
332.057,332.0619+,1h,,,119085.49,149191.69,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(1S<0>).6p,2[1]*,3/2,,,L6925,
332.746,332.7483+,15,,,93068.44,123112.54,5s2.5p4.(3P<2>).6s,2[2],5/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
333.880,333.8821+,4h,,,102799.07,132741.15,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
333.949,333.9575+,3,,,109563.14,139498.46,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
334.727,334.7292+,3H,,,119085.49,148951.80,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<1>).4f,2[2]*,5/2,,,L6925,
335.344,335.3419+,1h^,,,124571.09,154382.83,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(1D<2>).6d,2[1],1/2,,,L6925,
336.672,336.6747+,300h,,,127527.30,157221.03,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(1D<2>).4f,2[3]*,5/2,,,L6925,
337.392,337.3914+,2h,,,109563.14,139193.80,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).7p,2[1]*,3/2,,,L6925,
337.516,337.5192+,3h,,,109563.14,139182.58,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
338.134,338.1334+,1h^,,,109563.14,139128.78,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L6925,
338.413,338.4150+,40h,,,90873.83,120414.87,5s.5p6,2S,1/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
338.630,338.6281+,2h,,,116783.09,146305.54,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[2],5/2,,,L6925,
338.805,338.8087+,2,,,95064.38,124571.09,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
339.550,339.5519+,3,,,109563.14,139005.27,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).4f,2[3]*,7/2,,,L6925,
339.937,339.9380+,1,,,102799.07,132207.76,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
341.258,341.2615+,1H-,,,124289.45,153584.09,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).6d,2[1],3/2,,,L6925,
341.320,341.3201+,6H,,,119085.49,148375.10,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<1>).4f,2[2]*,3/2,,,L6925,
341.704,341.7004+,1-,,,113672.89,142929.90,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).7s,2[1],1/2,,,L6925,
342.073,342.0739+,40,,,95064.38,124289.45,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
343.249,343.2525+,1,,,102799.07,131923.79,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
343.648,343.6475+,1-,,,111792.17,140883.42,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<0>).7s,2[0],1/2,,,L6925,
344.634,344.6322+,25h,,,111326.96,140335.09,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
346.008,346.0090+,8,,,95396.74,124289.45,5s2.5p4.(3P<2>).5d,2[2],5/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
346.126,346.1249+,100h,,,111326.96,140209.99,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
346.281,346.2839+,1-,,,113512.36,142382.13,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
346.417,346.4166+,1h,,,111326.96,140185.67,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[1]*,1/2,,,L6925,
346.768,346.7677+,1-,,,120853.16,149682.65,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<1>).4f,2[3]*,7/2,,,L6925,
347.423,347.4265+,20h,,,127527.30,156302.13,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(1D<2>).4f,2[2]*,3/2,,,L6925,
348.221,348.2292+,2h,,,127527.30,156235.80,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(1D<2>).4f,2[2]*,5/2,,,L6925,
348.523,348.5191+,1h,,,111326.96,140011.58,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<2>).7p,2[1]*,1/2,,,L6925,
350.036,350.0353+,30,,,93068.44,121628.82,5s2.5p4.(3P<2>).6s,2[2],5/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
350.315,350.3146+,15,,,96033.48,124571.09,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
350.425,350.4290+,1,,,101535.67,130063.96,5s2.5p4.(3P<2>).5d,2[4],7/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6925,
350.656,350.6554+,15,,,101157.48,129667.35,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
350.888,350.8866+,20,,,104250.06,132741.15,5s2.5p4.(3P<1>).5d,2[1],1/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
350.978,350.9787+,,,,119085.49,147569.10,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<0>).4f,2[3]*,7/2,,,L6925,
351.357,351.3611+,1,,,127010.80,155463.41,5s2.5p4.(1D<2>).5d,2[1],1/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L6925,
351.671,351.6747+,2,,,120853.16,149280.40,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<1>).4f,2[4]*,7/2,,,L6991,
352.153,352.1556+,2,,,123112.54,151500.96,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).5g,2[3],5/2,,,L6991,
353.021,353.0187+,3H,,,111326.96,139645.98,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<2>).7p,2[3]*,5/2,,,L6925,
353.461,353.4651+,1h^,,,112703.64,140986.89,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).7p,2[2]*,3/2,,,L6925,
353.808,353.8064+,2,,,96033.48,124289.45,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
353.941,353.9268+,0,,,123254.60,151500.96,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).5g,2[3],5/2,,,L6991,
354.629,354.6316+,1h,,,95064.38,123254.60,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
354.869,354.8673+,2h,,,111326.96,139498.46,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[2]*,3/2,,,L6925,
355.788,355.7875+,2bl,,,120853.16,148951.80,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<1>).4f,2[2]*,5/2,,,L6991,
356.175,356.1706+,1-^,,,121628.82,149697.24,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).7s,2[2],5/2,,,L6925,
356.250,356.2514+,1-^,,,112924.84,140986.89,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).7p,2[2]*,3/2,,,L6925,
356.430,356.4278+,20,,,95064.38,123112.54,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
357.858,357.8575+,2,,,127527.30,155463.41,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L6925,
358.862,358.8627+,6h,,,95396.74,123254.60,5s2.5p4.(3P<2>).5d,2[2],5/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
358.902,358.8916+,2bl,,,111326.96,139182.58,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6991,
358.988,358.9864+,1H,,,111792.17,139640.43,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6925,
360.483,360.4819+,3h,,,120853.16,148585.89,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<1>).4f,2[4]*,9/2,,,L6925,
360.741,360.7398+,8,,,96858.18,124571.09,5s2.5p4.(3P<2>).5d,2[1],1/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
361.152,361.1486+,1h,,,111958.89,139640.43,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6925,
361.237,361.2356+,20,,,95437.67,123112.54,5s2.5p4.(3P<2>).5d,2[3],7/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
361.794,361.8033+,1,,,112703.64,140335.09,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6991,
362.198,362.1918+,3h,,,116783.09,144384.90,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<0>).6d,2[2],5/2,,,L6925,
363.448,363.4488+,1-,,,112703.64,140209.99,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
364.443,364.4436+,5,,,96858.18,124289.45,5s2.5p4.(3P<2>).5d,2[1],1/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
364.491,364.4895+,5,,,105313.33,132741.15,5s2.5p4.(3P<2>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
