obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
441.484,441.475+,300*,,,130063.96,152708.92,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(1D<2>).6d,2[4],7/2,,,L6925,
441.484,441.482+,300*,1.0e+08,,109563.14,132207.76,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,T8043,L6925,
441.607,441.603+,150H,,,124289.45,146927.86,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[3],5/2,,,L6925,
442.752,442.757+,2h,,,128867.20,151446.61,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(3P<2>).5g,2[4],7/2,,,L6925,
444.095,444.096+,50H,,,121628.82,144140.16,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L6925,
444.813,444.813+,500H,,,123112.54,145587.61,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<1>).6d,2[3],7/2,,,L6925,
445.132,445.130+,1H,,,131923.79,154382.83,5s2.5p4.(1D<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).6d,2[1],1/2,,,L6925,
446.219,446.219+,1000,,,113705.40,136109.65,5s2.5p4.(3P<2>).6p,2[3]*,7/2,5s2.5p4.(3P<2>).6d,2[4],9/2,,,L6925,
446.460,446.463+,1^,,,106475.21,128867.20,5s2.5p4.(3P<2>).5d,2[3],5/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
446.577,446.564+,,,,138967.87,161354.8,5s2.5p4.(3P<2>).4f,2[4]*,9/2,5s2.5p4.(3P<1>).5g,2[4],9/2,,,L6925,
447.090,447.089+,30,,,109563.14,131923.79,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
448.086,448.080+,500H,,,116783.09,139094.28,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).6d,2[3],5/2,,,L6925,
448.595,448.594+,20,,,107381.74,129667.35,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
448.860,448.850+,4H,,,127527.30,149800.20,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(3P<1>).4f,2[3]*,5/2,,,L6925,
448.897,448.902+,0,,,138967.87,161238.22,5s2.5p4.(3P<2>).4f,2[4]*,9/2,5s2.5p4.(3P<1>).5g,2[3],7/2,,,L6991,
450.711,450.712+,5h,,,127010.80,149191.69,5s2.5p4.(1D<2>).5d,2[1],1/2,5s2.5p4.(1S<0>).6p,2[1]*,3/2,,,L6925,
450.897,450.902+,0a,,,139182.58,161354.15,5s2.5p4.(3P<2>).4f,2[3]*,5/2,5s2.5p4.(3P<1>).5g,2[4],7/2,,,L6991,
452.186,452.185+,100h,,,131923.79,154032.42,5s2.5p4.(1D<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).6d,2[2],5/2,,,L6925,
452.421,452.421+,200,,,101157.48,123254.60,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
453.249,453.250+,200,,,108007.28,130063.96,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6925,
453.509,453.505+,1h,,,139193.80,161238.07,5s2.5p4.(3P<2>).7p,2[1]*,3/2,5s2.5p4.(3P<1>).5g,2[3],5/2,,,L6925,
453.692,453.687+,80H*,,,113672.89,135708.32,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<2>).6d,2[2],3/2,,,L6925,
453.692,453.701+,80H*,,,113512.36,135547.13,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<2>).6d,2[2],5/2,,,L6925,
454.089,454.086+,400h,,,124289.45,146305.54,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[2],5/2,,,L6925,
454.523,454.522+,400H,,,113512.36,135507.32,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<2>).6d,2[3],7/2,,,L6925,
455.079,455.078+,10H,,,123254.60,145222.72,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).6d,2[1],1/2,,,L6925,
455.091,455.095+,2bl,,,120414.87,142382.13,5s2.5p4.(3P<0>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6991,
455.594,455.588+,200H,,,116783.09,138726.59,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(3P<2>).6d,2[0],1/2,,,L6925,
456.300,456.300+,2H,,,135507.32,157416.58,5s2.5p4.(3P<2>).6d,2[3],7/2,5s2.5p4.(1D<2>).4f,2[4]*,9/2,,,L6925,
456.791,456.796+,,,,135547.13,157432.63,5s2.5p4.(3P<2>).6d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[4]*,7/2,,,L6925,
457.185,457.184+,30Hd,,,132741.15,154608.07,5s2.5p4.(1D<2>).6p,2[1]*,1/2,5s2.5p4.(1D<2>).6d,2[2],3/2,,,L6925,
457.706,457.711+,200H,,,113705.40,135547.13,5s2.5p4.(3P<2>).6p,2[3]*,7/2,5s2.5p4.(3P<2>).6d,2[2],5/2,,,L6925,
458.070,458.069+,80Hl,,,132207.76,154032.42,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(1D<2>).6d,2[2],5/2,,,L6925,
458.548,458.547+,500H,,,113705.40,135507.32,5s2.5p4.(3P<2>).6p,2[3]*,7/2,5s2.5p4.(3P<2>).6d,2[3],7/2,,,L6925,
459.180,459.176+,1,,,102799.07,124571.09,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6991,
459.205,459.206+,300H,,,132207.76,153978.37,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(1D<2>).6d,2[3],7/2,,,L6925,
459.370,459.370+,6,,,107904.50,129667.35,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
459.630,459.639+,1,,,121179.80,142929.90,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(3P<1>).7s,2[1],1/2,,,L6925,
460.303,460.304+,600h,8.2e+07,,95064.38,116783.09,5s2.5p4.(3P<2>).6s,2[2],3/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,T8043,L6925,
461.506,461.510+,100h,,,131923.79,153585.71,5s2.5p4.(1D<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).6d,2[3],5/2,,,L6925,
461.550,461.545+,200*,,,131923.79,153584.09,5s2.5p4.(1D<2>).6p,2[2]*,3/2,5s2.5p4.(1D<2>).6d,2[1],3/2,,,L6925,
461.550,461.550+,200*,,,108007.28,129667.35,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
461.750,461.745+,90hl,,,124289.45,145940.34,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
461.957,461.942+,1*,,,132741.15,154382.83,5s2.5p4.(1D<2>).6p,2[1]*,1/2,5s2.5p4.(1D<2>).6d,2[1],1/2,,,L6925,
461.957,461.959+,1*,,,108423.07,130063.96,5s2.5p4.(3P<1>).5d,2[3],7/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,,L6925,
462.999,463.000+,5*,,,139645.98,161238.22,5s2.5p4.(3P<2>).7p,2[3]*,5/2,5s2.5p4.(3P<1>).5g,2[3],7/2,,,L6991,
462.999,463.003+,5*,,,139645.98,161238.07,5s2.5p4.(3P<2>).7p,2[3]*,5/2,5s2.5p4.(3P<1>).5g,2[3],5/2,,,L6991,
463.330,463.329+,50,,,101535.67,123112.54,5s2.5p4.(3P<2>).5d,2[4],7/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
465.194,465.194+,200,,,102799.07,124289.45,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
465.300,465.301+,40,,,107381.74,128867.20,5s2.5p4.(3P<0>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
465.533,465.518+,,,,139782.0,161257.45,5s2.5p4.(3P<2>).4f,2[5]*,11/2,5s2.5p4.(3P<1>).5g,2[5],11/2,,,L6925,
466.628,466.625+,40Hl,,,127527.30,148951.80,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(3P<1>).4f,2[2]*,5/2,,,L6925,
466.849,466.849+,100,,,111326.96,132741.15,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
467.220,467.219+,100H,,,111792.17,133189.42,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).7s,2[2],3/2,,,L6925,
467.394,467.407+,1w,,,130063.96,151452.61,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(3P<2>).5g,2[4],9/2,,,L6991,
467.456,467.457+,40,,,95396.74,116783.09,5s2.5p4.(3P<2>).5d,2[2],5/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
467.542,467.538+,3,,,130063.96,151446.61,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(3P<2>).5g,2[4],7/2,,,L6991,
467.646,467.641+,200H,,,132207.76,153585.71,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(1D<2>).6d,2[3],5/2,,,L6925,
467.675,467.676+,2,,,132207.76,153584.09,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(1D<2>).6d,2[1],3/2,,,L6925,
467.831,467.831+,2h,,,124571.09,145940.34,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).6d,2[2],3/2,,,L6925,
467.945,467.940+,3hl,,,127010.80,148375.10,5s2.5p4.(1D<2>).5d,2[1],1/2,5s2.5p4.(3P<1>).4f,2[2]*,3/2,,,L6925,
468.165,468.169+,1w,,,139903.63,161257.45,5s2.5p4.(3P<2>).4f,2[5]*,9/2,5s2.5p4.(3P<1>).5g,2[5],11/2,,,L6991,
468.586,468.591+,0,,,139903.63,161238.22,5s2.5p4.(3P<2>).4f,2[5]*,9/2,5s2.5p4.(3P<1>).5g,2[3],7/2,,,L6991,
468.820,468.820+,,,,140029.99,161354.15,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<1>).5g,2[4],7/2,,,L6925,
469.205,469.200+,1bl,,,136109.65,157416.58,5s2.5p4.(3P<2>).6d,2[4],9/2,5s2.5p4.(1D<2>).4f,2[4]*,9/2,,,L6991,
469.334,469.328+,15hl,,,121628.82,142929.90,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).7s,2[1],1/2,,,L6925,
469.801,469.804+,300h,,,116783.09,138062.59,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(1S<0>).5d,2[2],3/2,,,L6925,
469.962,469.962+,3Hl,,,123112.54,144384.90,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<0>).6d,2[2],5/2,,,L6925,
470.467,470.465+,10Hl,,,119085.49,140335.09,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[1]*,3/2,,,L6925,
470.892,470.888+,8hl,,,111958.89,133189.42,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).7s,2[2],3/2,,,L6925,
471.263,471.257+,40,,,127010.80,148224.69,5s2.5p4.(1D<2>).5d,2[1],1/2,5s2.5p4.(1S<0>).6p,2[1]*,1/2,,,L6925,
471.376,471.383+,0*,,,140029.99,161238.22,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<1>).5g,2[3],7/2,,,L6991,
471.376,471.387+,0*,,,140029.99,161238.07,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<1>).5g,2[3],5/2,,,L6991,
471.518,471.514+,100,,,121179.80,142382.13,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
472.100,472.100+,2Hl,,,138967.87,160143.92,5s2.5p4.(3P<2>).4f,2[4]*,9/2,5s2.5p4.(3P<2>).7g,2[5],11/2,,,L6925,
473.119,473.122+,100h,,,123254.60,144384.90,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<0>).6d,2[2],5/2,,,L6925,
473.251,473.252+,15Hl,,,119085.49,140209.99,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
476.905,476.904+,150,,,107904.50,128867.20,5s2.5p4.(3P<1>).5d,2[1],3/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
477.319,477.319+,80h,,,119085.49,140029.99,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
477.518,477.522+,5Hl,,,128867.20,149802.80,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(1D<2>).7s,2[2],3/2,,,L6925,
477.576,477.575+,8Hl,,,124289.45,145222.72,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).6d,2[1],1/2,,,L6925,
477.918,477.916+,80,,,90873.83,111792.17,5s.5p6,2S,1/2,5s2.5p4.(3P<2>).6p,2[2]*,3/2,,,L6925,
478.665,478.666+,10Hl,,,123254.60,144140.16,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L6925,
478.777,478.775+,100,,,111326.96,132207.76,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
479.184,479.183+,2h^,,,136569.63,157432.63,5s2.5p4.(1S<0>).5d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[4]*,7/2,,,L6925,
479.256,479.254+,40,,,108007.28,128867.20,5s2.5p4.(3P<0>).5d,2[2],5/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
479.540,479.533+,3h^,,,127527.30,148375.10,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(3P<1>).4f,2[2]*,3/2,,,L6925,
479.648,479.645+,6Hl,,,132741.15,153584.09,5s2.5p4.(1D<2>).6p,2[1]*,1/2,5s2.5p4.(1D<2>).6d,2[1],3/2,,,L6925,
479.835,479.832+,1a,,,136597.81,157432.63,5s2.5p4.(3P<2>).6d,2[4],7/2,5s2.5p4.(1D<2>).4f,2[4]*,7/2,,,L6991,
479.945,479.942+,15Hl,,,128867.20,149697.24,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(1D<2>).7s,2[2],5/2,,,L6925,
480.210,480.202+,1,,,136597.81,157416.58,5s2.5p4.(3P<2>).6d,2[4],7/2,5s2.5p4.(1D<2>).4f,2[4]*,9/2,,,L6925,
481.714,481.716+,40Hl,,,121628.82,142382.13,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
481.802,481.802+,200,,,96033.48,116783.09,5s2.5p4.(3P<2>).5d,2[2],3/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
482.335,482.336+,300h,,,111792.17,132518.82,5s2.5p4.(3P<2>).6p,2[2]*,3/2,5s2.5p4.(3P<2>).7s,2[2],5/2,,,L6925,
483.025,483.018+,2H,,,127527.30,148224.69,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(1S<0>).6p,2[1]*,1/2,,,L6925,
483.108,483.085+,2bl,,,135507.32,156201.84,5s2.5p4.(3P<2>).6d,2[3],7/2,5s2.5p4.(1D<2>).4f,2[5]*,9/2,,,L6991,
483.220,483.221+,2,,,135547.13,156235.80,5s2.5p4.(3P<2>).6d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[2]*,5/2,,,L6925,
484.087,484.088+,1*,,,124571.09,145222.72,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(3P<1>).6d,2[1],1/2,,,L6925,
484.087,484.093+,1*,,,136569.63,157221.03,5s2.5p4.(1S<0>).5d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[3]*,5/2,,,L6925,
484.185,484.164+,1bl,,,119085.49,139733.89,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).7p,2[3]*,7/2,,,L6991,
484.433,484.432+,2000,1.1e+08,,93068.44,113705.40,5s2.5p4.(3P<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).6p,2[3]*,7/2,,T8043,L6925,
484.782,484.755+,3,,,136597.81,157221.03,5s2.5p4.(3P<2>).6d,2[4],7/2,5s2.5p4.(1D<2>).4f,2[3]*,5/2,,,L6991,
485.02,485.012+,2h^*,,,139005.27,159617.54,5s2.5p4.(3P<2>).4f,2[3]*,7/2,5s2.5p4.(3P<0>).5g,2[4],9/2,,,L6925,
485.02,485.023+,2h^*,,,139005.27,159617.11,5s2.5p4.(3P<2>).4f,2[3]*,7/2,5s2.5p4.(3P<0>).5g,2[4],7/2,,,L6925,
485.377,485.376+,40,,,111326.96,131923.79,5s2.5p4.(3P<1>).5d,2[2],3/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
486.245,486.247+,800h,,,111958.89,132518.82,5s2.5p4.(3P<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).7s,2[2],5/2,,,L6925,
486.887,486.887+,1h,,,136569.63,157102.56,5s2.5p4.(1S<0>).5d,2[2],5/2,5s2.5p4.(1D<2>).4f,2[3]*,7/2,,,L6925,
487.650,487.649+,500h,6.3e+07,,109563.14,130063.96,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(1D<2>).6p,2[3]*,7/2,,T8043,L6925,
488.353,488.351+,600h,,,101157.48,121628.82,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(3P<0>).6p,2[1]*,3/2,,,L6925,
488.415,488.418+,100H,,,120414.87,140883.42,5s2.5p4.(3P<0>).6p,2[1]*,1/2,5s2.5p4.(3P<0>).7s,2[0],1/2,,,L6925,
488.730,488.729+,300h,,,102799.07,123254.60,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<1>).6p,2[2]*,3/2,,,L6925,
489.009,489.001+,300h*,,,108423.07,128867.20,5s2.5p4.(3P<1>).5d,2[3],7/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
489.009,489.006+,300h*,,,93068.44,113512.36,5s2.5p4.(3P<2>).6s,2[2],5/2,5s2.5p4.(3P<2>).6p,2[3]*,5/2,,,L6925,
489.218,489.231+,2^,,,139182.58,159617.11,5s2.5p4.(3P<2>).4f,2[3]*,5/2,5s2.5p4.(3P<0>).5g,2[4],7/2,,,L6925,
489.99,490.001+,1^,,,135060.97,155463.41,5s2.5p4.(1D<2>).5d,2[0],1/2,5s2.5p4.(1D<2>).4f,2[1]*,3/2,,,L6925,
490.520,490.52+,2H,,,139782.0,160162.9,5s2.5p4.(3P<2>).4f,2[5]*,11/2,5s2.5p4.(3P<2>).7g,2[6],13/2,,,L6925,
491.966,491.964+,200,,,104250.06,124571.09,5s2.5p4.(3P<1>).5d,2[1],1/2,5s2.5p4.(3P<1>).6p,2[1]*,1/2,,,L6925,
492.148,492.147+,800,,,102799.07,123112.54,5s2.5p4.(3P<1>).6s,2[1],3/2,5s2.5p4.(3P<1>).6p,2[2]*,5/2,,,L6925,
493.43,493.432+,1,,,139903.63,160164.2,5s2.5p4.(3P<2>).4f,2[5]*,9/2,5s2.5p4.(3P<2>).7g,2[6],11/2,,,L6925,
496.500,496.498+,4Hl,,,129667.35,149802.80,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).7s,2[2],3/2,,,L6925,
497.171,497.168+,200H,,,119085.49,139193.80,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).7p,2[1]*,3/2,,,L6925,
497.271,497.270+,400h,,,109563.14,129667.35,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(1D<2>).6p,2[1]*,3/2,,,L6925,
497.441,497.446+,1^,,,119085.49,139182.58,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[3]*,5/2,,,L6925,
497.487,497.486+,2h,,,124289.45,144384.90,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<0>).6d,2[2],5/2,,,L6925,
498.795,498.781+,0,,,119085.49,139128.78,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).7p,2[2]*,5/2,,,L7270,
498.877,498.878+,300h,,,104250.06,124289.45,5s2.5p4.(3P<1>).5d,2[1],1/2,5s2.5p4.(3P<1>).6p,2[1]*,3/2,,,L6925,
499.117,499.115+,100H,,,129667.35,149697.24,5s2.5p4.(1D<2>).6p,2[1]*,3/2,5s2.5p4.(1D<2>).7s,2[2],5/2,,,L6925,
499.303,499.303+,10,,,101157.48,121179.80,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(3P<1>).6p,2[0]*,1/2,,,L6925,
499.393,499.391+,5Hl,,,136109.65,156128.46,5s2.5p4.(3P<2>).6d,2[4],9/2,5s2.5p4.(1D<2>).4f,2[5]*,11/2,,,L6925,
500.101,500.100+,3h,,,127527.30,147517.71,5s2.5p4.(1D<2>).5d,2[2],3/2,5s2.5p4.(3P<0>).4f,2[3]*,5/2,,,L6925,
501.283,501.282+,50Hl,,,129248.39,149191.69,5s2.5p4.(1S<0>).6s,2[0],1/2,5s2.5p4.(1S<0>).6p,2[1]*,3/2,,,L6925,
501.741,501.744+,1,,,96858.18,116783.09,5s2.5p4.(3P<2>).5d,2[1],1/2,5s2.5p4.(3P<2>).6p,2[1]*,3/2,,,L6925,
501.875,501.874+,1^,,,119085.49,139005.27,5s2.5p4.(1D<2>).5d,2[3],5/2,5s2.5p4.(3P<2>).4f,2[3]*,7/2,,,L6925,
503.615,503.620+,3Hl,,,124289.45,144140.16,5s2.5p4.(3P<1>).6p,2[1]*,3/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L6925,
504.006,504.01+,0bl,,,139782.0,159617.54,5s2.5p4.(3P<2>).4f,2[5]*,11/2,5s2.5p4.(3P<0>).5g,2[4],9/2,,,L6991,
504.492,504.494+,150h,,,112924.84,132741.15,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(1D<2>).6p,2[1]*,1/2,,,L6925,
505.254,505.253+,30h,,,116783.09,136569.63,5s2.5p4.(3P<2>).6p,2[1]*,3/2,5s2.5p4.(1S<0>).5d,2[2],5/2,,,L6925,
506.633,506.640+,3Hl,,,136109.65,155842.04,5s2.5p4.(3P<2>).6d,2[4],9/2,5s2.5p4.(3P<2>).6f,2[5]*,9/2,,,L6925,
506.982,506.982+,10Hw,,,136109.65,155828.73,5s2.5p4.(3P<2>).6d,2[4],9/2,5s2.5p4.(3P<2>).6f,2[5]*,11/2,,,L6925,
507.38,507.380+,1h^,,,121179.80,140883.42,5s2.5p4.(3P<1>).6p,2[0]*,1/2,5s2.5p4.(3P<0>).7s,2[0],1/2,,,L6925,
508.062,508.064+,600h,,,113512.36,133189.42,5s2.5p4.(3P<2>).6p,2[3]*,5/2,5s2.5p4.(3P<2>).7s,2[2],3/2,,,L6925,
508.107,508.110+,30,,,123254.60,142929.90,5s2.5p4.(3P<1>).6p,2[2]*,3/2,5s2.5p4.(3P<1>).7s,2[1],1/2,,,L6925,
509.193,509.197+,60Hl,,,130063.96,149697.24,5s2.5p4.(1D<2>).6p,2[3]*,7/2,5s2.5p4.(1D<2>).7s,2[2],5/2,,,L6925,
509.959,509.957+,5H,,,136597.81,156201.84,5s2.5p4.(3P<2>).6d,2[4],7/2,5s2.5p4.(1D<2>).4f,2[5]*,9/2,,,L6925,
510.40,510.386+,1Hw*,,,140029.99,159617.54,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<0>).5g,2[4],9/2,,,L6925,
510.40,510.397+,1Hw*,,,140029.99,159617.11,5s2.5p4.(3P<2>).4f,2[4]*,7/2,5s2.5p4.(3P<0>).5g,2[4],7/2,,,L6925,
510.858,510.868+,2h,,,124571.09,144140.16,5s2.5p4.(3P<1>).6p,2[1]*,1/2,5s2.5p4.(3P<0>).6d,2[2],3/2,,,L6925,
512.242,512.243+,200h,,,113672.89,133189.42,5s2.5p4.(3P<2>).6p,2[1]*,1/2,5s2.5p4.(3P<2>).7s,2[2],3/2,,,L6925,
512.570,512.569+,30,,,112703.64,132207.76,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
516.47,516.470+,1H-,,,120853.16,140209.99,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[2]*,5/2,,,L6925,
517.882,517.882+,50h,,,109563.14,128867.20,5s2.5p4.(1D<2>).6s,2[2],5/2,5s2.5p4.(1D<2>).6p,2[3]*,5/2,,,L6925,
518.225,518.228+,0,,,132207.76,151498.90,5s2.5p4.(1D<2>).6p,2[2]*,5/2,5s2.5p4.(3P<2>).5g,2[3],7/2,,,L7270,
518.448,518.449+,50,,,112924.84,132207.76,5s2.5p4.(1D<2>).6s,2[2],3/2,5s2.5p4.(1D<2>).6p,2[2]*,5/2,,,L6925,
518.804,518.808+,200,,,123112.54,142382.13,5s2.5p4.(3P<1>).6p,2[2]*,5/2,5s2.5p4.(3P<1>).7s,2[1],3/2,,,L6925,
519.137,519.137+,300,,,101157.48,120414.87,5s2.5p4.(3P<0>).6s,2[0],1/2,5s2.5p4.(3P<0>).6p,2[1]*,1/2,,,L6925,
519.210,519.212+,80,,,121628.82,140883.42,5s2.5p4.(3P<0>).6p,2[1]*,3/2,5s2.5p4.(3P<0>).7s,2[0],1/2,,,L6925,
519.492,519.492+,5H,,,136597.81,155842.04,5s2.5p4.(3P<2>).6d,2[4],7/2,5s2.5p4.(3P<2>).6f,2[5]*,9/2,,,L6925,
519.99,519.996+,1h^,,,120414.87,139640.43,5s2.5p4.(3P<0>).6p,2[1]*,1/2,5s2.5p4.(3P<2>).6d,2[1],3/2,,,L6925,
520.142,520.142+,20,,,112703.64,131923.79,5s2.5p4.(3P<1>).5d,2[2],5/2,5s2.5p4.(1D<2>).6p,2[2]*,3/2,,,L6925,
520.188,520.201+,10H,,,128867.20,148085.19,5s2.5p4.(1D<2>).6p,2[3]*,5/2,5s2.5p4.(3P<1>).6d,2[1],3/2,,,L6925,
521.317,521.317+,1h,,,120853.16,140029.99,5s2.5p4.(1D<2>).5d,2[3],7/2,5s2.5p4.(3P<2>).4f,2[4]*,7/2,,,L6925,
521.820,521.818+,1H,,,138062.59,157221.03,5s2.5p4.(1S<0>).5d,2[2],3/2,5s2.5p4.(1D<2>).4f,2[3]*,5/2,,,L6925,
