obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
256.99042,256.99029,0.00007,15bl*,,,19637.309,58537.630,,,5/2,,,7/2,,,L11762,
256.99042,256.99081,0.00007,15bl*,,,31100.286,70000.529,5d5,2I,11/2,5d3.(2H).6s.(3H).6p,4H*,13/2,,,L11762,
257.144433,257.144426,0.000007,364,4.38e+07,B,3172.473,42049.478,5d4.(5D).6s,6D,5/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
257.16194,257.161950,0.000026,30,,,18000.627,56874.983,,,7/2,,,5/2,,,L11762,
257.1847,257.18585,0.00132,5,,,27273.753,66144.496,,,7/2,,,5/2,,,L6520,
257.222881,257.222881,0.000007,115,,,20534.191,59399.339,,,11/2,,,9/2,,,L11762,
257.23475,257.234769,0.000020,58,,,13411.939,52275.291,5d3.6s2,4F,7/2,,,7/2,,,L11762,
257.25278,257.25276,0.00040,2,,,25169.877,64030.511,,,3/2,,,5/2,,,L11762,
257.35823,257.35822,0.00007,12,,,26158.581,65003.292,5d5,4G,9/2,,,9/2,,,L11762,
257.38129,257.381346,0.000053,14,,,13434.070,52275.291,,,5/2,,,7/2,,,L11762,
257.39412,257.393686,0.001326,7bl,,,16553.087,55392.446,5d4.(3H).6s,4H,9/2,,,9/2,,,L11762,
257.42308,257.42303,0.00009,8,,,32950.460,71785.392,,,7/2,,,9/2,,,L11762,
257.5878,257.58449,0.00133,9?,,,26158.581,64969.172,5d5,4G,9/2,,,11/2,,,L6520,
257.61578,257.615781,0.000020,38,,,14634.336,53440.213,5d4.(5D).6s,4D,3/2,,,1/2,,,L11762,
257.63591,257.635925,0.000020,39,,,16589.603,55392.446,,,7/2,,,9/2,,,L11762,
257.72976,257.72978,0.00009,8,,,14634.336,53423.050,5d4.(5D).6s,4D,3/2,,,3/2,,,L11762,
257.83433,257.83420,0.00020,4,,,26526.710,65299.715,5d5,4P,1/2,,,3/2,,,L11762,
257.8676,257.86766,0.00133,5,,,18000.627,56768.602,,,7/2,,,7/2,,,L6520,
257.8974,257.89752,0.00133,5,,,26226.897,64990.383,,,5/2,,,5/2,,,L6520,
257.925204,257.925204,0.000007,147,,,23955.349,62714.675,,,11/2,,,13/2,,,L11762,
257.93813,257.93810,0.00003,32,,,23803.702,62561.090,,,7/2,,,7/2,,,L11762,
257.948279,257.948286,0.000007,113,,,26929.008,65684.866,5d4.(1I).6s,2I,11/2,,,11/2,,,L11762,
257.953111,257.953105,0.000007,138,,,7420.261,46175.395,5d5,6S,5/2,,,7/2,,,L11762,
258.0687,258.06891,0.00133,25,,,26158.581,64896.325,5d5,4G,9/2,,,7/2,,,L6520,
258.11212,258.11212,0.00003,29,,,19276.431,58007.690,,,5/2,,,3/2,,,L11762,
258.11990,258.119689,0.000867,47w,8.99e+06,B,6147.085,44877.209,5d4.(5D).6s,6D,9/2,5d4.(5D).6p,6F*,7/2,,T7162,L11762,
258.25125,258.25130,0.00013,7,,,25169.877,63880.265,,,3/2,,,5/2,,,L11762,
258.27393,258.27396,0.00013,6,,,22194.031,60901.023,,,7/2,,,5/2,,,L11762,
258.32190,258.32204,0.00047,8p,,,19637.309,58337.096,,,5/2,,,5/2,,,L11762,
258.3509,258.35116,0.00134,5,,,14634.336,53329.762,5d4.(5D).6s,4D,3/2,,,3/2,,,L6520,
258.42309,258.42312,0.00033,6p,,,25672.099,64356.750,,,5/2,,,7/2,,,L11762,
258.50084,258.50088,0.00020,4,,,31538.785,70211.800,,,5/2,,,7/2,,,L11762,
258.51295,258.51301,0.00013,6,,,29341.426,68012.627,,,9/2,,,11/2,,,L11762,
258.52153,258.52149,0.00013,7,,,20039.682,58709.614,,,7/2,,,7/2,,,L11762,
258.5257,258.52486,0.00134,3,,,26226.897,64896.325,,,5/2,,,7/2,,,L6520,
258.59164,258.591631,0.000020,48,,,19070.550,57729.994,,,9/2,,,7/2,,,L11762,
258.63177,258.63179,0.00007,10,,,31347.087,70000.529,5d5,2I,13/2,5d3.(2H).6s.(3H).6p,4H*,13/2,,,L11762,
258.63442,258.63448,0.00009,9,,,13434.070,52087.110,,,5/2,,,5/2,,,L11762,
258.65770,258.657786,0.000201,4,2.68e+06,B,10592.485,49242.042,,,3/2,,,5/2,,T7162,L11762,
258.67255,258.67258,0.00020,4,,,33910.548,72557.895,,,11/2,,,9/2,,,L11762,
258.73502,258.73506,0.00013,5,,,25672.099,64310.114,,,5/2,,,5/2,,,L11762,
258.76604,258.76607,0.00007,11,,,23803.702,62437.086,,,7/2,,,9/2,,,L11762,
258.85377,258.85383,0.00013,6,,,35826.644,74446.931,,,9/2,,,9/2,,,L11762,
258.90805,258.907991,0.000268,18p,,,18000.627,56612.836,,,7/2,,,7/2,,,L11762,
258.916038,258.916031,0.000007,285,1.82e+07,B,6147.085,44758.095,5d4.(5D).6s,6D,9/2,,,9/2,,T7162,L11762,
258.96512,258.96507,0.00007,10,,,19403.991,58007.690,,,1/2,,,3/2,,,L11762,
259.14890,259.148925,0.000067,14,3.90e+06,B,0.000,38576.313,5d4.(5D).6s,6D,1/2,,,1/2,,T7162,L11762,
259.17267,259.172615,0.000134,5,,,16589.603,55162.390,,,7/2,,,5/2,,,L11762,
259.46355,259.46350,0.00027,3,,,23803.702,62333.247,,,7/2,,,5/2,,,L11762,
259.47963,259.47961,0.00009,8,,,23803.702,62330.855,,,7/2,,,9/2,,,L11762,
259.55016,259.55018,0.00008,9,,,22139.861,60656.540,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
259.55560,259.55557,0.00013,6,,,28187.578,66703.457,5d4.(1I).6s,2I,13/2,,,11/2,,,L11762,
259.57587,259.575980,0.000135,6,,,14857.160,53370.011,,,9/2,,,9/2,,,L11762,
259.61927,259.61923,0.00013,5,,,34090.867,72597.303,5d5,4F,9/2,,,7/2,,,L11762,
259.62308,259.62321,0.00040,2,,,29341.426,67847.271,,,9/2,,,9/2,,,L11762,
259.6369,259.63616,0.00135,3,,,23046.724,61550.649,,,7/2,,,7/2,,,L6520,
259.68625,259.686266,0.000040,21,,,20780.358,59276.854,,,9/2,,,7/2,,,L11762,
259.78584,259.785871,0.000027,28,,,23955.349,62437.086,,,11/2,,,9/2,,,L11762,
259.86609,259.86601,0.00014,10*,,,16234.715,54704.585,,,5/2,,,5/2,,,L11762,
259.86609,259.86618,0.00014,10*,,,16553.087,55022.932,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
259.874161,259.874140,0.000014,65,3.19e+07,B,8711.274,47179.941,5d3.6s2,4F,3/2,,,3/2,,T7162,L11762,
259.9180,259.91575,0.00135,3*,,,22194.031,60656.540,,,7/2,,,5/2,,,L6520,
259.9180,259.92022,0.00135,3*,,,24804.612,63266.459,,,7/2,,,7/2,,,L6520,
259.96446,259.96444,0.00005,16,,,14967.745,53423.050,,,5/2,,,3/2,,,L11762,
259.97626,259.976221,0.000027,28,,,19276.431,57729.994,,,5/2,,,7/2,,,L11762,
259.9910,259.99315,0.00135,5?,,,13411.939,51862.999,5d3.6s2,4F,7/2,,,7/2,,,L6520,
260.0774,260.07672,0.00135,5,,,28377.585,66816.290,,,11/2,,,9/2,,,L6520,
260.11321,260.11310,0.00014,7,,,16589.603,55022.932,,,7/2,,,7/2,,,L11762,
260.14290,260.142884,0.000027,29,,,13434.070,51862.999,,,5/2,,,7/2,,,L11762,
260.21681,260.216805,0.000203,4,,,1518.829,39936.842,5d4.(5D).6s,6D,3/2,5d3.(4F).6s.(5F).6p,6G*,5/2,,,L11762,
260.250617,260.250617,0.000014,92,,,18000.627,56413.649,,,7/2,,,9/2,,,L11762,
260.301680,260.301687,0.000007,137,,,16553.087,54958.573,5d4.(3H).6s,4H,9/2,,,11/2,,,L11762,
260.35947,260.35945,0.00014,7,,,28631.688,67028.654,,,7/2,,,9/2,,,L11762,
260.40379,260.40362,0.00068,6*,3.44e+06,B,10592.485,48982.939,,,3/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
260.40379,260.40412,0.00068,6*,,,35315.585,73705.965,,,7/2,,,9/2,,,L11762,
260.54030,260.53985,0.00048,9*,,,19637.309,58007.690,,,5/2,,,3/2,,,L11762,
260.54030,260.540197,0.000475,9*,,,14967.745,53338.075,,,5/2,,,7/2,,,L11762,
260.54030,260.54098,0.00048,9*,,,27273.753,65643.968,,,7/2,,,7/2,,,L11762,
260.58825,260.58805,0.00082,7bl,,,13173.337,51536.621,5d4.(5D).6s,4D,1/2,,,1/2,,,L11762,
260.59667,260.596659,0.000034,22,,,14967.745,53329.762,,,5/2,,,3/2,,,L11762,
260.62117,260.62115,0.00009,9,,,25672.099,64030.511,,,5/2,,,5/2,,,L11762,
260.62691,260.627003,0.000082,39p,,,20534.191,58891.742,,,11/2,,,11/2,,,L11762,
260.646520,260.646520,0.000014,69,,,23234.778,61589.457,,,9/2,,,11/2,,,L11762,
260.69726,260.697269,0.000034,23,7.64e+06,B,8832.728,47179.941,,,1/2,,,3/2,,T7162,L11762,
260.78118,260.78121,0.00004,20,,,22139.861,60474.732,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
260.84239,260.84244,0.00014,5,,,28377.585,66703.457,,,11/2,,,11/2,,,L11762,
260.91053,260.91053,0.00010,8,,,23234.778,61550.649,,,9/2,,,7/2,,,L11762,
260.92426,260.924266,0.000021,37,,,23046.724,61360.578,,,7/2,,,9/2,,,L11762,
261.05571,261.05565,0.00014,5,,,32950.460,71245.032,,,7/2,,,9/2,,,L11762,
261.07225,261.07214,0.00027,3,,,20455.888,58748.042,5d4.(3F2).6s,4F,3/2,,,3/2,,,L11762,
261.12515,261.12518,0.00014,5,,,22139.861,60424.237,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
261.15804,261.15806,0.00020,4,,,23046.724,61326.281,,,7/2,,,7/2,,,L11762,
261.1862,261.18409,0.00137,11,,,30223.744,68499.486,,,3/2,,,3/2,,,L6520,
261.22271,261.22271,0.00005,17,,,33910.548,72180.632,,,11/2,,,11/2,,,L11762,
261.26495,261.26497,0.00005,16,,,16234.715,54498.608,,,5/2,,,7/2,,,L11762,
261.2796,261.28330,0.00137,5?,,,18990.929,57252.138,,,3/2,,,5/2,,,L6520,
261.42323,261.42341,0.00021,4,,,31347.087,69587.792,5d5,2I,13/2,,,11/2,,,L11762,
261.544267,261.544274,0.000014,82,,,15146.977,53370.011,5d4.(3H).6s,4H,7/2,,,9/2,,,L11762,
261.5661,261.56476,0.00137,7,,,30223.744,68443.785,,,3/2,,,5/2,,,L6520,
261.56884,261.56880,0.00005,16,,,19637.309,57856.759,,,5/2,,,5/2,,,L11762,
261.7156,261.71454,0.00137,3,,,26158.581,64356.750,5d5,4G,9/2,,,7/2,,,L6520,
261.76302,261.762995,0.000096,8,,,15146.977,53338.075,5d4.(3H).6s,4H,7/2,,,7/2,,,L11762,
261.80477,261.80461,0.00021,4,,,24804.612,62989.639,,,7/2,,,5/2,,,L11762,
261.91692,261.91678,0.00041,19bl,,,14634.336,52803.012,5d4.(5D).6s,4D,3/2,,,3/2,,,L11762,
262.01956,262.019081,0.000962,75bl,,,20534.191,58687.965,,,11/2,,,9/2,,,L11762,
262.02046,262.02035,0.00027,4,,,22502.951,60656.540,5d4.(3D).6s,4D,3/2,,,5/2,,,L11762,
262.07393,262.07394,0.00003,29,,,14967.745,53113.533,,,5/2,,,5/2,,,L11762,
262.09202,262.09185,0.00041,2,,,24991.591,63134.773,,,3/2,,,3/2,,,L11762,
262.15905,262.15904,0.00076,14*,,,31446.928,69580.334,,,7/2,,,7/2,,,L11762,
262.15905,262.159143,0.000756,14*,4.65e+06,B,7420.261,45553.652,5d5,6S,5/2,,,3/2,,T7162,L11762,
262.1812,262.18347,0.00138,15?,,,26226.897,64356.750,,,5/2,,,7/2,,,L6520,
262.21169,262.211343,0.000275,3,,,23234.778,61360.578,,,9/2,,,9/2,,,L11762,
262.27796,262.27778,0.00014,6,,,25672.099,63788.242,,,5/2,,,7/2,,,L11762,
262.31053,262.310533,0.000034,28,,,20780.358,58891.742,,,9/2,,,11/2,,,L11762,
262.37693,262.37696,0.00021,4,,,30632.927,68734.663,,,9/2,,,9/2,,,L11762,
262.38733,262.38732,0.00008,10,,,23450.418,61550.649,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
262.43928,262.43930,0.00014,6,,,19637.309,57729.994,,,5/2,,,7/2,,,L11762,
262.44746,262.44745,0.00005,17,,,23234.778,61326.281,,,9/2,,,7/2,,,L11762,
262.45943,262.45942,0.00014,5,,,34090.867,72180.632,5d5,4F,9/2,,,11/2,,,L11762,
262.49461,262.49437,0.00014,5,,,22194.031,60278.726,,,7/2,,,9/2,,,L11762,
262.64745,262.64733,0.00014,5,,,22194.031,60256.547,,,7/2,,,7/2,,,L11762,
262.77080,262.77079,0.00010,8,,,14857.160,52901.794,,,9/2,,,7/2,,,L11762,
262.7927,262.79210,0.00138,5,,,31538.785,69580.334,,,5/2,,,7/2,,,L6520,
262.80167,262.80167,0.00014,5,,,26929.008,64969.172,5d4.(1I).6s,2I,11/2,,,11/2,,,L11762,
262.89867,262.898699,0.000035,27,,,13411.939,51438.064,5d3.6s2,4F,7/2,,,5/2,,,L11762,
262.90167,262.90191,0.00014,6p,,,28118.836,66144.496,5d4.(3P1).6s,4P,5/2,,,5/2,,,L11762,
262.94843,262.948441,0.000138,7,,,19070.550,57089.482,,,9/2,,,9/2,,,L11762,
263.01619,263.01629,0.00014,6,,,23046.724,61055.849,,,7/2,,,9/2,,,L11762,
263.03765,263.037676,0.000048,17,,,23234.778,61240.813,,,9/2,,,11/2,,,L11762,
263.05183,263.051803,0.000062,12,,,13434.070,51438.064,,,5/2,,,5/2,,,L11762,
263.09295,263.09297,0.00028,3,,,24991.591,62989.639,,,3/2,,,5/2,,,L11762,
263.27513,263.27497,0.00021,4,,,22502.951,60474.732,5d4.(3D).6s,4D,3/2,,,5/2,,,L11762,
263.27683,263.276728,0.000208,4,,,0.000,37971.528,5d4.(5D).6s,6D,1/2,5d3.(4F).6s.(5F).6p,6G*,3/2,,,L11762,
263.31142,263.31121,0.00021,4,,,15146.977,53113.533,5d4.(3H).6s,4H,7/2,,,5/2,,,L11762,
263.38787,263.387815,0.000056,14,,,17436.932,55392.446,5d4.(3H).6s,4H,11/2,,,9/2,,,L11762,
263.45715,263.45718,0.00006,17,,,16553.087,54498.608,5d4.(3H).6s,4H,9/2,,,7/2,,,L11762,
263.4768,263.47520,0.00139,15,,,31538.785,69481.712,,,5/2,,,5/2,,,L6520,
263.48565,263.48569,0.00014,6,,,18990.929,56932.345,,,3/2,,,3/2,,,L11762,
263.53683,263.53686,0.00004,20,,,14967.745,52901.794,,,5/2,,,7/2,,,L11762,
263.67632,263.67618,0.00049,2,,,8711.274,46625.281,5d3.6s2,4F,3/2,,,1/2,,,L11762,
263.69330,263.69329,0.00003,23,,,24804.612,62716.159,,,7/2,5d3.(4P).6s.(5P).6p,6D*,9/2,,,L11762,
263.71792,263.71820,0.00056,2,,,28118.836,66026.803,5d4.(3P1).6s,4P,5/2,,,7/2,,,L11762,
263.72078,263.72070,0.00014,6,,,20780.358,58687.965,,,9/2,,,9/2,,,L11762,
263.75615,263.75617,0.00006,15,,,16234.715,54137.225,,,5/2,,,3/2,,,L11762,
263.81941,263.81945,0.00014,5,,,28377.585,66271.003,,,11/2,,,9/2,,,L11762,
263.9421,263.94174,0.00139,3,,,23450.418,61326.281,5d4.(3D).6s,4D,5/2,,,7/2,,,L6520,
264.10456,264.10453,0.00014,5,,,22139.861,59992.379,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
264.30713,264.307275,0.000210,5,,,11301.024,49124.508,5d3.6s2,4F,5/2,,,7/2,,,L11762,
264.32416,264.324138,0.000077,11,,,23234.778,61055.849,,,9/2,,,9/2,,,L11762,
264.32913,264.32911,0.00006,13,,,13434.070,51254.429,,,5/2,,,3/2,,,L11762,
264.51468,264.51466,0.00021,4,,,22139.861,59933.692,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
264.72929,264.72957,0.00028,3,,,23803.702,61566.854,,,7/2,,,5/2,,,L11762,
264.77075,264.77073,0.00056,53*,,,25209.233,62966.514,,,9/2,,,11/2,,,L11762,
264.77075,264.77080,0.00056,53*,,,20780.358,58537.630,,,9/2,,,7/2,,,L11762,
264.86181,264.86196,0.00028,3,,,30618.045,68362.322,,,5/2,,,7/2,,,L11762,
264.96705,264.96718,0.00014,5,,,22139.861,59869.150,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
265.02599,265.02602,0.00021,4,,,14634.336,52355.250,5d4.(5D).6s,4D,3/2,5d4.(5D).6p,4D*,1/2,,,L11762,
265.0591,265.05612,0.00141,9?,,,27273.753,64990.383,,,7/2,,,5/2,,,L6520,
265.10173,265.101909,0.000141,6,,,14857.160,52567.276,,,9/2,,,9/2,,,L11762,
265.18674,265.186751,0.000042,18,,,19070.550,56768.602,,,9/2,,,7/2,,,L11762,
265.21166,265.21157,0.00010,8,,,34090.867,71785.392,5d5,4F,9/2,,,9/2,,,L11762,
265.2414,265.24121,0.00141,3,,,20039.682,57729.994,,,7/2,,,7/2,,,L6520,
265.2584,265.25765,0.00141,5,,,31347.087,69035.063,5d5,2I,13/2,5d3.(2H).6s.(3H).6p,4I*,13/2,,,L6520,
265.26295,265.26292,0.00014,8,,,29341.426,67028.654,,,9/2,,,9/2,,,L11762,
265.30010,265.30032,0.00021,4,3.56e+06,B,11301.024,48982.939,5d3.6s2,4F,5/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
265.31736,265.31766,0.00042,2,,,25045.238,62724.690,5d4.(3D).6s,4D,1/2,,,3/2,,,L11762,
265.33819,265.33828,0.00021,4,,,22139.861,59816.385,5d4.(3F2).6s,4F,5/2,,,3/2,,,L11762,
265.34200,265.34201,0.00004,21,1.33e+07,B,16553.087,54229.082,5d4.(3H).6s,4H,9/2,5d4.(5D).6p,6F*,11/2,,T7162,L11762,
265.355999,265.355999,0.000007,120,3.79e+06,B,4716.278,42390.287,5d4.(5D).6s,6D,7/2,5d3.(4F).6s.(5F).6p,6G*,7/2,,T7162,L11762,
265.48386,265.48352,0.00056,2,,,19276.431,56932.345,,,5/2,,,3/2,,,L11762,
265.54696,265.546955,0.000064,12,,,23955.349,61602.268,,,11/2,,,13/2,,,L11762,
265.56662,265.566630,0.000078,13,,,8711.274,46355.404,5d3.6s2,4F,3/2,,,5/2,,,L11762,
265.60066,265.60060,0.00010,8,,,28631.688,66271.003,,,7/2,,,9/2,,,L11762,
265.6378,265.63736,0.00141,3,,,23955.349,61589.457,,,11/2,,,11/2,,,L6520,
265.64271,265.642685,0.000085,10,,,13411.939,51045.292,5d3.6s2,4F,7/2,5d3.(4F).6s.(5F).6p,6F*,7/2,,,L11762,
265.66872,265.66875,0.00008,10,,,26158.581,63788.242,5d5,4G,9/2,,,7/2,,,L11762,
265.77353,265.773512,0.000085,9,,,19637.309,57252.138,,,5/2,,,5/2,,,L11762,
265.803186,265.803179,0.000007,139,3.38e+07,B,1518.829,39129.460,5d4.(5D).6s,6D,3/2,5d4.(5D).6p,6F*,3/2,,T7162,L11762,
265.80892,265.80894,0.00057,2,,,23046.724,60656.540,,,7/2,,,5/2,,,L11762,
265.87184,265.87202,0.00021,4,,,35826.644,73427.537,,,9/2,,,7/2,,,L11762,
265.96876,265.96876,0.00009,9,,,26929.008,64516.226,5d4.(1I).6s,2I,11/2,,,9/2,,,L11762,
266.15184,266.15197,0.00021,4,,,26226.897,63788.242,,,5/2,,,7/2,,,L11762,
266.18365,266.183644,0.000078,10,,,23803.702,61360.578,,,7/2,,,9/2,,,L11762,
266.21965,266.21961,0.00006,14,,,20455.888,58007.690,5d4.(3F2).6s,4F,3/2,,,3/2,,,L11762,
266.38596,266.38596,0.00004,19,,,19403.991,56932.345,,,1/2,,,3/2,,,L11762,
266.40101,266.40094,0.00014,6,,,24804.612,62330.855,,,7/2,,,9/2,,,L11762,
266.433620,266.433620,0.000007,170,,,17436.932,54958.573,5d4.(3H).6s,4H,11/2,,,11/2,,,L11762,
266.56256,266.562456,0.000142,5,,,16553.087,54056.594,5d4.(3H).6s,4H,9/2,,,9/2,,,L11762,
266.60666,266.60667,0.00003,28,,,28187.578,65684.866,5d4.(1I).6s,2I,13/2,,,11/2,,,L11762,
266.64293,266.643057,0.000142,6,,,19276.431,56768.602,,,5/2,,,7/2,,,L11762,
266.64856,266.648555,0.000036,30,1.18e+07,B,7420.261,44911.659,5d5,6S,5/2,,,3/2,,T7162,L11762,
266.76619,266.76621,0.00006,14,,,29341.426,66816.290,,,9/2,,,9/2,,,L11762,
266.89396,266.893812,0.000285,3,5.33e+05,B,7420.261,44877.209,5d5,6S,5/2,5d4.(5D).6p,6F*,7/2,,T7162,L11762,
266.92362,266.92356,0.00003,28*,,,14634.336,52087.110,5d4.(5D).6s,4D,3/2,,,5/2,,,L11762,
266.92362,266.923744,0.000029,28*,,,20534.191,57986.939,,,11/2,,,9/2,,,L11762,
266.93499,266.935012,0.000050,19,,,13411.939,50863.106,5d3.6s2,4F,7/2,5d4.(5D).6p,6F*,9/2,,,L11762,
266.93909,266.93902,0.00021,4,,,23450.418,60901.023,5d4.(3D).6s,4D,5/2,,,5/2,,,L11762,
267.01692,267.01697,0.00014,6,,,35826.644,73266.317,,,9/2,,,11/2,,,L11762,
267.03813,267.038130,0.000022,49,,,16589.603,54026.309,,,7/2,,,5/2,,,L11762,
267.15519,267.155220,0.000064,14,,,15146.977,52567.276,5d4.(3H).6s,4H,7/2,,,9/2,,,L11762,
267.26286,267.262859,0.000143,7,,,23955.349,61360.578,,,11/2,,,9/2,,,L11762,
267.35872,267.358714,0.000022,49,,,18000.627,55392.446,,,7/2,,,9/2,,,L11762,
267.57146,267.57085,0.00057,9*,,,28118.836,65481.012,5d4.(3P1).6s,4P,5/2,5d3.(4P).6s.(5P).6p,6S*,5/2,,,L11762,
267.57146,267.57189,0.00057,9*,,,29341.426,66703.457,,,9/2,,,11/2,,,L11762,
267.75540,267.755545,0.000143,5,,,19276.431,56612.836,,,5/2,,,7/2,,,L11762,
267.77855,267.778533,0.000029,39,6.36e+06,B,4716.278,42049.478,5d4.(5D).6s,6D,7/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
267.94846,267.94851,0.00014,6,,,33910.548,71220.067,,,11/2,5d4.(1I).6p,2I*,13/2,,,L11762,
267.96270,267.962678,0.000029,33,,,14967.745,52275.291,,,5/2,,,7/2,,,L11762,
267.97365,267.97365,0.00003,27,,,19070.550,56376.569,,,9/2,,,11/2,,,L11762,
268.05265,268.05257,0.00014,5,,,19637.309,56932.345,,,5/2,,,3/2,,,L11762,
268.321471,268.321471,0.000015,71,,,13173.337,50430.999,5d4.(5D).6s,4D,1/2,,,3/2,,,L11762,
268.35054,268.35054,0.00004,21,,,33910.548,71164.174,,,11/2,,,11/2,,,L11762,
268.36122,268.36120,0.00004,18,,,23803.702,61055.849,,,7/2,,,9/2,,,L11762,
268.38357,268.38373,0.00014,6,,,22194.031,59443.051,,,7/2,,,5/2,,,L11762,
268.43195,268.43208,0.00014,7,,,35315.585,72557.895,,,7/2,,,9/2,,,L11762,
268.50635,268.50641,0.00010,8,,,23046.724,60278.726,,,7/2,,,9/2,,,L11762,
268.53624,268.53633,0.00022,4,,,25209.233,62437.086,,,9/2,,,9/2,,,L11762,
268.63381,268.63382,0.00014,5,,,30632.927,67847.271,,,9/2,,,9/2,,,L11762,
268.69320,268.69319,0.00004,18,,,23450.418,60656.540,5d4.(3D).6s,4D,5/2,,,5/2,,,L11762,
268.69904,268.699065,0.000043,23,,,22194.031,59399.339,,,7/2,,,9/2,,,L11762,
268.82171,268.82171,0.00004,24,,,16234.715,53423.050,,,5/2,,,3/2,,,L11762,
269.06896,269.06895,0.00005,17,,,34090.867,71245.032,5d5,4F,9/2,,,9/2,,,L11762,
269.17507,269.17509,0.00008,10,,,24991.591,62131.107,,,3/2,,,1/2,,,L11762,
269.23466,269.23470,0.00015,7,,,19637.309,56768.602,,,5/2,,,7/2,,,L11762,
269.43741,269.437404,0.000022,47,,,16234.715,53338.075,,,5/2,,,7/2,,,L11762,
269.45815,269.458176,0.000044,19,,,23955.349,61055.849,,,11/2,,,9/2,,,L11762,
269.48136,269.48127,0.00022,4,,,23803.702,60901.023,,,7/2,,,5/2,,,L11762,
269.49784,269.49779,0.00010,8,,,16234.715,53329.762,,,5/2,,,3/2,,,L11762,
269.58556,269.58537,0.00029,3,,,27273.753,64356.750,,,7/2,,,7/2,,,L11762,
269.770985,269.770978,0.000008,178,4.96e+07,B,1518.829,38576.313,5d4.(5D).6s,6D,3/2,,,1/2,,T7162,L11762,
269.80660,269.80660,0.00022,5,,,25672.099,62724.690,,,5/2,,,3/2,,,L11762,
269.86931,269.869559,0.000291,3,,,23234.778,60278.726,,,9/2,,,9/2,,,L11762,
269.90151,269.90152,0.00009,11,,,26226.897,63266.459,,,5/2,,,7/2,,,L11762,
270.03122,270.03124,0.00004,22,,,23234.778,60256.547,,,9/2,,,7/2,,,L11762,
270.10047,270.10047,0.00009,9,,,28631.688,65643.968,,,7/2,,,7/2,,,L11762,
270.14747,270.147489,0.000037,31,,,14857.160,51862.999,,,9/2,,,7/2,,,L11762,
270.210748,270.210741,0.000008,209,,,19442.466,56439.643,5d4.(3H).6s,4H,13/2,5d4.(3H).6p,4H*,13/2,,,L11762,
270.21817,270.218155,0.000292,3,2.87e+06,B,10592.485,47588.647,,,3/2,5d4.(5D).6p,6P*,3/2,,T7162,L11762,
270.26261,270.26250,0.00051,2,,,28490.920,65481.012,,,3/2,5d3.(4P).6s.(5P).6p,6S*,5/2,,,L11762,
270.30529,270.305287,0.000022,46,,,23234.778,60219.015,,,9/2,,,11/2,,,L11762,
270.31090,270.310864,0.000146,7,,,11301.024,48284.498,5d3.6s2,4F,5/2,,,5/2,,,L11762,
270.345617,270.345617,0.000008,108,,,31100.286,68079.006,5d5,2I,11/2,5d4.(1I).6p,2K*,13/2,,,L11762,
270.36902,270.36896,0.00015,7,,,19637.309,56612.836,,,5/2,,,7/2,,,L11762,
270.55760,270.55714,0.00081,7*,,,30223.744,67173.555,,,3/2,,,5/2,,,L11762,
270.55760,270.55843,0.00081,7*,,,20780.358,57729.994,,,9/2,,,7/2,,,L11762,
270.58790,270.58758,0.00022,5,,,23046.724,59992.379,,,7/2,,,5/2,,,L11762,
270.66908,270.669139,0.000073,11,3.67e+06,B,7420.261,44354.784,5d5,6S,5/2,,,5/2,,T7162,L11762,
270.67223,270.67222,0.00004,21,,,19442.466,56376.569,5d4.(3H).6s,4H,13/2,,,11/2,,,L11762,
270.67432,270.67420,0.00037,4,,,27273.753,64207.585,,,7/2,,,9/2,,,L11762,
270.70535,270.70539,0.00008,10,,,29341.426,66271.003,,,9/2,,,9/2,,,L11762,
270.95726,270.957238,0.000022,47,,,14967.745,51862.999,,,5/2,,,7/2,,,L11762,
271.07800,271.07800,0.00006,15,,,16234.715,53113.533,,,5/2,,,5/2,,,L11762,
271.26911,271.26912,0.00004,23,,,23803.702,60656.540,,,7/2,,,5/2,,,L11762,
271.48475,271.48498,0.00029,3,,,31538.785,68362.322,,,5/2,,,7/2,,,L11762,
271.49319,271.49317,0.00022,3,,,23046.724,59869.150,,,7/2,,,7/2,,,L11762,
271.53375,271.533746,0.000022,54,,,16553.087,53370.011,5d4.(3H).6s,4H,9/2,,,9/2,,,L11762,
271.60024,271.60008,0.00022,4*,,,26158.581,62966.514,5d5,4G,9/2,,,11/2,,,L11762,
