obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
413.765,413.76453+,2000,8.2e+07,B+,4165.550,28327.071,4f2.(3H).6s,4H,9/2,4f2.(3H<4>).6p<3/2>,"(4,3/2)*",11/2,,T8629,L3475,
413.810,413.80973+,270,,,7454.951,31613.833,4f2.(3F).6s,4F,3/2,4f2.(3F<2>).6p<3/2>,"(2,3/2)*",1/2,,,L3475,
413.835,413.83506+,210,,,10869.541,35026.944,4f2.(1G).6s,2G,9/2,4f2.(3F<4>).6p<3/2>,"(4,3/2)*",9/2,,,L3475,
414.240,414.23967+,770,5.43e+07,B+,5616.739,29750.547,4f2.(3H).6s,2H,9/2,4f2.(3H<5>).6p<3/2>,"(5,3/2)*",11/2,,T8629,L3475,
414.449,414.44920+,390,1.79e+07,B+,3854.012,27975.619,4f2.(3H).6s,4H,7/2,4f2.(3H<5>).6p<1/2>,"(5,1/2)*",9/2,,T8629,L3475,
414.500,414.49960+,670,4.91e+07,B+,5616.739,29735.413,4f2.(3H).6s,2H,9/2,4f2.(3H<5>).6p<3/2>,"(5,3/2)*",9/2,,T8629,L3475,
414.623,414.62322+,480,2.46e+07,B+,4523.033,28634.516,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
414.890,414.88987+,280,,,8789.380,32885.367,4f2.(3F).6s,2F,5/2,4f2.(3F<3>).6p<3/2>,"(3,3/2)*",5/2,,,L3475,
414.979,414.97813+,420,8.2e+06,B,5716.216,29807.078,4f.(2F*).5d2.(3F),*,7/2,4f2.(3P).5d,2F,7/2,,T8629,L3475,
414.994,414.99658+,980,3.40e+07,B+,5819.113,29908.904,4f.5d.(3G*).6s,*,9/2,4f.5d.(3G*).6p,4H,9/2,,T8629,L3475,
415.091,415.09049+,420,,,8531.678,32616.019,4f2.(3F).6s,4F,7/2,4f2.(3F<3>).6p<3/2>,"(3,3/2)*",9/2,,,L3475,
415.197,415.19698+,1400,7.5e+07,B+,5513.709,29591.873,4f2.(3H).6s,4H,11/2,4f2.(3H<5>).6p<3/2>,"(5,3/2)*",13/2,,T8629,L3475,
415.313,415.31259+,230,7.6e+06,B+,1873.934,25945.396,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(1G*).6p,,7/2,,T8629,L3475,
415.903,415.90407+,450,,,8280.946,32318.175,4f.(2F*).5d2.(3P),2D*,5/2,4f.5d.(3F*).6p,,7/2,,,L3475,
416.352,416.35207+,310,,,11015.579,35026.944,4f2.(1G).6s,2G,7/2,4f2.(3F<4>).6p<3/2>,"(4,3/2)*",9/2,,,L3475,
416.561,416.55989+,1300,9.0e+07,B+,7341.007,31340.393,4f2.(3H).6s,2H,11/2,4f2.(3H<6>).6p<3/2>,"(6,3/2)*",13/2,,T8629,L3475,
416.688,416.68840+,620,,,10869.541,34861.526,4f2.(1G).6s,2G,9/2,4f2.(1G<4>).6p<3/2>,"(4,3/2)*",11/2,,,L3475,
416.780,416.77979+,250,,,9053.629,33040.353,4f2.(3F).6s,2F,7/2,4f2.(3F<4>).6p<3/2>,*,9/2,,,L3475,
416.977,416.97658+,320,1.36e+07,B,5819.113,29794.517,4f.5d.(3G*).6s,*,9/2,4f.5d.(3F*).6p,,7/2,,T8629,L3475,
416.988,416.98769+,320,2.12e+07,B+,4322.708,28297.473,4f.5d.(3G*).6s,*,5/2,4f.5d.(3G*).6p,4H,7/2,,T8629,L3475,
417.670,417.67020+,340,,,9053.629,32989.218,4f2.(3F).6s,2F,7/2,4f2.(3F<3>).6p<3/2>,"(3,3/2)*",7/2,,,L3475,
418.108,418.10764+,340,,,5118.806,29029.353,4f.5d.(1D*).6s,*,5/2,4f.5d.(3F*).6p,,3/2,,,L3475,
418.533,418.53309+,340,1.64e+07,B+,3363.427,27249.669,4f.5d.(3F*).6s,4F*,5/2,4f.5d.(3F*).6p,4F,5/2,,T8629,L3475,
418.660,418.65941+,3500,,,6967.547,30846.582,4f2.(3H).6s,4H,13/2,4f2.(3H<6>).6p<3/2>,"(6,3/2)*",15/2,,,L3475,
418.732,418.73220+,530,1.42e+07,B+,4459.872,28334.756,4f.5d.(3F*).6s,4F*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
419.309,419.31017+,560*,,,7233.627,31075.603,4f.5d.(3G*).6s,4G*,11/2,4f.5d.(3G*).6p,,9/2,,,L3475,
419.309,419.30655+,560*,6.6e+06,B,5964.896,29807.078,4f.(2F*).5d2.(3F),4F*,7/2,4f2.(3P).5d,2F,7/2,,T8629,L3475,
419.328,419.32834+,370,4.17e+07,B+,8531.678,32372.621,4f2.(3F).6s,4F,7/2,4f2.(3H<6>).6p<3/2>,"(6,3/2)*",9/2,,T8629,L3475,
419.387,419.38713+,370,1.56e+07,B+,4459.872,28297.473,4f.5d.(3F*).6s,4F*,7/2,4f.5d.(3G*).6p,4H,7/2,,T8629,L3475,
419.634,419.63325+,630,2.16e+07,B+,3363.427,27187.047,4f.5d.(3F*).6s,4F*,5/2,4f.5d.(3F*).6p,4G,7/2,,T8629,L3475,
419.800,419.79951+,280,,,4910.963,28725.148,4f.5d.(3H*).6s,*,11/2,4f.5d.(3H*).6p,,9/2,,,L3475,
419.867,419.86401+,280,,,7341.007,31151.534,4f2.(3H).6s,2H,11/2,4f2.(3H<6>).6p<3/2>,"(6,3/2)*",11/2,,,L3475,
419.867,419.86401+,280,,,7341.007,31151.534,4f2.(3H).6s,2H,11/2,4f2.(3H<6>).6p<3/2>,"(6,3/2)*",11/2,,,L3475,
419.872,419.87208+,840,1.80e+07,B+,4165.550,27975.619,4f2.(3H).6s,4H,9/2,4f2.(3H<5>).6p<1/2>,"(5,1/2)*",9/2,,T8629,L3475,
420.124,420.12398+,240,,,7293.938,31089.731,4f.(2F*).5d2.(3F),2I*,13/2,4f.5d.(3F*).6p,4G,11/2,,,L3475,
420.132,420.13244+,100,,,8402.668,32197.982,4f.5d.(3D*).6s,4D*,7/2,4f2.(1I).5d,,9/2,,,L3475,
420.294,420.29314+,910*,2.20e+07,B+,4511.257,28297.473,4f.5d.(3G*).6s,4G*,5/2,4f.5d.(3G*).6p,4H,7/2,,T8629,L3475,
420.294,420.29577+,910*,1.08e+07,B+,3593.882,27379.949,4f.5d.(1G*).6s,*,9/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
420.941,420.9406+,270,7.8e+06,B+,5513.709,29263.338,4f2.(3H).6s,4H,11/2,4f2.(3H<6>).6p<1/2>,"(6,1/2)*",11/2,,T8629,L3475,
421.404,421.4033+,370,1.11e+07,B,4910.963,28634.516,4f.5d.(3H*).6s,*,11/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
421.759,421.7587+,310,,,8531.678,32235.239,4f2.(3F).6s,4F,7/2,4f2.(3F<2>).6p<3/2>,"(2,3/2)*",7/2,,,L3475,
422.260,422.2597+,1500,2.67e+07,B+,987.611,24663.053,4f.(2F*).5d2.(3F),*,9/2,4f.5d.(1G*).6p,,9/2,,T8629,L3475,
422.775,422.7747+,770,2.50e+07,B+,5616.739,29263.338,4f2.(3H).6s,2H,9/2,4f2.(3H<6>).6p<1/2>,"(6,1/2)*",11/2,,T8629,L3475,
423.174,423.1746+,390,,,10035.711,33659.968,4f.(2F*).5d2.(3P),4G*,11/2,4f.5d.(3H*).6p,,11/2,,,L3475,
423.421,423.4211+,240,1.43e+07,B+,4201.893,27812.398,4f.(2F*).5d2.(3F),4F*,3/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
423.602,423.6016+,200,1.50e+07,B+,4737.373,28337.814,4f.(2F*).5d2.(3F),*,5/2,4f.5d.(3G*).6p,,5/2,,T8629,L3475,
423.992,423.9910+,980,3.68e+07,B+,3854.012,27432.782,4f2.(3H).6s,4H,7/2,4f2.(3H<4>).6p<3/2>,"(4,3/2)*",9/2,,T8629,L3475,
424.272,424.2720+,390,1.19e+07,B+,2382.246,25945.396,4f.5d.(1G*).6s,*,9/2,4f.5d.(1G*).6p,,7/2,,T8629,L3475,
424.589,424.5878+,310,,,5819.113,29364.740,4f.5d.(3G*).6s,*,9/2,4f2.(3P).5d,,7/2,,,L3475,
424.598,424.5973+,310,1.54e+07,B+,4266.397,27811.496,4f.5d.(3G*).6s,*,7/2,4f2.(3P).5d,,7/2,,T8629,L3475,
424.672,424.6713+,390,2.56e+07,B+,2140.492,25681.488,4f.(2F*).5d2.(3F),*,1/2,4f.5d.(3F*).6p,,3/2,,T8629,L3475,
424.868,424.8671+,1100,4.03e+07,B+,5513.709,29043.854,4f2.(3H).6s,4H,11/2,4f2.(3H<6>).6p<1/2>,"(6,1/2)*",13/2,,T8629,L3475,
425.337,425.3362+,390,1.74e+07,B+,3745.475,27249.669,4f.(2F*).5d2.(3F),4D*,3/2,4f.5d.(3F*).6p,4F,5/2,,T8629,L3475,
425.579,425.5782+,620,2.70e+07,B+,5675.763,29166.597,4f.5d.(3F*).6s,4F*,9/2,4f.5d.(3F*).6p,4G,9/2,,T8629,L3475,
426.343,426.3423+,200,,,8402.668,31851.397,4f.5d.(3D*).6s,4D*,7/2,4f.5d.(3D*).6p,,5/2,,,L3475,
427.019,427.0184+,620,1.96e+07,B+,4523.033,27934.638,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
427.072,427.0714+,390,,,7722.285,31130.983,4f2.(3F).6s,4F,5/2,4f2.(3H<5>).6p<3/2>,*,7/2,,,L3475,
427.886,427.8860+,200,6.3e+06,B+,2581.257,25945.396,4f.(2F*).5d2.(3F),4H*,9/2,4f.5d.(1G*).6p,,7/2,,T8629,L3475,
428.537,428.5361+,280,,,7341.007,30669.702,4f2.(3H).6s,2H,11/2,4f2.(3F<4>).6p<1/2>,"(4,1/2)*",9/2,,,L3475,
428.866,428.8663+,200,5.25e+06,B+,2634.666,25945.396,4f.5d.(3F*).6s,*,5/2,4f.5d.(1G*).6p,,7/2,,T8629,L3475,
428.944,428.9447+,200,8.0e+06,B,3593.882,26900.354,4f.5d.(1G*).6s,*,9/2,4f.5d.(3H*).6p,,7/2,,T8629,L3475,
428.994,428.9932+,2000,5.84e+07,B+,2641.559,25945.396,4f.5d.(1G*).6s,*,7/2,4f.5d.(1G*).6p,,7/2,,T8629,L3475,
429.607,429.6084+,200*,,,8927.514,32197.982,4f.5d.(3H*).6s,*,11/2,4f2.(1I).5d,,9/2,,,L3475,
429.607,429.6051+,200*,5.1e+06,B,6638.258,29908.904,4f.(2F*).5d2.(3F),*,9/2,4f.5d.(3G*).6p,4H,9/2,,T8629,L3475,
429.667,429.6681+,1500,5.32e+07,B+,4165.550,27432.782,4f2.(3H).6s,4H,9/2,4f2.(3H<4>).6p<3/2>,"(4,3/2)*",9/2,,T8629,L3475,
429.678,429.6779+,420,2.35e+07,B+,6913.392,30180.096,4f.5d.(3H*).6s,4H*,13/2,4f.5d.(3H*).6p,4I,13/2,,T8629,L3475,
429.936,429.9357+,590,9.9e+06,B+,1410.304,24663.053,4f.(2F*).5d2.(3F),4I*,9/2,4f.5d.(1G*).6p,,9/2,,T8629,L3475,
430.033,430.0328+,770,2.21e+07,B+,3593.882,26841.384,4f.5d.(1G*).6s,*,9/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
430.514,430.5140+,420,2.03e+07,B+,6913.392,30134.910,4f.5d.(3H*).6s,4H*,13/2,4f.5d.(3H*).6p,4H,11/2,,T8629,L3475,
430.672,430.6726+,770,2.42e+07,B+,4165.550,27378.515,4f2.(3H).6s,4H,9/2,4f2.(3H<5>).6p<1/2>,"(5,1/2)*",11/2,,T8629,L3475,
430.974,430.9735+,390,1.55e+07,B+,3703.594,26900.354,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3H*).6p,,7/2,,T8629,L3475,
432.072,432.0719+,560,1.45e+07,B+,3703.594,26841.384,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
433.045,433.0441+,310,1.30e+07,B+,2595.644,25681.488,4f.5d.(3F*).6s,4F*,3/2,4f.5d.(3F*).6p,,3/2,,T8629,L3475,
433.271,433.2703+,310*,9.2e+06,B+,5651.357,28725.148,4f.5d.(3H*).6s,4H*,11/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
433.271,433.2641+,310*,2.54e+06,B,4737.373,27811.496,4f.(2F*).5d2.(3F),*,5/2,4f2.(3P).5d,,7/2,,T8629,L3475,
433.623,433.6244+,240,,,5675.763,28730.712,4f.5d.(3F*).6s,4F*,9/2,4f.5d.(3F*).6p,4F,7/2,,,L3475,
433.628,433.6275+,150,,,4459.872,27514.660,4f.5d.(3F*).6s,4F*,7/2,4f2.(3P).5d,4D,7/2,,,L3475,
433.777,433.7773+,980,4.35e+07,B+,2634.666,25681.488,4f.5d.(3F*).6s,*,5/2,4f.5d.(3F*).6p,,3/2,,T8629,L3475,
433.931,433.9312+,340,,,10869.541,33908.193,4f2.(1G).6s,2G,9/2,4f2.(3F<4>).6p<1/2>,*,9/2,,,L3475,
434.979,434.9789+,700*,1.40e+07,B+,5651.357,28634.516,4f.5d.(3H*).6s,4H*,11/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
434.979,434.9768+,700*,1.11e+07,B+,4266.397,27249.669,4f.5d.(3G*).6s,*,7/2,4f.5d.(3F*).6p,4F,5/2,,T8629,L3475,
435.271,435.2707+,560,3.29e+07,B+,4844.644,27812.398,4f.(2F*).5d2.(3F),*,3/2,4f.5d.(3F*).6p,,5/2,,T8629,L3475,
436.466,436.4653+,910,2.95e+07,B+,3995.460,26900.354,4f.5d.(3H*).6s,4H*,7/2,4f.5d.(3H*).6p,,7/2,,T8629,L3475,
437.382,437.3814+,350,9.7e+06,B+,4523.033,27379.949,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
437.592,437.5919+,530,1.49e+07,B+,3995.460,26841.384,4f.5d.(3H*).6s,4H*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
438.217,438.2165+,910,3.92e+07,B+,5513.709,28327.071,4f2.(3H).6s,4H,11/2,4f2.(3H<4>).6p<3/2>,"(4,3/2)*",11/2,,T8629,L3475,
438.684,438.6827+,700,1.43e+07,B+,1873.934,24663.053,4f.(2F*).5d2.(3F),*,7/2,4f.5d.(1G*).6p,,9/2,,T8629,L3475,
438.801,438.8005+,310,1.18e+07,B+,6967.547,29750.547,4f2.(3H).6s,4H,13/2,4f2.(3H<5>).6p<3/2>,"(5,3/2)*",11/2,,T8629,L3475,
439.166,439.1659+,1700,5.29e+07,B+,2595.644,25359.686,4f.5d.(3F*).6s,4F*,3/2,4f.5d.(3F*).6p,4G,5/2,,T8629,L3475,
439.879,439.8783+,200,7.5e+06,B+,4459.872,27187.047,4f.5d.(3F*).6s,4F*,7/2,4f.5d.(3F*).6p,4G,7/2,,T8629,L3475,
439.920,439.9200+,510,2.11e+07,B+,2634.666,25359.686,4f.5d.(3F*).6s,*,5/2,4f.5d.(3F*).6p,4G,5/2,,T8629,L3475,
441.064,441.0637+,350,,,10869.541,33535.636,4f2.(1G).6s,2G,9/2,4f2.(1G<4>).6p<1/2>,*,7/2,,,L3475,
441.076,441.0762+,350,,,7454.951,30120.406,4f2.(3F).6s,4F,3/2,4f2.(3F<2>).6p<1/2>,"(2,1/2)*",3/2,,,L3475,
441.690,441.6900+,310,7.4e+06,B+,4266.397,26900.354,4f.5d.(3G*).6s,*,7/2,4f.5d.(3H*).6p,,7/2,,T8629,L3475,
441.878,441.8780+,980,4.51e+07,B+,6967.547,29591.873,4f2.(3H).6s,4H,13/2,4f2.(3H<5>).6p<3/2>,"(5,3/2)*",13/2,,T8629,L3475,
442.368,442.3673+,200,,,8531.678,31130.983,4f2.(3F).6s,4F,7/2,4f2.(3H<5>).6p<3/2>,*,7/2,,,L3475,
442.707,442.7069+,310,9.9e+06,B+,3363.427,25945.396,4f.5d.(3F*).6s,4F*,5/2,4f.5d.(1G*).6p,,7/2,,T8629,L3475,
442.792,442.7916+,480,1.67e+07,B+,4322.708,26900.354,4f.5d.(3G*).6s,*,5/2,4f.5d.(3H*).6p,,7/2,,T8629,L3475,
442.844,442.8438+,310,9.0e+06,B+,4266.397,26841.384,4f.5d.(3G*).6s,*,7/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
442.927,442.9267+,650,,,8774.064,31344.828,4f2.(3F).6s,4F,9/2,4f2.(3F<4>).6p<1/2>,"(4,1/2)*",7/2,,,L3475,
444.439,444.4390+,480,,,7454.951,29948.914,4f2.(3F).6s,4F,3/2,4f2.(3F<2>).6p<1/2>,"(2,1/2)*",5/2,,,L3475,
444.470,444.4699+,450,,,8531.678,31024.076,4f2.(3F).6s,4F,7/2,4f2.(3F<3>).6p<1/2>,"(3,1/2)*",5/2,,,L3475,
444.934,444.9330+,770,3.10e+07,B+,4910.963,27379.949,4f.5d.(3H*).6s,*,11/2,4f.5d.(1G*).6p,,11/2,,T8629,L3475,
445.073,445.0732+,620,2.30e+07,B+,5513.709,27975.619,4f2.(3H).6s,4H,11/2,4f2.(3H<5>).6p<1/2>,"(5,1/2)*",9/2,,T8629,L3475,
446.021,446.0207+,2400,8.0e+07,B+,3854.012,26268.203,4f2.(3H).6s,4H,7/2,4f2.(3H<4>).6p<1/2>,"(4,1/2)*",7/2,,T8629,L3475,
446.114,446.1133+,450,2.31e+07,B+,7341.007,29750.547,4f2.(3H).6s,2H,11/2,4f2.(3H<5>).6p<3/2>,"(5,3/2)*",11/2,,T8629,L3475,
446.341,446.3408+,420,,,7722.285,30120.406,4f2.(3F).6s,4F,5/2,4f2.(3F<2>).6p<1/2>,"(2,1/2)*",3/2,,,L3475,
446.754,446.7556+,280,,,4523.033,26900.354,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(3H*).6p,,7/2,,,L3475,
447.124,447.1241+,1400,5.60e+07,B+,5616.739,27975.619,4f2.(3H).6s,2H,9/2,4f2.(3H<5>).6p<1/2>,"(5,1/2)*",9/2,,T8629,L3475,
447.272,447.2715+,450,1.06e+07,B+,3593.882,25945.396,4f.5d.(1G*).6s,*,9/2,4f.5d.(1G*).6p,,7/2,,T8629,L3475,
447.936,447.9361+,700*,1.20e+07,B+,4523.033,26841.384,4f.5d.(3H*).6s,4H*,9/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
447.936,447.9419+,700*,9.8e+06,B,3363.427,25681.488,4f.5d.(3F*).6s,4F*,5/2,4f.5d.(3F*).6p,,3/2,,T8629,L3475,
448.390,448.3893+,700,3.49e+07,B+,6967.547,29263.338,4f2.(3H).6s,4H,13/2,4f2.(3H<6>).6p<1/2>,"(6,1/2)*",11/2,,T8629,L3475,
448.691,448.6909+,840,2.20e+07,B+,2382.246,24663.053,4f.5d.(1G*).6s,*,9/2,4f.5d.(1G*).6p,,9/2,,T8629,L3475,
449.785,449.7846+,250,,,7722.285,29948.914,4f2.(3F).6s,4F,5/2,4f2.(3F<2>).6p<1/2>,"(2,1/2)*",5/2,,,L3475,
451.586,451.5848+,110,,,8531.678,30669.702,4f2.(3F).6s,4F,7/2,4f2.(3F<4>).6p<1/2>,"(4,1/2)*",9/2,,,L3475,
451.959,451.9594+,100,,,10869.541,32989.218,4f2.(1G).6s,2G,9/2,4f2.(3F<3>).6p<3/2>,"(3,3/2)*",7/2,,,L3475,
452.308,452.3075+,770,3.42e+07,B+,4165.550,26268.203,4f2.(3H).6s,4H,9/2,4f2.(3H<4>).6p<1/2>,"(4,1/2)*",7/2,,T8629,L3475,
452.735,452.7348+,840*,2.10e+07,B+,2581.257,24663.053,4f.(2F*).5d2.(3F),4H*,9/2,4f.5d.(1G*).6p,,9/2,,T8629,L3475,
452.735,452.7423+,840*,4.6e+06,C+,7713.089,29794.517,4f.(2F*).5d2.(1G),*,9/2,4f.5d.(3F*).6p,,7/2,,T8629,L3475,
452.847,452.8473+,840,4.52e+07,B+,6967.547,29043.854,4f2.(3H).6s,4H,13/2,4f2.(3H<6>).6p<1/2>,"(6,1/2)*",13/2,,T8629,L3475,
453.249,453.2488+,110,,,13659.329,35716.083,4f.(2F*).5d2.(3P),*,9/2,4f.5d.(3G*).6p,2H,11/2,,,L3475,
453.907,453.9069+,110,,,11015.579,33040.353,4f2.(1G).6s,2G,7/2,4f2.(3F<4>).6p<3/2>,*,9/2,,,L3475,
453.975,453.9745+,840,2.67e+07,B+,2641.559,24663.053,4f.5d.(1G*).6s,*,7/2,4f.5d.(1G*).6p,,9/2,,T8629,L3475,
454.496,454.4953+,210,8.8e+06,B+,3363.427,25359.686,4f.5d.(3F*).6s,4F*,5/2,4f.5d.(3F*).6p,4G,5/2,,T8629,L3475,
455.130,455.1291+,250,1.22e+07,B+,5969.007,27934.638,4f.(2F*).5d2.(1G),*,11/2,4f.5d.(3H*).6p,,9/2,,T8629,L3475,
456.028,456.0280+,650,4.07e+07,B+,7341.007,29263.338,4f2.(3H).6s,2H,11/2,4f2.(3H<6>).6p<1/2>,"(6,1/2)*",11/2,,T8629,L3475,
456.096,456.0958+,310,1.78e+07,B+,5513.709,27432.782,4f2.(3H).6s,4H,11/2,4f2.(3H<4>).6p<3/2>,"(4,3/2)*",9/2,,T8629,L3475,
456.236,456.2359+,2100,5.18e+07,B+,3854.012,25766.355,4f2.(3H).6s,4H,7/2,4f2.(3H<4>).6p<1/2>,"(4,1/2)*",9/2,,T8629,L3475,
456.584,456.5840+,420,,,8774.064,30669.702,4f2.(3F).6s,4F,9/2,4f2.(3F<4>).6p<1/2>,"(4,1/2)*",9/2,,,L3475,
457.228,457.2278+,1100,4.37e+07,B+,5513.709,27378.515,4f2.(3H).6s,4H,11/2,4f2.(3H<5>).6p<1/2>,"(5,1/2)*",11/2,,T8629,L3475,
458.250,458.2499+,420,1.41e+07,B+,5616.739,27432.782,4f2.(3H).6s,2H,9/2,4f2.(3H<4>).6p<3/2>,"(4,3/2)*",9/2,,T8629,L3475,
459.112,459.1116+,130,1.22e+07,B,8927.514,30702.610,4f.5d.(3H*).6s,*,11/2,4f.5d.(3G*).6p,,9/2,,T8629,L3475,
459.393,459.3926+,840,3.11e+07,B+,5616.739,27378.515,4f2.(3H).6s,2H,9/2,4f2.(3H<5>).6p<1/2>,"(5,1/2)*",11/2,,T8629,L3475,
460.640,460.6400+,420,1.95e+07,B+,7341.007,29043.854,4f2.(3H).6s,2H,11/2,4f2.(3H<6>).6p<1/2>,"(6,1/2)*",13/2,,T8629,L3475,
462.490,462.4892+,420,,,9053.629,30669.702,4f2.(3F).6s,2F,7/2,4f2.(3F<4>).6p<1/2>,"(4,1/2)*",9/2,,,L3475,
