obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
310.846,310.8455+,60,,,0.00,32160.99,5d2,a 3F,2,5d.6p,x 3P*,1,,,L3475,
314.276,314.2760+,130,,,1394.46,33204.41,5d2,,2,6s.6p,*,2,,,L3475,
319.302,319.3020+,75,,,1895.15,33204.41,5d.6s,a 3D,1,6s.6p,*,2,,,L3475,
324.513,324.5122+,510,,,1394.46,32201.05,5d2,,2,5d.6p,x 1F*,3,,,L3475,
324.935,324.9348+,260,,,1394.46,32160.99,5d2,,2,5d.6p,x 3P*,1,,,L3475,
326.567,326.5665+,550,,,2591.60,33204.41,5d.6s,a 3D,2,6s.6p,*,2,,,L3475,
330.311,330.3104+,800,,,1895.15,32160.99,5d.6s,a 3D,1,5d.6p,x 3P*,1,,,L3475,
333.749,333.7486+,1500,,,3250.35,33204.41,5d.6s,a 3D,3,6s.6p,*,2,,,L3475,
334.456,334.4564+,870,,,1895.15,31785.82,5d.6s,a 3D,1,5d.6p,x 3P*,0,,,L3475,
337.633,337.6330+,200,,,2591.60,32201.05,5d.6s,a 3D,2,5d.6p,x 1F*,3,,,L3475,
338.091,338.0905+,1500,,,2591.60,32160.99,5d.6s,a 3D,2,5d.6p,x 3P*,1,,,L3475,
345.218,345.2184+,130,,,1394.46,30353.33,5d2,,2,4f.5d,y 1P*,1,,,L3475,
345.317,345.3159+,180,,,3250.35,32201.05,5d.6s,a 3D,3,5d.6p,x 1F*,3,,,L3475,
351.000,350.9992+,75,,,1016.10,29498.05,5d2,a 3F,3,6s.6p,*,2,,,L3475,
351.293,351.2923+,75,,,1895.15,30353.33,5d.6s,a 3D,1,4f.5d,y 1P*,1,,,L3475,
355.082,355.0809+,45,,,0.00,28154.55,5d2,a 3F,2,6s.6p,*,1,,,L3475,
355.726,355.7248+,65,,,1394.46,29498.05,5d2,,2,6s.6p,*,2,,,L3475,
360.106,360.1054+,65,,,2591.60,30353.33,5d.6s,a 3D,2,4f.5d,y 1P*,1,,,L3475,
361.234,361.2338+,75,,,24462.66,52137.67,5d.6p,y 1D*,2,5d.6d,f 1F,3,,,L3475,
362.883,362.8822+,320,4.0e+06,C+,1016.10,28565.40,5d2,a 3F,3,5d.6p,x 3F*,4,,T7455,L3475,
363.715,363.7141+,120,,,5718.12,33204.41,5d2,a 3P,1,6s.6p,*,2,,,L3475,
364.166,364.1693+,170u,,,27388.11,54840.04,5d.6p,y 3D*,2,5d.6d,f 3F,3,,,L3475,
364.542,364.5414+,1000,4.3e+07,B,0.00,27423.91,5d2,a 3F,2,5d.6p,*,1,,T7455,L3475,
365.018,365.0179+,390,,,0.00,27388.11,5d2,a 3F,2,5d.6p,y 3D*,2,,,L3475,
366.208,366.2075+,170,3.0e+06,C,1016.10,28315.25,5d2,a 3F,3,5d.6p,y 3D*,3,,T7455,L3475,
370.181,370.1814+,35,,,28315.25,55321.35,5d.6p,y 3D*,3,5d.6d,f 3F,4,,,L3475,
370.582,370.5808+,320,,,6227.42,33204.41,5d2,a 3P,2,6s.6p,*,2,,,L3475,
371.354,371.3545+,550,1.09e+07,C+,1394.46,28315.25,5d2,,2,5d.6p,y 3D*,3,,T7455,L3475,
371.487,371.4856+,140,,,5249.70,32160.99,5d2,a 3P,0,5d.6p,x 3P*,1,,,L3475,
371.553,371.5524+,270,,,2591.60,29498.05,5d.6s,a 3D,2,6s.6p,*,2,,,L3475,
372.505,372.5048+,90,,,0.00,26837.66,5d2,a 3F,2,5d.6p,x 3F*,3,,,L3475,
373.585,373.5846+,35,,,1394.46,28154.55,5d2,,2,6s.6p,*,1,,,L3475,
375.908,375.9079+,2400,4.9e+07,B,1970.70,28565.40,5d2,a 3F,4,5d.6p,x 3F*,4,,T7455,L3475,
377.312,377.3124+,75,,,26837.66,53333.37,5d.6p,x 3F*,3,5d.6d,f 3G,4,,,L3475,
378.067,378.0664+,120,,,5718.12,32160.99,5d2,a 3P,1,5d.6p,x 3P*,1,,,L3475,
378.481,378.4795+,65,,,0.00,26414.01,5d2,a 3F,2,5d.6p,x 3F*,2,,,L3475,
379.083,379.0823+,3700,9.9e+07,B+,1016.10,27388.11,5d2,a 3F,3,5d.6p,y 3D*,2,,T7455,L3475,
379.478,379.4774+,3900,1.07e+08,B,1970.70,28315.25,5d2,a 3F,4,5d.6p,y 3D*,3,,T7455,L3475,
380.879,380.8776+,65,,,3250.35,29498.05,5d.6s,a 3D,3,6s.6p,*,2,,,L3475,
383.508,383.5077+,190,,,5718.12,31785.82,5d2,a 3P,1,5d.6p,x 3P*,0,,,L3475,
384.072,384.0713+,600,2.18e+07,B,1394.46,27423.91,5d2,,2,5d.6p,*,1,,T7455,L3475,
384.600,384.6003+,120,,,1394.46,27388.11,5d2,,2,5d.6p,y 3D*,2,,,L3475,
384.902,384.9006+,1600,5.3e+07,B+,0.00,25973.37,5d2,a 3F,2,5d.6p,y 3D*,1,,T7455,L3475,
385.491,385.4913+,130,,,6227.42,32160.99,5d2,a 3P,2,5d.6p,x 3P*,1,,,L3475,
386.449,386.4498+,80,,,28565.40,54434.65,5d.6p,x 3F*,4,5d.6d,f 3G,5,,,L3475,
387.164,387.1635+,3400,4.67e+07,B+,1016.10,26837.66,5d2,a 3F,3,5d.6p,x 3F*,3,,T7455,L3475,
388.637,388.6372+,1700,3.3e+07,C+,2591.60,28315.25,5d.6s,a 3D,2,5d.6p,y 3D*,3,,T7455,L3475,
391.081,391.0804+,40,,,2591.60,28154.55,5d.6s,a 3D,2,6s.6p,*,1,,,L3475,
391.605,391.6042+,1300,4.5e+07,B,1895.15,27423.91,5d.6s,a 3D,1,5d.6p,*,1,,T7455,L3475,
392.154,392.1541+,1100,3.1e+07,C+,1895.15,27388.11,5d.6s,a 3D,1,5d.6p,y 3D*,2,,T7455,L3475,
392.922,392.9211+,2200,2.97e+07,B+,1394.46,26837.66,5d2,,2,5d.6p,x 3F*,3,,T7455,L3475,
393.622,393.6218+,180,4.5e+06,C+,1016.10,26414.01,5d2,a 3F,3,5d.6p,x 3F*,2,,T7455,L3475,
394.910,394.9102+,9000,1.47e+08,B+,3250.35,28565.40,5d.6s,a 3D,3,5d.6p,x 3F*,4,,T7455,L3475,
398.852,398.8515+,4400,9.7e+07,B,3250.35,28315.25,5d.6s,a 3D,3,5d.6p,y 3D*,3,,T7455,L3475,
399.575,399.5745+,3600,7.2e+07,B+,1394.46,26414.01,5d2,,2,5d.6p,x 3F*,2,,T7455,L3475,
402.359,402.3578+,90,,,14375.17,39221.65,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",4,,,L3475,
402.588,402.5874+,250,5.9e+06,C,2591.60,27423.91,5d.6s,a 3D,2,5d.6p,*,1,,T7455,L3475,
403.169,403.1686+,2800,6.8e+07,B,2591.60,27388.11,5d.6s,a 3D,2,5d.6p,y 3D*,2,,T7455,L3475,
403.659,403.6585+,40,,,7394.57,32160.99,6s2,a 1S,0,5d.6p,x 3P*,1,,,L3475,
404.291,404.2901+,3000,,,7473.32,32201.05,5d2,a 1G,4,5d.6p,x 1F*,3,,,L3475,
405.008,405.0073+,320,,,15773.77,40457.71,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",2,,,L3475,
406.739,406.7380+,850,1.49e+07,B,1394.46,25973.37,5d2,,2,5d.6p,y 3D*,1,,T7455,L3475,
407.671,407.6703+,110,9.9e+05,C+,0.00,24522.70,5d2,a 3F,2,4f.5d,y 1F*,3,,T7455,L3475,
407.735,407.7342+,2800,7.0e+07,B+,1895.15,26414.01,5d.6s,a 3D,1,5d.6p,x 3F*,2,,T7455,L3475,
408.672,408.6709+,5500,6.8e+07,B+,0.00,24462.66,5d2,a 3F,2,5d.6p,y 1D*,2,,T7455,L3475,
409.954,409.9535+,280,,,14147.98,38534.11,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",2,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",1,,,L3475,
412.323,412.3218+,4400,7.5e+07,B+,2591.60,26837.66,5d.6s,a 3D,2,5d.6p,x 3F*,3,,T7455,L3475,
414.174,414.1718+,550,1.70e+07,B,3250.35,27388.11,5d.6s,a 3D,3,5d.6p,y 3D*,2,,T7455,L3475,
415.197,415.1960+,1100,4.45e+07,B+,1895.15,25973.37,5d.6s,a 3D,1,5d.6p,y 3D*,1,,T7455,L3475,
415.278,415.2773+,220,,,14147.98,38221.49,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",2,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",2,,,L3475,
419.236,419.2338+,280,,,14375.17,38221.49,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",2,,,L3475,
419.655,419.6546+,1500,3.81e+07,B+,2591.60,26414.01,5d.6s,a 3D,2,5d.6p,x 3F*,2,,T7455,L3475,
420.404,420.404+,240,,,5718.12,29498.05,5d2,a 3P,1,6s.6p,*,2,,,L3475,
421.756,421.754+,300,,,15698.74,39402.55,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",3,,,L3475,
423.095,423.094+,200,,,15773.77,39402.55,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",3,,,L3475,
423.838,423.837+,1600,2.93e+07,B+,3250.35,26837.66,5d.6s,a 3D,3,5d.6p,x 3F*,3,,T7455,L3475,
424.999,424.998+,140,,,15698.74,39221.65,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",4,,,L3475,
426.359,426.358+,320,,,15773.77,39221.65,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",4,,,L3475,
426.950,426.949+,480,,,14375.17,37790.57,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",4,,,L3475,
427.564,427.563+,240,8.7e+06,B,2591.60,25973.37,5d.6s,a 3D,2,5d.6p,y 3D*,1,,T7455,L3475,
428.697,428.696+,600,,,15698.74,39018.74,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",5,,,L3475,
429.605,429.605+,600,,,6227.42,29498.05,5d2,a 3P,2,6s.6p,*,2,,,L3475,
430.044,430.043+,120,1.89e+06,B,0.00,23246.93,5d2,a 3F,2,4f.5d,z 3P*,2,,T7455,L3475,
431.590,431.589+,50,,,3250.35,26414.01,5d.6s,a 3D,3,5d.6p,x 3F*,2,,,L3475,
432.251,432.250+,440,5.9e+06,B+,1394.46,24522.70,5d2,,2,4f.5d,y 1F*,3,,T7455,L3475,
433.374,433.375+,4600,6.2e+07,B+,1394.46,24462.66,5d2,,2,5d.6p,y 1D*,2,,T7455,L3475,
433.496,433.497+,20,,,14147.98,37209.71,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",2,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",3,,,L3475,
435.440,435.441+,550,,,7394.57,30353.33,6s2,a 1S,0,4f.5d,y 1P*,1,,,L3475,
436.467,436.466+,110,,,5249.70,28154.55,5d2,a 3P,0,6s.6p,*,1,,,L3475,
437.810,437.810+,110,,,14375.17,37209.71,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",3,,,L3475,
438.344,438.345+,280,,,14147.98,36954.65,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",2,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",3,,,L3475,
438.520,438.519+,100,,,14375.17,37172.79,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",4,,,L3475,
441.121,441.121+,50,,,28565.40,51228.57,5d.6p,x 3F*,4,5d.(2D<5/2>).7s<1/2>,"(5/2,1/2)",3,,,L3475,
441.916,441.914+,80,,,16599.17,39221.65,4f.5d,z 1G*,4,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",4,,,L3475,
442.755,442.756+,260,,,14375.17,36954.65,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",3,,,L3475,
442.990,442.991+,2000,3.03e+07,B+,1895.15,24462.66,5d.6s,a 3D,1,5d.6p,y 1D*,2,,T7455,L3475,
443.298,443.295+,160bl,5.8e+05,C+,1970.70,24522.70,5d2,a 3F,4,4f.5d,y 1F*,3,,T7455,L3475,
443.585,443.584+,50,2.1e+05,C,0.00,22537.30,5d2,a 3F,2,4f.5d,z 3D*,3,,T7455,L3475,
445.580,445.579+,100,,,5718.12,28154.55,5d2,a 3P,1,6s.6p,*,1,,,L3475,
452.237,452.235+,850,,,10094.86,32201.05,5d.6s,,2,5d.6p,x 1F*,3,,,L3475,
452.531,452.529+,170,,,15698.74,37790.57,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",4,,,L3475,
452.612,452.611+,420,1.19e+07,C,6227.42,28315.25,5d2,a 3P,2,5d.6p,y 3D*,3,,T7455,L3475,
455.846,455.846+,400,4.94e+06,B+,2591.60,24522.70,5d.6s,a 3D,2,4f.5d,y 1F*,3,,T7455,L3475,
455.929,455.928+,110,,,6227.42,28154.55,5d2,a 3P,2,6s.6p,*,1,,,L3475,
457.488,457.486+,400,5.3e+06,B+,1394.46,23246.93,5d2,,2,4f.5d,z 3P*,2,,T7455,L3475,
458.006,458.004+,200,3.13e+07,B+,5718.12,27545.85,5d2,a 3P,1,6s.6p,y 3P*,0,,T7455,L3475,
460.578,460.578+,160,6.9e+06,B,5718.12,27423.91,5d2,a 3P,1,5d.6p,*,1,,T7455,L3475,
461.339,461.338+,410,1.10e+07,B,5718.12,27388.11,5d2,a 3P,1,5d.6p,y 3D*,2,,T7455,L3475,
461.988,461.987+,410,,,14147.98,35787.53,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",2,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",2,,,L3475,
463.643,463.643+,40,,,18895.41,40457.71,4f.5d,z 1D*,2,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",2,,,L3475,
464.528,464.528+,110,7.2e+05,B+,1016.10,22537.30,5d2,a 3F,3,4f.5d,z 3D*,3,,T7455,L3475,
464.751,464.749+,70,,,15698.74,37209.71,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",3,,,L3475,
465.550,465.548+,540,,,15698.74,37172.79,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",4,,,L3475,
466.251,466.250+,360,5.8e+06,B+,0.00,21441.73,5d2,a 3F,2,4f.5d,z 3D*,1,,T7455,L3475,
466.376,466.376+,230,,,15773.77,37209.71,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",3,,,L3475,
466.891,466.889+,200,,,14375.17,35787.53,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",2,,,L3475,
467.183,467.180+,160,,,15773.77,37172.79,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",4,,,L3475,
469.118,469.117+,90,1.56e+06,B,1394.46,22705.15,5d2,,2,4f.5d,z 3P*,1,,T7455,L3475,
469.250,469.249+,230,,,14147.98,35452.66,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",2,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",3,,,L3475,
469.963,469.962+,90,7.1e+05,C,3250.35,24522.70,5d.6s,a 3D,3,4f.5d,y 1F*,3,,T7455,L3475,
470.328,470.326+,140,,,15698.74,36954.65,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",4,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",3,,,L3475,
471.293,471.293+,70,,,3250.35,24462.66,5d.6s,a 3D,3,5d.6p,y 1D*,2,,,L3475,
471.644,471.644+,170,6.2e+06,B,6227.42,27423.91,5d2,a 3P,2,5d.6p,*,1,,T7455,L3475,
471.759,471.758+,35,,,16599.17,37790.57,4f.5d,z 1G*,4,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",4,,,L3475,
471.994,471.992+,140,,,15773.77,36954.65,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",3,,,L3475,
472.443,472.442+,35,,,6227.42,27388.11,5d2,a 3P,2,5d.6p,y 3D*,2,,,L3475,
472.842,472.841+,230,1.77e+06,B+,1394.46,22537.30,5d2,,2,4f.5d,z 3D*,3,,T7455,L3475,
474.028,474.028+,500,5.3e+06,B+,1016.10,22106.02,5d2,a 3F,3,4f.5d,z 3D*,2,,T7455,L3475,
474.309,474.307+,390,,,14375.17,35452.66,4f.(2F*<5/2>).6s<1/2>,"(5/2,1/2)*",3,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",3,,,L3475,
474.873,474.873+,320,7.7e+06,B+,7473.32,28525.71,5d2,a 1G,4,4f.5d,z 1H*,5,,T7455,L3475,
479.669,479.668+,28,8.3e+05,C+,7473.32,28315.25,5d2,a 1G,4,5d.6p,y 3D*,3,,T7455,L3475,
480.404,480.404+,160,3.14e+06,B+,1895.15,22705.15,5d.6s,a 3D,1,4f.5d,z 3P*,1,,T7455,L3475,
480.901,480.900+,160,1.15e+07,B+,1895.15,22683.70,5d.6s,a 3D,1,4f.5d,z 3P*,0,,T7455,L3475,
482.406,482.405+,200,1.29e+07,B,5249.70,25973.37,5d2,a 3P,0,5d.6p,y 3D*,1,,T7455,L3475,
482.688,482.687+,23,,,1394.46,22106.02,5d2,,2,4f.5d,z 3D*,2,,,L3475,
484.001,484.001+,45,9.2e+05,C+,2591.60,23246.93,5d.6s,a 3D,2,4f.5d,z 3P*,2,,T7455,L3475,
485.058,485.060+,45,,,6227.42,26837.66,5d2,a 3P,2,5d.6p,x 3F*,3,,,L3475,
486.091,486.089+,320,3.69e+06,B+,1970.70,22537.30,5d2,a 3F,4,4f.5d,z 3D*,3,,T7455,L3475,
489.992,489.992+,850,7.3e+06,B+,0.00,20402.82,5d2,a 3F,2,4f.5d,z 3G*,3,,T7455,L3475,
492.098,492.098+,1000,8.0e+06,B+,1016.10,21331.60,5d2,a 3F,3,4f.5d,z 3G*,4,,T7455,L3475,
492.179,492.178+,1000,8.8e+06,B+,1970.70,22282.90,5d2,a 3F,4,4f.5d,z 3G*,5,,T7455,L3475,
493.483,493.483+,140,,,10094.86,30353.33,5d.6s,,2,4f.5d,y 1P*,1,,,L3475,
493.562,493.561+,26,,,5718.12,25973.37,5d2,a 3P,1,5d.6p,y 3D*,1,,,L3475,
494.647,494.645+,110,1.02e+06,B,1895.15,22106.02,5d.6s,a 3D,1,4f.5d,z 3D*,2,,T7455,L3475,
495.207,495.205+,65,,,19214.54,39402.55,4f.5d,y 3F*,4,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",3,,,L3475,
497.039,497.039+,340,6.3e+06,B+,2591.60,22705.15,5d.6s,a 3D,2,4f.5d,z 3P*,1,,T7455,L3475,
498.683,498.682+,370,4.48e+06,B+,1394.46,21441.73,5d2,,2,4f.5d,z 3D*,1,,T7455,L3475,
499.128,499.128+,140,6.9e+06,C+,7394.57,27423.91,6s2,a 1S,0,5d.6p,*,1,,T7455,L3475,
499.682,499.683+,35,,,19214.54,39221.65,4f.5d,y 3F*,4,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",4,,,L3475,
499.947,499.946+,720,9.0e+06,B+,3250.35,23246.93,5d.6s,a 3D,3,4f.5d,z 3P*,2,,T7455,L3475,
500.213,500.212+,35,,,18235.56,38221.49,4f.5d,y 3F*,3,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",2,,,L3475,
504.804,504.803+,26,,,19214.54,39018.74,4f.5d,y 3F*,4,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",5,,,L3475,
506.292,506.292+,45,,,6227.42,25973.37,5d2,a 3P,2,5d.6p,y 3D*,1,,,L3475,
508.021,508.017+,35h,,,15773.77,35452.66,4f.(2F*<7/2>).6s<1/2>,"(7/2,1/2)*",3,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",3,,,L3475,
511.456,511.456+,470,8.0e+06,B+,1895.15,21441.73,5d.6s,a 3D,1,4f.5d,z 3D*,1,,T7455,L3475,
512.299,512.299+,470,7.2e+06,B+,2591.60,22106.02,5d.6s,a 3D,2,4f.5d,z 3D*,2,,T7455,L3475,
515.674,515.673+,180,5.0e+05,B,1016.10,20402.82,5d2,a 3F,3,4f.5d,z 3G*,3,,T7455,L3475,
515.743,515.743+,180,,,17825.62,37209.71,4f.5d,z 3H*,4,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",3,,,L3475,
516.362,516.361+,120,4.3e+05,B,1970.70,21331.60,5d2,a 3F,4,4f.5d,z 3G*,4,,T7455,L3475,
517.291,517.291+,26,,,18895.41,38221.49,4f.5d,z 1D*,2,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",2,,,L3475,
517.384,517.379+,80,,,32201.05,51523.86,5d.6p,x 1F*,3,5d.(2D<5/2>).7s<1/2>,"(5/2,1/2)",2,,,L3475,
518.342,518.341+,850,8.9e+06,B+,3250.35,22537.30,5d.6s,a 3D,3,4f.5d,z 3D*,3,,T7455,L3475,
518.822,518.821+,260,,,19749.62,39018.74,4f.5d,z 3H*,6,4f.(2F*<7/2>).6p<3/2>,"(7/2,3/2)",5,,,L3475,
520.415,520.413+,170,,,18580.41,37790.57,4f.5d,z 3H*,5,4f.(2F*<5/2>).6p<3/2>,"(5/2,3/2)",4,,,L3475,
522.621,522.620+,35,,,17825.62,36954.65,4f.5d,z 3H*,4,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",3,,,L3475,
525.939,525.938+,110,3.9e+05,C+,1394.46,20402.82,5d2,,2,4f.5d,z 3G*,3,,T7455,L3475,
527.913,527.913+,26,,,18235.56,37172.79,4f.5d,y 3F*,3,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",4,,,L3475,
529.084,529.082+,140,1.06e+06,C+,0.00,18895.41,5d2,a 3F,2,4f.5d,z 1D*,2,,T7455,L3475,
530.198,530.197+,370,3.46e+06,B+,3250.35,22106.02,5d.6s,a 3D,3,4f.5d,z 3D*,2,,T7455,L3475,
530.262,530.258+,140,,,16599.17,35452.66,4f.5d,z 1G*,4,4f.(2F*<5/2>).6p<1/2>,"(5/2,1/2)",3,,,L3475,
530.355,530.353+,180,3.54e+06,B,2591.60,21441.73,5d.6s,a 3D,2,4f.5d,z 3D*,1,,T7455,L3475,
534.067,534.065+,110,,,18235.56,36954.65,4f.5d,y 3F*,3,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",3,,,L3475,
537.709,537.705+,130,,,18580.41,37172.79,4f.5d,z 3H*,5,4f.(2F*<7/2>).6p<1/2>,"(7/2,1/2)",4,,,L3475,
538.099,538.098+,140,5.7e+06,C+,7394.57,25973.37,6s2,a 1S,0,5d.6p,y 3D*,1,,T7455,L3475,
