179.6670,,10,,,,,,,,,,,,,L2579,
182.2050,182.20500+,10,1.18e+09,,14081.074,68964.310,6s2.6p,2P*,3/2,6s2.6d,2D,5/2,,T7227,L2579,
192.1471,,7,,,,,,,,,,,,,L2579,
obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
220.3534,220.3534+,10,4.94e+08,,14081.074,59448.56,6s2.6p,2P*,3/2,6s2.7s,2S,1/2,,T7227,L2579,
252.669,,8c,,,,,,,,,,,,,L2579,
257.660,,8c,,,,,,,,,,,,,L7474,
260.838,,2c,,,,,,,,,,,,,L7474,
263.4256,,4,,,,,,,,,,,,,L2579,
284.0557,,6,,,,,,,,,,,,,L2579,
288.730,,3c,,,,,,,,,,,,,L2579,
291.4442,,3,,,,,,,,,,,,,L2579,
294.743,,2c,,,,,,,,,,,,,L2579,
294.853,,3c,,,,,,,,,,,,,L2579,
298.6876,,4,,,,,,,,,,,,,L2579,
301.639,,10c,,,,,,,,,,,,,L2579,
371.3982,,10,,,,,,,,,,,,,L2579,
411.076,,5,,,,,,,,,,,,,L2579,
411.335,,4,,,,,,,,,,,,,L2579,
415.282,,10,,,,,,,,,,,,,L2579,
424.214,,9c,,,,,,,,,,,,,L2579,
424.492,424.4922+,20c,,,68964.310,92515.24,6s2.6d,2D,5/2,6s2.5f,2F*,7/2,,,L2579,
429.382,,7,,,,,,,,,,,,,L2579,
429.665,,6,,,,,,,,,,,,,L2579,
435.274,,10,,,,,,,,,,,,,L2579,
438.646,438.6454+,20c,,,69739.603,92530.66,6s2.6d,2D,3/2,6s2.5f,2F*,5/2,,,L2579,
457.9051,,10,,,,,,,,,,,,,L2579,
458.227,,10,,,,,,,,,,,,,L2579,
504.258,504.258+,50,,,74458.99,94284.58,6s2.7p,2P*,1/2,6s2.7d,2D,3/2,,,L2579,
507.058,,10,,,,,,,,,,,,,L2579,
507.453,,10,,,,,,,,,,,,,L2579,
511.164,,10,,,,,,,,,,,,,L2579,
536.764,,10,,,,,,,,,,,,,L2579,
537.2099,,10,,,,,,,,,,,,,L2579,
554.425,,10c,,,,,,,,,,,,,L2579,
560.885,560.885+,20c,,,59448.56,77272.57,6s2.7s,2S,1/2,6s2.7p,2P*,3/2,,,L2579,
600.958,,9c,,,,,,,,,,,,,L2579,
604.117,,8c,,,,,,,,,,,,,L2579,
607.574,607.574+,40,,,92515.24,108969.58,6s2.5f,2F*,7/2,6s2.6g,2G,9/2,,,L2579,
608.1409,608.141+,40,,,92530.66,108969.67,6s2.5f,2F*,5/2,6s2.6g,2G,7/2,,,L2579,
615.989,,10,,,,,,,,,,,,,L7474,
666.020,666.020+,50c,,,59448.56,74458.99,6s2.7s,2S,1/2,6s2.7p,2P*,1/2,,,L2579,
719.360,,20,,,,,,,,,,,,,L7474,
755.897,,10,,,,,,,,,,,,,L7474,
763.256,,10,,,,,,,,,,,,,L7474,
773.296,,4,,,,,,,,,,,,,L7474,
815.691,,2bl,,,,,,,,,,,,,L3699,
833.554,,6,,,,,,,,,,,,,L7474,
839.568,,10,,,,,,,,,,,,,L2579,
854.495,,7c,,,,,,,,,,,,,L2579,
870.990,,7,,,,,,,,,,,,,L7474,
871.939,,5,,,,,,,,,,,,,L7474,
905.082,,10,,,,,,,,,,,,,L2579,
906.343,,10,,,,,,,,,,,,,L2579,
924.528,,2bl,,,,,,,,,,,,,L3699,
1147.949,,2bl,,,,,,,,,,,,,L3699,
1162.791,,5,,,,,,,,,,,,,L7474,
