obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 16
218.047,,800,,,,,,,,,,,,,L897,
218.460,218.4602,800,2.90e+08,B,10663.89,56424.49,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4F*,3/2,,T1024n,L897,
218.550,,2500,,,,,,,,,,,,,L897,
,218.8042,,5.7e+06,C+,9330.04,55018.71,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4G*,5/2,,T1024n,,
219.209,,3000,,,,,,,,,,,,,L897,
220.141,220.1405,600,1.3e+08,B,10663.89,56075.26,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4F*,5/2,,T1024n,L897,
220.555,,5000,,,,,,,,,,,,,L897,
220.672,220.6712,4000,1.66e+08,B,10115.66,55417.83,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4F*,7/2,,T1024n,L897,
,221.0379,,3.9e+07,C,9330.04,54557.05,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4F*,9/2,,T1024n,,
221.648,221.6477,6000,3.4e+08,B,8393.90,53496.49,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4G*,11/2,,T1024n,L897,
222.040,222.0399,800,2.3e+08,C,23108.28,68131.21,3p6.3d8.(3P).4s,4P,5/2,3p6.3d8.(1D).4p,2F*,7/2,,T1024n,L897,
222.106,,500,,,,,,,,,,,,,L897,
222.296,222.2950,900,9.8e+07,B,8393.90,53365.17,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4G*,9/2,,T1024n,L897,
,222.4358,,3.2e+07,C,13550.39,58493.21,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2F*,5/2,,T1024n,,
,222.4864,,1.55e+08,B,9330.04,54262.63,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4G*,7/2,,T1024n,,
,222.6328,,1.3e+08,B,10115.66,55018.71,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4G*,5/2,,T1024n,,
224.268,,500,,,,,,,,,,,,,L897,
225.385,225.3848,500,1.98e+08,C+,10663.89,55018.71,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4G*,5/2,,T1024n,L897,
226.446,226.4461,1000,1.43e+08,B,10115.66,54262.63,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4G*,7/2,,T1024n,L897,
227.021,227.0212,2000,1.56e+08,B,9330.04,53365.17,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4G*,9/2,,T1024n,L897,
227.728,,800,,,,,,,,,,,,,L897,
227.832,,400,,,,,,,,,,,,,L897,
227.877,227.8770,800,2.8e+08,C,13550.39,57420.16,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2D*,5/2,,T1024n,L897,
,228.7081,,2.8e+08,C,14995.57,58705.95,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2D*,3/2,,T1024n,,
228.765,,500,,,,,,,,,,,,,L897,
229.655,229.6550,400,1.98e+08,B,13550.39,57080.55,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2F*,7/2,,T1024n,L897,
229.714,229.7141,400,2.70e+08,B,10115.66,53634.62,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4D*,3/2,,T1024n,L897,
,229.7489,,3.0e+08,B,10663.89,54176.26,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4D*,1/2,,T1024n,,
,229.8267,,2.8e+08,C,14995.57,58493.21,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2F*,5/2,,T1024n,,
230.300,230.2992,1000,2.9e+08,C,9330.04,52738.45,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4D*,5/2,,T1024n,L897,
231.604,231.6036,1000,2.88e+08,B,8393.90,51557.85,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3F).4p,4D*,7/2,,T1024n,L897,
231.975,,500,,,,,,,,,,,,,L897,
,232.6451,,3.3e+07,D,10663.89,53634.62,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3F).4p,4D*,3/2,,T5005,,
233.458,233.4586,500,8.0e+07,C,13550.39,56371.41,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2G*,7/2,,T1024n,L897,
234.120,,500,,,,,,,,,,,,,L897,
,235.6403,,2.8e+07,C,14995.57,57420.16,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2D*,5/2,,T1024n,,
,236.7384,,7.4e+06,B,9330.04,51557.85,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3F).4p,4D*,7/2,,T1024n,,
237.542,237.5420,1000,6.6e+07,B,14995.57,57080.55,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2F*,7/2,,T1024n,L897,
,238.7763,,1.59e+07,B,13550.39,55417.83,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,4F*,7/2,,T1024n,,
239.452,239.4523,1000,1.70e+08,B,13550.39,55299.65,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,2G*,9/2,,T1024n,L897,
,241.0746,,1.0e+06,D,13550.39,55018.71,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,4G*,5/2,,T1024n,,
,241.2266,,2.4e+05,C,10115.66,51557.85,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3F).4p,4D*,7/2,,T1024n,,
,241.3039,,8.3e+06,B,14995.57,56424.49,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,4F*,3/2,,T1024n,,
241.613,241.6135,2000,2.1e+08,C,14995.57,56371.41,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,2G*,7/2,,T1024n,L897,
,243.3555,,7.3e+06,B,14995.57,56075.26,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,4F*,5/2,,T1024n,,
243.789,243.7889,500,5.4e+07,C,13550.39,54557.05,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,4F*,9/2,,T1024n,L897,
251.087,251.0874,500,5.8e+07,B,13550.39,53365.17,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,4G*,9/2,,T1024n,L897,
,254.5899,,1.56e+07,B,14995.57,54262.63,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3F).4p,4G*,7/2,,T1024n,,
256.592,,500,,,,,,,,,,,,,L897,
260.626,,500,,,,,,,,,,,,,L897,
260.994,,500,,,,,,,,,,,,,L897,
261.506,,500,,,,,,,,,,,,,L897,
,263.0278,,6.8e+05,C,13550.39,51557.85,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3F).4p,4D*,7/2,,T1024n,,
286.402,,500,,,,,,,,,,,,,L897,
,307.3803,,3.5e-01,E,0.00,32523.54,3p6.3d9,2D,5/2,3p6.3d8.(1G).4s,2G,7/2,E2,T4240,,
,307.6074,,4.6e+00,E,0.00,32499.53,3p6.3d9,2D,5/2,3p6.3d8.(1G).4s,2G,9/2,E2,T4240,,
,322.3149,,3.5e+00,E,1506.94,32523.54,3p6.3d9,2D,3/2,3p6.3d8.(1G).4s,2G,7/2,E2,T4240,,
329.287,,400,,,,,,,,,,,,,L897,
329.760,,500,,,,,,,,,,,,,L897,
330.571,,400,,,,,,,,,,,,,L897,
333.188,,2000,,,,,,,,,,,,,L897,
333.564,,400,,,,,,,,,,,,,L897,
333.809,,500,,,,,,,,,,,,,L897,
334.884,,500,,,,,,,,,,,,,L897,
334.924,,500,,,,,,,,,,,,,L897,
335.868,,600,,,,,,,,,,,,,L897,
336.345,,500,,,,,,,,,,,,,L897,
,337.8155,,4.1e+00,E,0.00,29593.46,3p6.3d9,2D,5/2,3p6.3d8.(3P).4s,2P,1/2,E2,T4240,,
337.897,,500,,,,,,,,,,,,,L897,
340.105,,500,,,,,,,,,,,,,L897,
,343.8877,,5.7e-04,E,0.00,29070.93,3p6.3d9,2D,5/2,3p6.3d8.(3P).4s,2P,3/2,M1,T4240,,
,343.8877,,5.5e+00,E,0.00,29070.93,3p6.3d9,2D,5/2,3p6.3d8.(3P).4s,2P,3/2,E2,T4240,,
,355.9410,,1.1e-03,E,1506.94,29593.46,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,2P,1/2,M1,T4240,,
,355.9410,,4.6e+00,E,1506.94,29593.46,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,2P,1/2,E2,T4240,,
,362.6888,,2.8e+00,E,1506.94,29070.93,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,2P,3/2,E2,T4240,,
,362.6888,,1.4e-03,E,1506.94,29070.93,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,2P,3/2,M1,T4240,,
,399.3059,,2.2e-03,E,0.00,25036.38,3p6.3d9,2D,5/2,3p6.3d8.(1D).4s,2D,5/2,M1,T4240,,
,399.3059,,5.2e-01,E,0.00,25036.38,3p6.3d9,2D,5/2,3p6.3d8.(1D).4s,2D,5/2,E2,T4240,,
,402.5287,,2.9e-04,E,0.00,24835.93,3p6.3d9,2D,5/2,3p6.3d8.(3P).4s,4P,1/2,E2,T4240,,
,403.3038,,9.5e-02,E,0.00,24788.20,3p6.3d9,2D,5/2,3p6.3d8.(3P).4s,4P,3/2,E2,T4240,,
,403.3038,,3.3e-03,E,0.00,24788.20,3p6.3d9,2D,5/2,3p6.3d8.(3P).4s,4P,3/2,M1,T4240,,
,414.3112,,1.0e-05,E,8393.90,32523.54,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(1G).4s,2G,7/2,E2,T4240,,
,414.3112,,9.6e-03,E,8393.90,32523.54,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(1G).4s,2G,7/2,M1,T4240,,
,414.7239,,1.2e-04,E,8393.90,32499.53,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(1G).4s,2G,9/2,E2,T4240,,
,414.7239,,3.2e-01,E,8393.90,32499.53,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(1G).4s,2G,9/2,M1,T4240,,
,420.1172,,1.5e-03,E,0.00,23796.18,3p6.3d9,2D,5/2,3p6.3d8.(1D).4s,2D,3/2,M1,T4240,,
,420.1172,,6.6e-01,E,0.00,23796.18,3p6.3d9,2D,5/2,3p6.3d8.(1D).4s,2D,3/2,E2,T4240,,
,424.8799,,1.7e-01,E,1506.94,25036.38,3p6.3d9,2D,3/2,3p6.3d8.(1D).4s,2D,5/2,E2,T4240,,
,424.8799,,1.5e-03,E,1506.94,25036.38,3p6.3d9,2D,3/2,3p6.3d8.(1D).4s,2D,5/2,M1,T4240,,
,428.5306,,1.0e-03,E,1506.94,24835.93,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,4P,1/2,M1,T4240,,
,428.5306,,3.3e-03,E,1506.94,24835.93,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,4P,1/2,E2,T4240,,
,429.4092,,1.3e-03,E,1506.94,24788.20,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,4P,3/2,M1,T4240,,
,429.4092,,1.1e-01,E,1506.94,24788.20,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,4P,3/2,E2,T4240,,
,431.0340,,1.6e-01,E,9330.04,32523.54,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(1G).4s,2G,7/2,M1,T4240,,
,431.4807,,7.3e-02,E,9330.04,32499.53,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(1G).4s,2G,9/2,M1,T4240,,
,431.4807,,2.1e-04,E,9330.04,32499.53,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(1G).4s,2G,9/2,E2,T4240,,
,432.6237,,2.5e-03,E,0.00,23108.28,3p6.3d9,2D,5/2,3p6.3d8.(3P).4s,4P,5/2,M1,T4240,,
,432.6237,,3.5e-01,E,0.00,23108.28,3p6.3d9,2D,5/2,3p6.3d8.(3P).4s,4P,5/2,E2,T4240,,
,446.1464,,9.9e-02,E,10115.66,32523.54,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(1G).4s,2G,7/2,M1,T4240,,
,446.1464,,1.2e-04,E,10115.66,32523.54,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(1G).4s,2G,7/2,E2,T4240,,
,446.6249,,1.3e-04,E,10115.66,32499.53,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(1G).4s,2G,9/2,E2,T4240,,
,448.5211,,8.4e-04,E,1506.94,23796.18,3p6.3d9,2D,3/2,3p6.3d8.(1D).4s,2D,3/2,M1,T4240,,
,448.5211,,3.0e-01,E,1506.94,23796.18,3p6.3d9,2D,3/2,3p6.3d8.(1D).4s,2D,3/2,E2,T4240,,
,457.3357,,4.6e-04,E,10663.89,32523.54,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(1G).4s,2G,7/2,E2,T4240,,
,462.8046,,1.9e-04,E,1506.94,23108.28,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,4P,5/2,M1,T4240,,
,462.8046,,1.3e-01,E,1506.94,23108.28,3p6.3d9,2D,3/2,3p6.3d8.(3P).4s,4P,5/2,E2,T4240,,
499.202,,500,,,,,,,,,,,,,L897,
,506.4216,,1.3e-03,E,9330.04,29070.93,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3P).4s,2P,3/2,E2,T4240,,
,513.2620,,4.5e-04,E,10115.66,29593.46,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3P).4s,2P,1/2,E2,T4240,,
,526.9140,,1.2e-01,E,13550.39,32523.54,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(1G).4s,2G,7/2,M1,T4240,,
,526.9140,,2.5e-04,E,13550.39,32523.54,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(1G).4s,2G,7/2,E2,T4240,,
,527.4110,,1.2e-02,E,10115.66,29070.93,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3P).4s,2P,3/2,M1,T4240,,
,527.4110,,1.7e-04,E,10115.66,29070.93,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3P).4s,2P,3/2,E2,T4240,,
,527.5816,,4.0e-03,E,13550.39,32499.53,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(1G).4s,2G,9/2,E2,T4240,,
,527.5816,,8.2e-02,E,13550.39,32499.53,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(1G).4s,2G,9/2,M1,T4240,,
,528.1271,,1.3e-03,E,10663.89,29593.46,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,2P,1/2,M1,T4240,,
,528.1271,,5.7e-05,E,10663.89,29593.46,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,2P,1/2,E2,T4240,,
,543.1194,,4.3e-05,E,10663.89,29070.93,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,2P,3/2,E2,T4240,,
,543.1194,,1.9e-03,E,10663.89,29070.93,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,2P,3/2,M1,T4240,,
,570.358,,4.2e-02,E,14995.57,32523.54,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(1G).4s,2G,7/2,M1,T4240,,
,570.358,,2.0e-03,E,14995.57,32523.54,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(1G).4s,2G,7/2,E2,T4240,,
,571.141,,5.9e-04,E,14995.57,32499.53,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(1G).4s,2G,9/2,E2,T4240,,
,600.706,,7.4e-03,E,8393.90,25036.38,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(1D).4s,2D,5/2,E2,T4240,,
,636.510,,1.9e-01,E,9330.04,25036.38,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(1D).4s,2D,5/2,M1,T4240,,
,636.510,,1.8e-03,E,9330.04,25036.38,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(1D).4s,2D,5/2,E2,T4240,,
,644.129,,3.1e-02,E,13550.39,29070.93,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3P).4s,2P,3/2,E2,T4240,,
,646.729,,6.2e-03,E,9330.04,24788.20,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3P).4s,4P,3/2,E2,T4240,,
,666.680,,9.8e-02,E,0.00,14995.57,3p6.3d9,2D,5/2,3p6.3d8.(3F).4s,2F,5/2,E2,T4240,,
,666.680,,6.2e-04,E,0.00,14995.57,3p6.3d9,2D,5/2,3p6.3d8.(3F).4s,2F,5/2,M1,T4240,,
,670.024,,3.3e-04,E,10115.66,25036.38,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(1D).4s,2D,5/2,E2,T4240,,
,670.024,,7.8e-03,E,10115.66,25036.38,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(1D).4s,2D,5/2,M1,T4240,,
,679.148,,4.9e-03,E,10115.66,24835.93,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3P).4s,4P,1/2,E2,T4240,,
,679.420,,4.6e-03,E,8393.90,23108.28,3p6.3d8.(3F).4s,4F,9/2,3p6.3d8.(3P).4s,4P,5/2,E2,T4240,,
,681.357,,9.2e-02,E,10115.66,24788.20,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3P).4s,4P,3/2,M1,T4240,,
,681.357,,3.5e-03,E,10115.66,24788.20,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3P).4s,4P,3/2,E2,T4240,,
,684.842,,2.9e-02,E,14995.57,29593.46,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3P).4s,2P,1/2,E2,T4240,,
,691.079,,1.2e-03,E,9330.04,23796.18,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(1D).4s,2D,3/2,E2,T4240,,
,695.582,,7.7e-03,E,10663.89,25036.38,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(1D).4s,2D,5/2,M1,T4240,,
,695.582,,3.6e-05,E,10663.89,25036.38,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(1D).4s,2D,5/2,E2,T4240,,
,705.420,,6.0e-03,E,10663.89,24835.93,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,4P,1/2,E2,T4240,,
,705.420,,5.5e-04,E,10663.89,24835.93,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,4P,1/2,M1,T4240,,
,707.804,,2.7e-02,E,10663.89,24788.20,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,4P,3/2,M1,T4240,,
,707.804,,9.6e-04,E,10663.89,24788.20,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,4P,3/2,E2,T4240,,
,710.266,,7.9e-03,E,14995.57,29070.93,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3P).4s,2P,3/2,M1,T4240,,
,710.266,,2.6e-03,E,14995.57,29070.93,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3P).4s,2P,3/2,E2,T4240,,
,725.582,,1.6e-01,E,9330.04,23108.28,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3P).4s,4P,5/2,M1,T4240,,
,725.582,,1.0e-03,E,9330.04,23108.28,3p6.3d8.(3F).4s,4F,7/2,3p6.3d8.(3P).4s,4P,5/2,E2,T4240,,
,730.765,,3.8e-01,E,10115.66,23796.18,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(1D).4s,2D,3/2,M1,T4240,,
,730.765,,5.8e-04,E,10115.66,23796.18,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(1D).4s,2D,3/2,E2,T4240,,
,737.783,,3.7e-04,E,0.00,13550.39,3p6.3d9,2D,5/2,3p6.3d8.(3F).4s,2F,7/2,M1,T4240,,
,737.783,,2.3e-01,E,0.00,13550.39,3p6.3d9,2D,5/2,3p6.3d8.(3F).4s,2F,7/2,E2,T4240,,
,741.161,,3.3e-05,E,1506.94,14995.57,3p6.3d9,2D,3/2,3p6.3d8.(3F).4s,2F,5/2,M1,T4240,,
,741.161,,1.8e-01,E,1506.94,14995.57,3p6.3d9,2D,3/2,3p6.3d8.(3F).4s,2F,5/2,E2,T4240,,
,761.272,,1.8e-01,E,10663.89,23796.18,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(1D).4s,2D,3/2,M1,T4240,,
,761.272,,1.4e-04,E,10663.89,23796.18,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(1D).4s,2D,3/2,E2,T4240,,
,769.456,,1.4e-02,E,10115.66,23108.28,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3P).4s,4P,5/2,M1,T4240,,
,769.456,,1.6e-04,E,10115.66,23108.28,3p6.3d8.(3F).4s,4F,5/2,3p6.3d8.(3P).4s,4P,5/2,E2,T4240,,
,803.354,,1.0e-02,E,10663.89,23108.28,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,4P,5/2,M1,T4240,,
,803.354,,1.3e-05,E,10663.89,23108.28,3p6.3d8.(3F).4s,4F,3/2,3p6.3d8.(3P).4s,4P,5/2,E2,T4240,,
809.675,,1000,,,,,,,,,,,,,L897,
811.421,,500,,,,,,,,,,,,,L897,
812.148,,700,,,,,,,,,,,,,L897,
,830.099,,1.3e-02,E,1506.94,13550.39,3p6.3d9,2D,3/2,3p6.3d8.(3F).4s,2F,7/2,E2,T4240,,
,870.387,,8.9e-02,E,13550.39,25036.38,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(1D).4s,2D,5/2,M1,T4240,,
,870.387,,4.3e-05,E,13550.39,25036.38,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(1D).4s,2D,5/2,E2,T4240,,
,889.609,,4.5e-05,E,13550.39,24788.20,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3P).4s,4P,3/2,E2,T4240,,
,937.487,,1.3e-05,E,0.00,10663.89,3p6.3d9,2D,5/2,3p6.3d8.(3F).4s,4F,3/2,M1,T4240,,
,937.487,,7.5e-05,E,0.00,10663.89,3p6.3d9,2D,5/2,3p6.3d8.(3F).4s,4F,3/2,E2,T4240,,
,975.743,,6.0e-05,E,13550.39,23796.18,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(1D).4s,2D,3/2,E2,T4240,,
,988.295,,1.6e-05,E,0.00,10115.66,3p6.3d9,2D,5/2,3p6.3d8.(3F).4s,4F,5/2,E2,T4240,,
,988.295,,1.2e-04,E,0.00,10115.66,3p6.3d9,2D,5/2,3p6.3d8.(3F).4s,4F,5/2,M1,T4240,,
990.092,,500w,,,,,,,,,,,,,L897,
,995.663,,6.2e-02,E,14995.57,25036.38,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(1D).4s,2D,5/2,M1,T4240,,
,1020.896,,6.8e-03,E,14995.57,24788.20,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3P).4s,4P,3/2,M1,T4240,,
,1020.896,,1.3e-05,E,14995.57,24788.20,3p6.3d8.(3F).4s,2F,5/2,3p6.3d8.(3P).4s,4P,3/2,E2,T4240,,
,1045.969,,3.2e-06,E,13550.39,23108.28,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3P).4s,4P,5/2,E2,T4240,,
,1045.969,,7.6e-02,E,13550.39,23108.28,3p6.3d8.(3F).4s,2F,7/2,3p6.3d8.(3P).4s,4P,5/2,M1,T4240,,
,1061.815,,8.0e-06,E,23108.28,32523.54,3p6.3d8.(3P).4s,4P,5/2,3p6.3d8.(1G).4s,2G,7/2,M1,T4240,,
,1061.815,,3.8e-05,E,23108.28,32523.54,3p6.3d8.(3P).4s,4P,5/2,3p6.3d8.(1G).4s,2G,7/2,E2,T4240,,
,1064.529,,2.9e-04,E,23108.28,32499.53,3p6.3d8.(3P).4s,4P,5/2,3p6.3d8.(1G).4s,2G,9/2,E2,T4240,,
