obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
122.7022,0.0009,122.700231+,0,,,70701.427,152200.866,4s.4p,1P*,1,4s.8s,1S,0,,,L12180,
128.6256,0.0003,128.625135+,6,,,70701.427,148446.729,4s.4p,1P*,1,4s.6d,1D,2,,,L12180,
129.1362,0.0006,129.13597+,2,,,48749.85,126187.61,4s.4p,3P*,2,4s.4d,1D,2,,,L12180,
132.7635,0.0006,132.763031+,1,,,70701.427,146023.600,4s.4p,1P*,1,4s.7s,1S,0,,,L12180,
141.4401,0.0002,141.43986+,21,1.97e+09,,0.000,70701.427,3d10.4s2,1S,0,4s.4p,1P*,1,,T8042,L12180,
144.9234,0.0002,144.92330+,11,,,70701.427,139703.442,4s.4p,1P*,1,4s.5d,1D,2,,,L12180,
146.3578,0.0002,146.35763+,15,,,47814.114,116139.90,4s.4p,3P*,1,4p2,3P,2,,,L12180,
147.3690,0.0002,147.3689+,14,,,47367.55,115224.47,4s.4p,3P*,0,4p2,3P,1,,,L12180,
148.3453,0.0002,148.34516+,14,,,47814.114,115224.47,4s.4p,3P*,1,4p2,3P,1,,,L12180,
148.3903,0.0002,148.3899+,16,,,48749.85,116139.90,4s.4p,3P*,2,4p2,3P,2,,,L12180,
149.5185,0.0002,149.51850+,12,,,47814.114,114695.47,4s.4p,3P*,1,4p2,3P,0,,,L12180,
150.4331,0.0002,150.4334+,14,,,48749.85,115224.47,4s.4p,3P*,2,4p2,3P,1,,,L12180,
150.4926,0.0002,150.49286+,15,8.54e+08,,47367.55,113815.885,4s.4p,3P*,0,4s.4d,3D,1,,T8042,L12180,
151.4504,0.0002,151.45047+,16,1.13e+09,,47814.114,113842.301,4s.4p,3P*,1,4s.4d,3D,2,,T8042,L12180,
151.5106,0.0002,151.51109+,14,6.27e+08,,47814.114,113815.885,4s.4p,3P*,1,4s.4d,3D,1,,T8042,L12180,
153.5309,0.0002,153.53120+,17,1.45e+09,,48749.85,113883.193,4s.4p,3P*,2,4s.4d,3D,3,,T8042,L12180,
153.6276,0.0002,153.62765+,15,3.61e+08,,48749.85,113842.301,4s.4p,3P*,2,4s.4d,3D,2,,T8042,L12180,
153.6898,0.0002,153.69002+,11,4.0e+07,,48749.85,113815.885,4s.4p,3P*,2,4s.4d,3D,1,,T8042,L12180,
153.9930,0.0002,153.99310+,11,,,70701.427,135639.40,4s.4p,1P*,1,4p2,1S,0,,,L12180,
158.6298,0.0002,158.6300+,7,,,70701.427,133741.20,4s.4p,1P*,1,4s.6s,1S,0,,,L12180,
166.9268,0.0003,166.92651+,6,,,47814.114,107720.716,4s.4p,3P*,1,4p2,1D,2,,,L12180,
169.5756,0.0002,169.5753+,8,,,48749.85,107720.716,4s.4p,3P*,2,4p2,1D,2,,,L12180,
169.9295,0.0006,169.92854+,2,,,47814.114,106662.379,4s.4p,3P*,1,4s.5s,1S,0,,,L12180,
179.9306,0.0002,179.9304+,13,,,47367.55,102944.595,4s.4p,3P*,0,4s.5s,3S,1,,,L12180,
180.2251,0.0002,180.2250+,15,1.46e+09,,70701.427,126187.61,4s.4p,1P*,1,4s.4d,1D,2,,T8042,L12180,
181.3878,0.0002,181.38786+,16,,,47814.114,102944.595,4s.4p,3P*,1,4s.5s,3S,1,,,L12180,
184.5199,0.0002,184.5197+,18,,,48749.85,102944.595,4s.4p,3P*,2,4s.5s,3S,1,,,L12180,
obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
205.6509,0.0009,205.651+,0,,,107720.716,156331.2,4p2,1D,2,4s.7f,1F*,3,,,L12180,
209.07679,0.00001,209.07679+,20hfs,4.09e+05,,0.000,47814.114,3d10.4s2,1S,0,4s.4p,3P*,1,,T8042,L12180,
220.0085,0.0003,220.0091+,5,,,70701.427,116139.90,4s.4p,1P*,1,4p2,3P,2,,,L12180,
220.7360,0.0001,220.7360+,2hfs,,,107720.716,153009.57,4p2,1D,2,4s.6f,1F*,3,,,L12180,
220.7745,0.0003,220.7748+,0hfs,,,107720.716,153001.63,4p2,1D,2,4s.6f,3F*,3,,,L12180,
231.7271,0.0009,231.72752+,0,,,70701.427,113842.301,4s.4p,1P*,1,4s.4d,3D,2,,,L12180,
231.8693,0.0009,231.86951+,0,,,70701.427,113815.885,4s.4p,1P*,1,4s.4d,3D,1,,,L12180,
235.5323,0.0009,235.5314+,0,,,113883.193,156327.39,4s.4d,3D,3,4s.7f,3F*,4,,,L12180,
251.35362,0.00004,251.35363+,3hfs,,,107720.716,147493.327,4p2,1D,2,4s.5f,1F*,3,,,L12180,
251.40335,0.00008,251.40332+,2hfs,,,107720.716,147485.466,4p2,1D,2,4s.5f,3F*,3,,,L12180,
255.126,0.005,255.12839+,2,,,113815.885,153000.078,4s.4d,3D,1,4s.6f,3F*,2,,,L12180,
255.287,0.005,255.2904+,3,,,113842.301,153001.63,4s.4d,3D,2,4s.6f,3F*,3,,,L12180,
255.528,0.005,255.52888+,4,,,113883.193,153005.977,4s.4d,3D,3,4s.6f,3F*,4,,,L12180,
270.04934,0.00001,270.04933+,7,,,70701.427,107720.716,4s.4p,1P*,1,4p2,1D,2,,,L12180,
277.99736,0.00002,277.99736+,6,,,70701.427,106662.379,4s.4p,1P*,1,4s.5s,1S,0,,,L12180,
288.6410,0.0009,288.6410+,1hfs,,,118429.967,153064.92,4s.5p,3P*,0,4s.7d,3D,1,,,L12180,
289.3522,0.0006,289.3521+,1hfs,,,118518.461,153068.30,4s.5p,3P*,1,4s.7d,3D,2,,,L12180,
289.3805,0.0009,289.3804+,0,,,118518.461,153064.92,4s.5p,3P*,1,4s.7d,3D,1,,,L12180,
291.0727,0.0004,291.0726+,3hfs,,,118727.870,153073.50,4s.5p,3P*,2,4s.7d,3D,3,,,L12180,
291.1168,0.0009,291.1167+,0,,,118727.870,153068.30,4s.5p,3P*,2,4s.7d,3D,2,,,L12180,
296.92715,0.00010,296.9272+,6hfs,,,113815.885,147484.34,4s.4d,3D,1,4s.5f,3F*,2,,,L12180,
297.0810,0.0002,297.08102+,4hfs,,,113842.301,147493.327,4s.4d,3D,2,4s.5f,1F*,3,,,L12180,
297.1505,0.0001,297.15044+,5hfs,,,113842.301,147485.466,4s.4d,3D,2,4s.5f,3F*,3,,,L12180,
297.1600,0.0004,297.1604+,3hfs,,,113842.301,147484.34,4s.4d,3D,2,4s.5f,3F*,2,,,L12180,
297.4418,0.0006,297.44248+,2hfs,,,113883.193,147493.327,4s.4d,3D,3,4s.5f,1F*,3,,,L12180,
297.46142,0.00005,297.46137+,6hfs,,,113883.193,147491.193,4s.4d,3D,3,4s.5f,3F*,4,,,L12180,
297.5118,0.0005,297.51207+,2hfs,,,113883.193,147485.466,4s.4d,3D,3,4s.5f,3F*,3,,,L12180,
298.4770,0.0009,298.4742+,0,,,118429.967,151923.93,4s.5p,3P*,0,4s.8s,3S,1,,,L12180,
299.2654,0.0009,299.2649+,0,,,118518.461,151923.93,4s.5p,3P*,1,4s.8s,3S,1,,,L12180,
301.1519,0.0005,301.1528+,2hfs,,,118727.870,151923.93,4s.5p,3P*,2,4s.8s,3S,1,,,L12180,
303.26122,0.00003,303.26122+,3,,,120550.431,153515.707,4s.5p,1P*,1,4s.7d,1D,2,,,L12180,
315.85998,0.00003,315.85998+,2,,,120550.431,152200.866,4s.5p,1P*,1,4s.8s,1S,0,,,L12180,
337.49172,0.00008,337.49166+,13hfs,,,107720.716,137342.570,4p2,1D,2,4s.4f,1F*,3,,,L12180,
337.5954,0.0002,337.59533+,11hfs,,,107720.716,137333.474,4p2,1D,2,4s.4f,3F*,3,,,L12180,
343.6579,0.0002,343.6578+,5hfs,,,118429.967,147520.34,4s.5p,3P*,0,4s.6d,3D,1,,,L12180,
344.6382,0.0001,344.6381+,7hfs,,,118518.461,147526.09,4s.5p,3P*,1,4s.6d,3D,2,,,L12180,
344.7062,0.0003,344.7065+,4hfs,,,118518.461,147520.34,4s.5p,3P*,1,4s.6d,3D,1,,,L12180,
347.03834,0.00008,347.03834+,10hfs,,,118727.870,147534.881,4s.5p,3P*,2,4s.6d,3D,3,,,L12180,
347.1440,0.0003,347.1443+,3hfs,,,118727.870,147526.09,4s.5p,3P*,2,4s.6d,3D,2,,,L12180,
347.208,0.003,347.2136+,0,,,118727.870,147520.34,4s.5p,3P*,2,4s.6d,3D,1,,,L12180,
358.36822,0.00008,358.36822+,7hfs,,,120550.431,148446.729,4s.5p,1P*,1,4s.6d,1D,2,,,L12180,
369.38613,0.00003,369.38615+,2hfs,,,118429.967,145494.205,4s.5p,3P*,0,4s.7s,3S,1,,,L12180,
370.59795,0.00003,370.59795+,4hfs,,,118518.461,145494.205,4s.5p,3P*,1,4s.7s,3S,1,,,L12180,
373.49744,0.00003,373.49743+,6hfs,,,118727.870,145494.205,4s.5p,3P*,2,4s.7s,3S,1,,,L12180,
392.45879,0.00003,392.45879+,3,,,120550.431,146023.600,4s.5p,1P*,1,4s.7s,1S,0,,,L12180,
425.11546,0.00009,425.1155+,4hfs,,,113815.885,137332.285,4s.4d,3D,1,4s.4f,3F*,2,,,L12180,
425.4073,0.0002,425.4073+,2hfs,,,113842.301,137342.570,4s.4d,3D,2,4s.4f,1F*,3,,,L12180,
425.5720,0.0001,425.5720+,4hfs,,,113842.301,137333.474,4s.4d,3D,2,4s.4f,3F*,3,,,L12180,
425.5937,0.0004,425.5936+,1hfs,,,113842.301,137332.285,4s.4d,3D,2,4s.4f,3F*,2,,,L12180,
426.1478,0.0006,426.1488+,1hfs,,,113883.193,137342.570,4s.4d,3D,3,4s.4f,1F*,3,,,L12180,
426.20144,0.00007,426.2014+,6hfs,,,113883.193,137339.674,4s.4d,3D,3,4s.4f,3F*,4,,,L12180,
426.3136,0.0004,426.3141+,1hfs,,,113883.193,137333.474,4s.4d,3D,3,4s.4f,3F*,3,,,L12180,
470.517,0.003,470.518+,0*,,,137332.285,158579.5,4s.4f,3F*,2,4s.8g,"(1/2,7/2)",3,,,L12180,
470.517,0.003,470.518+,0*,,,137333.474,158580.7,4s.4f,3F*,3,4s.8g,"(1/2,9/2)",4,,,L12180,
470.652,0.003,470.651+,0,,,137339.674,158580.9,4s.4f,3F*,4,4s.8g,"(1/2,9/2)",5,,,L12180,
470.719,0.003,470.720+,0,,,137342.570,158580.7,4s.4f,1F*,3,4s.8g,"(1/2,9/2)",4,,,L12180,
471.907,0.003,471.9005+,0,,,118518.461,139703.442,4s.5p,3P*,1,4s.5d,1D,2,,,L12180,
521.646,0.003,521.65+,0,,,137157.524,156322.3,4s.5d,3D,1,4s.7f,3F*,2,,,L12180,
521.907,0.003,521.91+,1,,,137168.592,156323.8,4s.5d,3D,2,4s.7f,3F*,3,,,L12180,
521.96579,0.00008,521.9658+,10,,,120550.431,139703.442,4s.5p,1P*,1,4s.5d,1D,2,,,L12180,
522.2682,0.0003,522.268+,1,,,137185.466,156327.39,4s.5d,3D,3,4s.7f,3F*,4,,,L12180,
522.416,0.003,522.42+,1*,,,137332.285,156468.8,4s.4f,3F*,2,4s.7g,"(1/2,7/2)",3,,,L12180,
522.416,0.003,522.422+,1*,,,137333.474,156469.75,4s.4f,3F*,3,4s.7g,"(1/2,9/2)",4,,,L12180,
522.444,0.003,522.45+,1,,,137333.474,156468.9,4s.4f,3F*,3,4s.7g,"(1/2,7/2)",4,,,L12180,
522.599,0.003,522.60+,1,,,137339.674,156469.5,4s.4f,3F*,4,4s.7g,"(1/2,9/2)",5,,,L12180,
522.674,0.003,522.671+,1,,,137342.570,156469.75,4s.4f,1F*,3,4s.7g,"(1/2,9/2)",4,,,L12180,
533.8240,0.0001,533.8240+,7hfs,,,118429.967,137157.524,4s.5p,3P*,0,4s.5d,3D,1,,,L12180,
536.04022,0.00009,536.0402+,8hfs,,,118518.461,137168.592,4s.5p,3P*,1,4s.5d,3D,2,,,L12180,
536.3585,0.0001,536.3585+,5hfs,,,118518.461,137157.524,4s.5p,3P*,1,4s.5d,3D,1,,,L12180,
541.63179,0.00006,541.6318+,10hfs,,,118727.870,137185.466,4s.5p,3P*,2,4s.5d,3D,3,,,L12180,
542.1275,0.0002,542.1274+,5hfs,,,118727.870,137168.592,4s.5p,3P*,2,4s.5d,3D,2,,,L12180,
542.454,0.002,542.4530+,1hfs,,,118727.870,137157.524,4s.5p,3P*,2,4s.5d,3D,1,,,L12180,
629.451,0.003,629.45+,4*,,,137332.285,153214.7,4s.4f,3F*,2,4s.6g,"(1/2,7/2)",3,,,L12180,
629.451,0.003,629.459+,4*,,,137333.474,153215.74,4s.4f,3F*,3,4s.6g,"(1/2,9/2)",4,,,L12180,
629.496,0.003,629.496+,3,,,137333.474,153214.81,4s.4f,3F*,3,4s.6g,"(1/2,7/2)",4,,,L12180,
629.7097,0.0005,629.710+,7hfs,,,137339.674,153215.62,4s.4f,3F*,4,4s.6g,"(1/2,9/2)",5,,,L12180,
629.8199,0.0006,629.820+,5hfs,,,137342.570,153215.74,4s.4f,1F*,3,4s.6g,"(1/2,9/2)",4,,,L12180,
631.0368,0.0004,631.0369+,4,,,137157.524,153000.078,4s.5d,3D,1,4s.6f,3F*,2,,,L12180,
631.420,0.003,631.416+,5,,,137168.592,153001.63,4s.5d,3D,2,4s.6f,3F*,3,,,L12180,
631.9161,0.0003,631.9161+,7,,,137185.466,153005.977,4s.5d,3D,3,4s.6f,3F*,4,,,L12180,
633.40688,0.00008,633.4069+,21hfs,,,102944.595,118727.870,4s.5s,3S,1,4s.5p,3P*,2,,,L12180,
635.398,0.003,635.398+,0,,,137339.674,153073.50,4s.4f,3F*,4,4s.7d,3D,3,,,L12180,
635.724,0.003,635.725+,0,,,137342.570,153068.30,4s.4f,1F*,3,4s.7d,3D,2,,,L12180,
641.9239,0.0001,641.9239+,19hfs,,,102944.595,118518.461,4s.5s,3S,1,4s.5p,3P*,1,,,L12180,
645.5923,0.0002,645.5923+,17hfs,,,102944.595,118429.967,4s.5s,3S,1,4s.5p,3P*,0,,,L12180,
662.5530,0.0010,662.553+,9,,,120550.431,135639.40,4s.5p,1P*,1,4p2,1S,0,,,L12180,
685.671,0.002,685.666+,5hfs,,,118429.967,133010.30,4s.5p,3P*,0,4s.6s,3S,1,,,L12180,
689.856,0.002,689.853+,6hfs,,,118518.461,133010.30,4s.5p,3P*,1,4s.6s,3S,1,,,L12180,
699.9668,0.0007,699.968+,8hfs,,,118727.870,133010.30,4s.5p,3P*,2,4s.6s,3S,1,,,L12180,
719.8450,0.0002,719.8450+,16,,,106662.379,120550.431,4s.5s,1S,0,4s.5p,1P*,1,,,L12180,
757.898,0.002,757.897+,3hfs,,,120550.431,133741.20,4s.5p,1P*,1,4s.6s,1S,0,,,L12180,
779.2260,0.0010,779.2261+,16,,,107720.716,120550.431,4p2,1D,2,4s.5p,1P*,1,,,L12180,
896.215,0.003,896.216+,5,,,126187.61,137342.570,4s.4d,1D,2,4s.4f,1F*,3,,,L12180,
896.949,0.003,896.948+,2,,,126187.61,137333.474,4s.4d,1D,2,4s.4f,3F*,3,,,L12180,
953.452,0.003,953.452+,5*,,,137332.285,147817.61,4s.4f,3F*,2,4s.5g,"(1/2,7/2)",3,,,L12180,
953.452,0.003,953.458+,5*,,,137333.474,147818.74,4s.4f,3F*,3,4s.5g,"(1/2,9/2)",4,,,L12180,
953.5570,0.0010,953.557+,7,,,137333.474,147817.65,4s.4f,3F*,3,4s.5g,"(1/2,7/2)",4,,,L12180,
954.0350,0.0010,954.035+,8,,,137339.674,147818.60,4s.4f,3F*,4,4s.5g,"(1/2,9/2)",5,,,L12180,
954.2860,0.0010,954.286+,8,,,137342.570,147818.74,4s.4f,1F*,3,4s.5g,"(1/2,9/2)",4,,,L12180,
968.093,0.003,968.087+,4,,,137157.524,147484.34,4s.5d,3D,1,4s.5f,3F*,2,,,L12180,
968.286,0.003,968.2823+,1,,,137168.592,147493.327,4s.5d,3D,2,4s.5f,1F*,3,,,L12180,
969.020,0.002,969.0201+,4hfs,,,137168.592,147485.466,4s.5d,3D,2,4s.5f,3F*,3,,,L12180,
970.0670,0.0010,970.0682+,7,,,137185.466,147491.193,4s.5d,3D,3,4s.5f,3F*,4,,,L12180,
970.605,0.003,970.6076+,0,,,137185.466,147485.466,4s.5d,3D,3,4s.5f,3F*,3,,,L12180,
