Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
3d3,a 2H,11/2,,12774.8168,,0.0013,, 100                                            ,L17885
3d2.(1G).4s,b 2G,9/2,,15257.5527,,0.0009,,  96                                            ,L17885
3d2.(1G).4s,b 2G,7/2,,15265.7001,,0.0010,,  96                                            ,L17885
3d2.(3P).4s,b 2P,1/2,,16515.9359,,0.0014,0.66,  72         :    28  3d3                 a 2P  ,L17885
3d2.(3P).4s,b 2P,3/2,,16625.2441,,0.0009,1.33,  72         :    28  3d3                 a 2P  ,L17885
3d3,b 2F,7/2,,20891.7898,,0.0011,,  99                                            ,L17885
3d3,b 2F,5/2,,20951.7551,,0.0014,,  99                                            ,L17885
3d.4s2,c 2D,3/2,,24961.1910,,0.0009,,  73         :    14  3d3                 d 2D1 ,L17885
3d.4s2,c 2D,5/2,,25192.9650,,0.0013,,  71         :    15  3d3                 d 2D1 ,L17885
3d2.(3F).4p,z 4G*,5/2,,29544.4540,,0.0006,,  98                                            ,L17885
3d2.(3F).4p,z 4G*,7/2,,29734.6206,,0.0007,,  99                                            ,L17885
3d2.(3F).4p,z 4G*,9/2,,29968.3304,,0.0007,, 100                                            ,L17885
3d2.(3F).4p,z 4G*,11/2,,30240.9396,,0.0009,, 100                                            ,L17885
3d2.(3F).4p,z 4F*,3/2,,30836.4250,,0.0007,,  97                                            ,L17885
3d2.(3F).4p,z 4F*,5/2,,30958.5846,,0.0006,,  98                                            ,L17885
3d2.(3F).4p,z 4F*,7/2,,31113.6764,,0.0006,,  98                                            ,L17885
3d2.(3F).4p,z 4F*,9/2,,31301.0653,,0.0007,,  99                                            ,L17885
3d2.(3F).4p,z 2F*,5/2,,31207.5111,,0.0007,,  85                                            ,L17885
3d2.(3F).4p,z 2F*,7/2,,31490.9177,,0.0006,,  88                                            ,L17885
3d2.(3F).4p,z 2D*,3/2,,31756.6406,,0.0009,0.92,  82                                            ,L17885
3d2.(3F).4p,z 2D*,5/2,,32025.5915,,0.0007,1.20,  77                                            ,L17885
3d2.(1S).4s,a 2S,1/2,,31787.934,,0.003,, 100                                            ,L17885
3d3,d 2D1,3/2,,32275.4863,,0.0016,,  58         :    25  3d.4s2              c 2D  ,L17885
3d3,d 2D1,5/2,,32332.9031,,0.0010,,  57         :    27  3d.4s2              c 2D  ,L17885
3d2.(3F).4p,z 4D*,1/2,,32532.3542,,0.0008,0.00,  97                                            ,L17885
3d2.(3F).4p,z 4D*,3/2,,32602.6265,,0.0006,1.20,  94                                            ,L17885
3d2.(3F).4p,z 4D*,5/2,,32698.1022,,0.0006,1.37,  90                                            ,L17885
3d2.(3F).4p,z 4D*,7/2,,32767.1961,,0.0010,,  96                                            ,L17885
3d2.(3F).4p,z 2G*,7/2,,34543.3799,,0.0008,,  95                                            ,L17885
3d2.(3F).4p,z 2G*,9/2,,34748.5062,,0.0008,,  95                                            ,L17885
3d2.(3P).4p,z 2S*,1/2,,37430.6814,,0.0007,2.09,  99                                            ,L17885
3d2.(1D).4p,z 2P*,3/2,,39233.4153,,0.0007,,  58         :    36  3d2.(1D).4p         y 2D* ,L17885
3d2.(1D).4p,z 2P*,1/2,,39674.7616,,0.0009,,  98                                            ,L17885
3d2.(1D).4p,y 2D*,5/2,,39476.9244,,0.0007,,  55         :    25  3d2.(1D).4p         y 2F* ,L17885
3d2.(1D).4p,y 2D*,3/2,,39602.8645,,0.0007,1.21,  48         :    36  3d2.(1D).4p         z 2P* ,L17885
3d2.(1D).4p,y 2F*,5/2,,39926.8192,,0.0008,,  63         :    25  3d2.(1D).4p         y 2D* ,L17885
3d2.(1D).4p,y 2F*,7/2,,40074.6707,,0.0007,,  85                                            ,L17885
3d2.(3P).4p,z 4S*,3/2,,40027.2001,,0.0008,,  95                                            ,L17885
3d2.(3P).4p,y 4D*,1/2,,40330.3168,,0.0011,,  97                                            ,L17885
3d2.(3P).4p,y 4D*,3/2,,40425.7183,,0.0011,,  96                                            ,L17885
3d2.(3P).4p,y 4D*,5/2,,40581.6301,,0.0007,,  96                                            ,L17885
3d2.(3P).4p,y 4D*,7/2,,40798.4333,,0.0009,,  93                                            ,L17885
3d2.(3P).4p,z 4P*,1/2,,41996.7498,,0.0012,,  97                                            ,L17885
3d2.(3P).4p,z 4P*,3/2,,42068.8481,,0.0018,,  97                                            ,L17885
3d2.(3P).4p,z 4P*,5/2,,42208.8232,,0.0010,,  97                                            ,L17885
3d2.(1G).4p,y 2G*,7/2,,43740.7678,,0.0017,,  95                                            ,L17885
3d2.(1G).4p,y 2G*,9/2,,43780.9533,,0.0008,,  95                                            ,L17885
3d2.(3P).4p,x 2D*,5/2,,44902.4455,,0.0008,,  82                                            ,L17885
3d2.(3P).4p,x 2D*,3/2,,44914.8733,,0.0009,,  80                                            ,L17885
3d2.(3P).4p,y 2P*,1/2,,45472.4518,,0.0009,,  95                                            ,L17885
3d2.(3P).4p,y 2P*,3/2,,45548.9273,,0.0009,,  94                                            ,L17885
3d2.(1G).4p,z 2H*,9/2,,45673.7641,,0.0014,,  99                                            ,L17885
3d2.(1G).4p,z 2H*,11/2,,45908.6592,,0.0011,, 100                                            ,L17885
3d2.(1G).4p,x 2F*,7/2,,47466.7479,,0.0009,,  91                                            ,L17885
3d2.(1G).4p,x 2F*,5/2,,47625.0485,,0.0011,,  92                                            ,L17885
3d.(2D).4s.4p.(3P*),4F*,3/2,,52329.889,,0.003,,  95                                            ,L17885
3d.(2D).4s.4p.(3P*),4F*,5/2,,52471.895,,0.002,,  93                                            ,L17885
3d.(2D).4s.4p.(3P*),4F*,7/2,,52705.2416,,0.0016,,  94                                            ,L17885
3d.(2D).4s.4p.(3P*),4F*,9/2,,53096.556,,0.003,,  99                                            ,L17885
3d.(2D).4s.4p.(3P*),4D*,1/2,,52339.242,,0.003,,  97                                            ,L17885
3d.(2D).4s.4p.(3P*),4D*,3/2,,52459.395,,0.003,,  94                                            ,L17885
3d.(2D).4s.4p.(3P*),4D*,5/2,,52630.881,,0.002,,  91                                            ,L17885
3d.(2D).4s.4p.(3P*),4D*,7/2,,52847.1337,,0.0016,,  92                                            ,L17885
3d.(2D).4s.4p.(3P*),w 2D*,5/2,,53554.9903,,0.0015,,  88                                            ,L17885
3d.(2D).4s.4p.(3P*),w 2D*,3/2,,53597.2664,,0.0015,,  88                                            ,L17885
3d.(2D).4s.4p.(3P*),y 4P*,1/2,,56223.205,,0.002,,  97                                            ,L17885
3d.(2D).4s.4p.(3P*),y 4P*,3/2,,56249.2448,,0.0020,,  97                                            ,L17885
3d.(2D).4s.4p.(3P*),y 4P*,5/2,,56326.1371,,0.0016,,  97                                            ,L17885
3d.(2D).4s.4p.(3P*),w 2F*,5/2,,59322.173,,0.002,,  94                                            ,L17885
3d.(2D).4s.4p.(3P*),w 2F*,7/2,,59468.374,,0.002,,  95                                            ,L17885
3d.(2D).4s.4p.(3P*),2P*,3/2,,59387.976,,0.004,,  83         :    16  3d2.(1S).4p         2P*   ,L17885
3d.(2D).4s.4p.(3P*),2P*,1/2,,59440.190,,0.003,,  79         :    20  3d2.(1S).4p         2P*   ,L17885
3d2.(3F).5s,e 4F,3/2,,62180.4011,,0.0007,, 100                                            ,L17885
3d2.(3F).5s,e 4F,5/2,,62272.3881,,0.0006,,  99                                            ,L17885
3d2.(3F).5s,e 4F,7/2,,62410.9628,,0.0006,,  99                                            ,L17885
3d2.(3F).5s,e 4F,9/2,,62595.1650,,0.0007,, 100                                            ,L17885
3d2.(3F).5s,e 2F,5/2,,63169.0910,,0.0010,,  99                                            ,L17885
3d2.(3F).5s,e 2F,7/2,,63446.0264,,0.0008,,  99                                            ,L17885
3d2.(1S).4p,2P*,1/2,,63276.867,,0.004,,  76         :    20  3d.(2D).4s.4p.(3P*) 2P*   ,L17885
3d2.(1S).4p,2P*,3/2,,63375.321,,0.003,,  81         :    16  3d.(2D).4s.4p.(3P*) 2P*   ,L17885
3d2.(3F).4d,e 4G,5/2,,64886.6693,,0.0010,,  96                                            ,L17885
3d2.(3F).4d,e 4G,7/2,,64979.2810,,0.0008,,  95                                            ,L17885
3d2.(3F).4d,e 4G,9/2,,65095.9741,,0.0008,,  93                                            ,L17885
3d2.(3F).4d,e 4G,11/2,,65243.6290,,0.0008,,  93                                            ,L17885
3d2.(3F).4d,e 4H,7/2,,65186.8680,,0.0009,,  96                                            ,L17885
3d2.(3F).4d,e 4H,9/2,,65308.4355,,0.0009,,  93                                            ,L17885
3d2.(3F).4d,e 4H,11/2,,65446.3822,,0.0009,,  93                                            ,L17885
3d2.(3F).4d,e 4H,13/2,,65590.4928,,0.0014,, 100                                            ,L17885
3d2.(3F).4d,4D,1/2,,65214.1729,,0.0010,,  99                                            ,L17885
3d2.(3F).4d,4D,3/2,,65274.8247,,0.0008,,  99                                            ,L17885
3d2.(3F).4d,4D,5/2,,65397.7388,,0.0008,,  80         :    18                            ,L17885
3d2.(3F).4d,4D,7/2,,65460.1706,,0.0008,,  51         :    47  3d2.(3F).4d         f 2F  ,L17885
3d2.(3F).4d,f 2F,5/2,,65314.4599,,0.0011,,                                                ,L17885
3d2.(3F).4d,f 2F,7/2,,65598.8926,,0.0008,,  49         :    49  3d2.(3F).4d         4D    ,L17885
3d2.(3F).4d,2P,1/2,,66521.210,,0.003,,  93                                            ,L17885
3d2.(3F).4d,2P,3/2,,66794.2052,,0.0016,,  91                                            ,L17885
3d2.(3F).4d,4P,1/2,,67437.5295,,0.0015,,                                                ,L17885
3d2.(3F).4d,4P,3/2,,67549.2547,,0.0012,,                                                ,L17885
3d2.(3F).4d,4P,5/2,,67699.4431,,0.0011,,                                                ,L17885
3d2.(3F).4d,e 2G,7/2,,67606.1621,,0.0013,,  91                                            ,L17885
3d2.(3F).4d,e 2G,9/2,,67822.5867,,0.0018,,  91                                            ,L17885
3d2.(3F).4d,e 2H,9/2,,68331.1599,,0.0013,,  95                                            ,L17885
3d2.(3F).4d,e 2H,11/2,,68584.4792,,0.0015,,  95                                            ,L17885
3d2.(3F).4d,2D,3/2,,68364.5454,,0.0016,,  86         :    11  3d2.(1D).4d         2D    ,L17885
3d2.(3F).4d,2D,5/2,,68482.5767,,0.0011,,  85         :    12  3d2.(1D).4d         2D    ,L17885
3d2.(3F).4d,f 4F,3/2,,68769.3365,,0.0012,,  96                                            ,L17885
3d2.(3F).4d,f 4F,5/2,,68846.699,,0.005,,  96                                            ,L17885
3d2.(3F).4d,f 4F,7/2,,68952.1302,,0.0009,,  96                                            ,L17885
3d2.(3F).4d,f 4F,9/2,,69084.6309,,0.0011,,  96                                            ,L17885
3d.(2D).4s.4p.(1P*),v 2D*,3/2,,69327.5102,,0.0019,,  65         :    31  3d2.(3F).5p         2D*   ,L17885
3d.(2D).4s.4p.(1P*),v 2D*,5/2,,69622.3000,,0.0013,,  65         :    31  3d2.(3F).5p         2D*   ,L17885
3d.(2D).4s.4p.(1P*),v 2F*,5/2,,70605.9514,,0.0015,,  41         :    54  3d2.(3F).5p         2F*   ,L17885
3d.(2D).4s.4p.(1P*),v 2F*,7/2,,70892.6160,,0.0012,,  41         :    54  3d2.(3F).5p         2F*   ,L17885
3d2.(1D).5s,2D,5/2,,70806.2161,,0.0008,,                                                ,L17885
3d2.(1D).5s,2D,3/2,,70809.3378,,0.0009,,                                                ,L17885
3d2.(3F).5p,4G*,5/2,,71461.7932,,0.0009,,  98                                            ,L17885
3d2.(3F).5p,4G*,7/2,,71586.2514,,0.0008,,  99                                            ,L17885
3d2.(3F).5p,4G*,9/2,,71747.6684,,0.0008,, 100                                            ,L17885
3d2.(3F).5p,4G*,11/2,,71946.0817,,0.0011,, 100                                            ,L17885
3d2.(3F).5p,4F*,3/2,,71728.4971,,0.0011,, 100                                            ,L17885
3d2.(3F).5p,4F*,5/2,,71825.9911,,0.0008,,  99                                            ,L17885
3d2.(3F).5p,4F*,7/2,,71960.4326,,0.0009,,  99                                            ,L17885
3d2.(3F).5p,4F*,9/2,,72126.9130,,0.0007,,  99                                            ,L17885
3d2.(3F).5p,4D*,1/2,,72270.5521,,0.0013,, 100                                            ,L17885
3d2.(3F).5p,4D*,3/2,,72338.2060,,0.0009,,  99                                            ,L17885
3d2.(3F).5p,4D*,5/2,,72451.6968,,0.0008,,  99                                            ,L17885
3d2.(3F).5p,4D*,7/2,,72608.9742,,0.0009,,  99                                            ,L17885
3d2.(3P).5s,4P,1/2,,72599.0930,,0.0017,,                                                ,L17885
3d2.(3P).5s,4P,3/2,,72660.8635,,0.0012,,                                                ,L17885
3d2.(3P).5s,4P,5/2,,72761.7101,,0.0014,,                                                ,L17885
3d2.(3F).5p,2G*,7/2,,72884.5221,,0.0013,,  99                                            ,L17885
3d2.(3F).5p,2G*,9/2,,73133.5489,,0.0014,,  99                                            ,L17885
3d2.(1D).4d,2S,1/2,,73375.538,,0.005,,                                                ,L17885
3d2.(3P).5s,2P,1/2,,73437.2269,,0.0017,,                                                ,L17885
3d2.(3P).5s,2P,3/2,,73553.8175,,0.0014,,                                                ,L17885
3d2.(3F).5p,2F*,5/2,,73522.8997,,0.0014,,  45         :    51  3d.(2D).4s.4p.(1P*) v 2F* ,L17885
3d2.(3F).5p,2F*,7/2,,73800.7705,,0.0013,,  44         :    52  3d.(2D).4s.4p.(1P*) v 2F* ,L17885
3d.(2D).4s.4p.(1P*),2P*,1/2,,73628.043,,0.002,,  86                                            ,L17885
3d.(2D).4s.4p.(1P*),2P*,3/2,,74378.721,,0.003,,                                                ,L17885
3d2.(3F).5p,2D*,3/2,,73950.1912,,0.0015,,                                                ,L17885
3d2.(3F).5p,2D*,5/2,,74645.2073,,0.0019,,  67         :    27  3d.(2D).4s.4p.(1P*) v 2D* ,L17885
3d2.(1D).4d,2F,5/2,,73975.618,,0.002,,                                                ,L17885
3d2.(1D).4d,2F,7/2,,74063.7771,,0.0018,,                                                ,L17885
3d2.(1D).4d,2P,3/2,,74213.6741,,0.0014,,                                                ,L17885
3d2.(1D).4d,2P,1/2,,74436.599,,0.002,,                                                ,L17885
3d2.(1D).4d,2G,9/2,,74908.058,,0.003,,                                                ,L17885
3d2.(1D).4d,2G,7/2,,74910.8726,,0.0020,,                                                ,L17885
3d2.(1D).4d,2D,3/2,,75825.1131,,0.0019,,                                                ,L17885
3d2.(1D).4d,2D,5/2,,75981.346,,0.002,,                                                ,L17885
3d2.(3P).4d,4F,3/2,,76285.981,,0.002,,                                                ,L17885
3d2.(3P).4d,4F,5/2,,76311.242,,0.004,,                                                ,L17885
3d2.(3P).4d,4F,7/2,,76441.3150,,0.0017,,                                                ,L17885
3d2.(3P).4d,4F,9/2,,76496.2220,,0.0015,,                                                ,L17885
3d2.(3P).4d,4D,1/2,,76296.292,,0.004,,                                                ,L17885
3d2.(3P).4d,4D,7/2,,76345.1973,,0.0017,,                                                ,L17885
3d2.(3P).4d,4D,3/2,,76358.7220,,0.0016,,                                                ,L17885
3d2.(3P).4d,4D,5/2,,76407.7595,,0.0016,,                                                ,L17885
3d2.(1G).5s,2G,7/2,,76598.492,,0.002,,                                                ,L17885
3d2.(1G).5s,2G,9/2,,76599.8564,,0.0016,,                                                ,L17885
3d2.(3P).4d,2F,5/2,,77335.2729,,0.0019,,                                                ,L17885
3d2.(3P).4d,2F,7/2,,77359.019,,0.002,,                                                ,L17885
3d2.(3P).4d,4P,3/2,,77741.1809,,0.0011,,                                                ,L17885
3d2.(3P).4d,4P,1/2,,77753.0000,,0.0015,,                                                ,L17885
3d2.(3P).4d,4P,5/2,,77807.7864,,0.0017,,                                                ,L17885
3d2.(3P).4d,2P,1/2,,77937.4445,,0.0013,,                                                ,L17885
3d2.(3P).4d,2P,3/2,,78058.1017,,0.0014,,                                                ,L17885
3d2.(3P).4d,2D,5/2,,78543.8893,,0.0015,,                                                ,L17885
3d2.(3P).4d,2D,3/2,,78595.8371,,0.0016,,                                                ,L17885
3d2.(1G).4d,2G,7/2,,80076.398,,0.002,,                                                ,L17885
3d2.(1G).4d,2G,9/2,,80113.1209,,0.0018,,                                                ,L17885
3d2.(1D).5p,2F*,5/2,,80188.3226,,0.0017,,                                                ,L17885
3d2.(1D).5p,2F*,7/2,,80268.0717,,0.0016,,                                                ,L17885
3d2.(1G).4d,2H,9/2,,80788.150,,0.002,,                                                ,L17885
3d2.(1G).4d,2H,11/2,,80829.6682,,0.0018,,                                                ,L17885
3d2.(3F).4f,4H*,7/2,,81627.830,,0.002,,                                                ,L17885
3d2.(3F).4f,4H*,9/2,,81676.4409,,0.0019,,                                                ,L17885
3d2.(3F).4f,4H*,11/2,,81754.1387,,0.0015,,                                                ,L17885
3d2.(3F).4f,4H*,13/2,,82073.0114,,0.0013,,                                                ,L17885
3d2.(3F).4f,2G*,7/2,,81685.979,,0.002,,                                                ,L17885
3d2.(3F).4f,2G*,9/2,,81842.2440,,0.0013,,                                                ,L17885
3d2.(3F).4f,4G*,5/2,,81724.330,,0.002,,                                                ,L17885
3d2.(3F).4f,4G*,7/2,,81861.0276,,0.0020,,                                                ,L17885
3d2.(3F).4f,4G*,9/2,,82078.561,,0.003,,                                                ,L17885
3d2.(3F).4f,4G*,11/2,,82103.1876,,0.0015,,                                                ,L17885
3d2.(3F).4f,4I*,9/2,,81738.2883,,0.0018,,                                                ,L17885
3d2.(3F).4f,4I*,11/2,,81889.5772,,0.0017,,                                                ,L17885
3d2.(3F).4f,4I*,13/2,,81919.6886,,0.0015,,                                                ,L17885
3d2.(3F).4f,4I*,15/2,,82164.075,,0.002,,                                                ,L17885
3d2.(3F).4f,4D*,3/2,,81771.556,,0.002,,                                                ,L17885
3d2.(3F).4f,4D*,5/2,,81774.158,,0.002,,                                                ,L17885
3d2.(3F).4f,4D*,7/2,,82134.1565,,0.0019,,                                                ,L17885
3d2.(3F).4f,4F*,3/2,,81867.876,,0.003,,                                                ,L17885
3d2.(3F).4f,4F*,7/2,,81913.0457,,0.0017,,                                                ,L17885
3d2.(3F).4f,4F*,5/2,,81943.4136,,0.0020,,                                                ,L17885
3d2.(3F).4f,4F*,9/2,,82147.7069,,0.0016,,                                                ,L17885
3d2.(3F).4f,2H*,9/2,,81924.127,,0.002,,                                                ,L17885
3d2.(3F).4f,2H*,11/2,,82183.471,,0.002,,                                                ,L17885
3d2.(3F).4f,2F*,5/2,,81997.005,,0.005,,                                                ,L17885
3d2.(3F).4f,2F*,7/2,,82151.461,,0.002,,                                                ,L17885
3d2.(3F).4f,2I*,11/2,,82001.109,,0.002,,                                                ,L17885
3d2.(3F).4f,2I*,13/2,,82284.367,,0.002,,                                                ,L17885
3d2.(3F).4f,2P*,1/2,,82065.643,,0.006,,                                                ,L17885
3d2.(3P).5p,4D*,5/2,,82111.809,,0.003,,                                                ,L17885
3d2.(3P).5p,4D*,7/2,,82316.4935,,0.0018,,                                                ,L17885
3d2.(1G).4d,2F,5/2,,82241.662,,0.003,,                                                ,L17885
3d2.(1G).4d,2F,7/2,,82243.0637,,0.0017,,                                                ,L17885
3d2.(3F).4f,4P*,5/2,,82246.515,,0.003,,                                                ,L17885
3d2.(3F).4f,2D*,5/2,,82319.068,,0.003,,                                                ,L17885
3d2.(3F).4f,4S*,3/2,,82370.216,,0.004,,                                                ,L17885
3d2.(3F).6s,4F,3/2,,82839.341,,0.008,,                                                ,L17885
3d2.(3F).6s,4F,5/2,,82914.301,,0.005,,                                                ,L17885
3d2.(3F).6s,4F,7/2,,83058.538,,0.004,,                                                ,L17885
3d2.(3F).6s,4F,9/2,,83257.2496,,0.0019,,                                                ,L17885
3d2.(3F).6s,2F,5/2,,83245.315,,0.004,,                                                ,L17885
3d2.(3F).6s,2F,7/2,,83519.365,,0.003,,                                                ,L17885
3d2.(1G).4d,2D,5/2,,83661.0179,,0.0020,,                                                ,L17885
3d2.(1G).4d,2D,3/2,,83666.406,,0.007,,                                                ,L17885
3d2.(3F).5d,4G,5/2,,84268.971,,0.003,,                                                ,L17885
3d2.(3F).5d,4G,7/2,,84360.507,,0.004,,                                                ,L17885
3d2.(3F).5d,4G,9/2,,84490.976,,0.004,,                                                ,L17885
3d2.(3F).5d,4H,7/2,,84369.880,,0.003,,                                                ,L17885
3d2.(3F).5d,4H,9/2,,84512.7943,,0.0020,,                                                ,L17885
3d2.(3F).5d,4H,11/2,,84632.249,,0.003,,                                                ,L17885
3d2.(3F).5d,4H,13/2,,84722.279,,0.002,,                                                ,L17885
3d2.(3F).5d,4D,3/2,,84510.157,,0.012,,                                                ,L17885
3d2.(3F).5d,4D,5/2,,84644.617,,0.004,,                                                ,L17885
3d2.(3F).5d,4D,7/2,,84652.443,,0.004,,                                                ,L17885
Ti III (3d2 3F<2>),Limit,---,,109494,,20,,                                                ,"L7185,L5432"
