Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Leading percentages,Reference
6s2.6p.6d,"(3/2,3/2)*",2,5,,102331.668,,0.020,"  38         :    34  6p.6d  (3/2,3/2)* ",L9887
6s2.6p.6d,"(3/2,3/2)*",3,7,,103003.505,,0.020,"  59         :    28  6p.7d  (1/2,5/2)* ",L9887
6s2.6p.8s,"(1/2,1/2)*",1,3,,101340.430,,0.020,"  86         :    11  6p.6d  (3/2,3/2)* ",L9887
6s2.6p.8s,"(1/2,1/2)*",0,1,,101463.435,,0.020,"  90         :    10  6p.6d  (3/2,3/2)* ",L9887
6s2.6p.7p,"(3/2,1/2)",2,5,,105085.532,,0.020,"  50         :    47  6p.5f  (1/2,5/2)  ",L9887
6s2.6p.7p,"(3/2,1/2)",1,5,,105270.947,,0.020,"  85         :    13         (3/2,3/2)  ",L9887
6s2.6p.5f,"(1/2,7/2)",3,7,,105289.732,,0.020,"  82         :    13  6p.7p  (3/2,3/2)  ",L9887
6s2.6p.5f,"(1/2,7/2)",4,9,,105728.060,,0.020, 100                                    ,L9887
6s2.6p.5f,"(1/2,5/2)",3,7,,105451.045,,0.020,  95                                    ,L9887
6s2.6p.5f,"(1/2,5/2)",2,3,,106449.487,,0.020,"  51         :    41  6p.7p  (3/2,1/2)  ",L9887
6s2.6p.7d,"(1/2,3/2)*",2,5,,105527.197,,0.020,  95                                    ,L9887
6s2.6p.7d,"(1/2,3/2)*",1,3,,108126.733,,0.020,"  75         :     8  6p.6d  (3/2,5/2)* ",L9887
6s2.6p.8p,"(1/2,1/2)",0,1,,107976,,,         or  :               3P         ,L3466
6s2.6p.7p,"(3/2,3/2)",3,7,,108280.653,,0.020,"  86         :    13  6p.5f  (1/2,7/2)  ",L9887
6s2.6p.7p,"(3/2,3/2)",1,3,,108406.284,,0.020,"  76         :    14         (3/2,1/2)  ",L9887
6s2.6p.7p,"(3/2,3/2)",2,5,,109905.987,,0.020,"  69         :    22  6p.8p  (1/2,3/2)  ",L9887
6s2.6p.7p,"(3/2,3/2)",0,1,,112650.875,,0.020,"  89         :     5  6p.8p  (1/2,1/2)  ",L9887
6s2.6p.8p,"(1/2,3/2)",2,5,,108888.519,,0.020,"  73         :    26  6p.7p  (3/2,3/2)  ",L9887
6s2.6p.8p,"(1/2,3/2)",1,3,,109105.461,,0.020,  92                                    ,L9887
6s2.6p.7d,"(1/2,5/2)*",2,5,,109158.128,,0.020,  34         :    31  6s.6p3 3D*        ,L9887
6s2.6p.9s,"(1/2,1/2)*",0,1,,114579.101,,0.020,  87         :    11  6s.6p3 3P*        ,L9887
6s2.6p.9s,"(1/2,1/2)*",1,3,,114613.372,,0.020,  76         :     9  6s.6p3 3P*        ,L9887
6s2.6p.6f,"(1/2,5/2)",3,7,,115936.556,,0.020, 100     or  :               3G         ,L9887
6s2.6p.6f,"(1/2,5/2)",2,5,,116214.383,,0.020,  99     or  :               3F         ,L9887
6s2.6p.6f,"(1/2,7/2)",3,7,,116090.980,,0.020,  99     or  :               3F         ,L9887
6s2.6p.6f,"(1/2,7/2)",4,9,,116140.866,,0.020, 100     or  :               3F         ,L9887
6s2.6p.8d,"(1/2,5/2)*",2,5,,116942.813,,0.020,"  49         :    40         (1/2,3/2)* ",L9887
6s2.6p.8d,"(1/2,5/2)*",3,7,,117224.556,,0.020,  96                                    ,L9887
6s2.6p.5g,"(1/2,7/2)*",3,7,,117004,,,                                        ,L3466
6s2.6p.8d,"(1/2,3/2)*",1,3,,117225,,14,  91     or  :               3D*        ,L6771
6s2.6p.9d,"(1/2,3/2)*",2,5,,122278.025,,0.020,  89                                    ,L9887
6s2.6p.9d,"(1/2,3/2)*",1,3,,122669,,15,  83     or  :               3D*        ,L6771
6s2.6p.8f,"(1/2,5/2)",3,7,,125133.866,,0.020,"  72         :    16         (1/2,7/2)  ",L9887
6s2.6p.8f,"(1/2,7/2)",4,9,,125249.299,,0.020,"  88         :    12  6p.5f  (3/2,7/2)  ",L9887
6s2.6p.5f,"(3/2,5/2)",3,7,,125385.746,,0.020,"  82         :     8  6p.8f  (1/2,5/2)  ",L9887
6s2.6p.5f,"(3/2,5/2)",2,5,,126299.205,,0.020,  91                                    ,L9887
6s2.6p.5f,"(3/2,5/2)",4,9,,126653.813,,0.020,"  81         :    16         (3/2,7/2)  ",L9887
6s2.6p.5f,"(3/2,5/2)",1,3,,127062.615,,0.020,  98                                    ,L9887
6s2.6p.5f,"(3/2,7/2)",4,9,,125536.550,,0.020,"  72         :    18         (3/2,5/2)  ",L9887
6s2.6p.5f,"(3/2,7/2)",5,11,,125946.915,+x,0.007, 100                                    ,L9887
6s2.6p.5f,"(3/2,7/2)",3,7,,126107.642,,0.020,"  84         :     9         (3/2,5/2)  ",L9887
6s2.6p.5f,"(3/2,7/2)",2,5,,127184.243,,0.020,  97                                    ,L9887
6s2.6p.10d,"(1/2,3/2)*",2,5,,125612.129,,0.020,  90                                    ,L9887
6s2.6p.10d,"(1/2,3/2)*",1,3,,125786,,16,  96     or  :               3D*        ,L6771
6s2.6p.7d,"(3/2,3/2)*",3,7,,126949.444,,0.020,"  72         :    26         (3/2,5/2)* ",L9887
6s2.6p.11d,"(1/2,3/2)*",1,3,,127902,,16,  94     or  :               3D*        ,L6771
6s2.6p.7d,"(3/2,5/2)*",3,7,,128544.088,,0.020,"  71         :    26         (3/2,3/2)* ",L9887
6s2.6p.12d,"(1/2,3/2)*",1,3,,129383,,17,  79     or  :               3D*        ,L6771
6s2.6p.13d,"(1/2,3/2)*",1,3,,130369,,17,  95     or  :               3D*        ,L6771
6s2.6p.14d,"(1/2,3/2)*",1,3,,131117,,17,  97     or  :               3D*        ,L6771
Bi III (6s2.6p 2P*<1/2>),Limit,---,,,134720,,30,                                        ,L6771
