Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Reference
,3436*,5,11,,34365.33,,,1.42,
,3480*,4,9,,34803.82,,,1.37,
,3509*,2,5,,35090.50,,,1.57,
,3561*,3,7,,35615.92,,,1.51,
,3591*,1,3,,35919.55,,,1.29,
,3634*,2,5,,36345.81,,,1.15,
,3663*,2,5,,36634.54,,,1.36,
,3680*,3,7,,36806.27,,,1.48,
,3681*,5,11,,36817.94,,,1.28,
,3682*,4,9,,36826.39,,,1.41,
,3697*,1,3,,36979.51,,,1.31,
,3780*,3,7,,37808.58,,,1.26,
,3790*,4,9,,37908.77,,,1.45,
,3792*,2,5,,37921.71,,,1.45,
,3813*,4,9,,38130.09,,,1.24,
,3824*,1,3,,38244.20,,,1.55,
,3826*,3,7,,38264.16,,,1.23,
,3833*,2,5,,38330.75,,,1.41,
,3848*,3,7,,38486.01,,,1.61,
,3861*,1,3,,38613.44,,,0.29,
,3874*,2,5,,38741.19,,,1.60,
,3887*,1,3,,38875.97,,,1.90,
,3938*,3,7,,39382.95,,,1.18,
,3940*,5,11,,39406.98,,,1.18,
,3949*,2,5,,39493.80,,,0.93,
,3967*,2,5,,39674.89,,,1.91,
,4008*,4,9,,40087.01,,,1.36,
,4029*,6,13,,40290.44,,,1.30,
,4036*,4,9,,40361.92,,,1.32,
,4049*,1,3,,40497.48,,,2.18,
,4088*,2,5,,40888.05,,,0.82,
,4102*,6,13,,41023.22,,,1.23,
,4122*,5,11,,41225.02,,,1.27,
,4123*,3,7,,41231.98,,,1.08,
,4172*,4,9,,41725.58,,,1.04,
,4187*,3,7,,41875.93,,,1.30,
,4229*,1,3,,42299.83,,,1.00,
,4231*,4,9,,42310.25,,,1.22,
,4231*,3,7,,42316.68,,,1.03,
,4242*,1,3,,42422.36,,,1.86,
,4258*,0,1,,42582.75,,,,
,4265*,2,5,,42658.36,,,1.41,
,4274*,4,9,,42746.57,,,1.32,
,4301*,3,7,,43011.56,,,1.05,
,4340*,5,11,,43401.82,,,1.22,
,4343*,2,5,,43437.13,,,1.00,
,4351*,3,7,,43515.75,,,1.21,
,4361*,2,5,,43610.81,,,1.05,
,4375*,4,9,,43754.64,,,1.05,
,4386*,4,9,,43863.69,,,1.20,
,4387*,5,11,,43876.12,,,1.13,
,4407*,2,5,,44075.34,,,1.16,
,4414*,3,7,,44144.14,,,1.13,
,4447*,1,3,,44474.88,,,1.01,
,4466*,2,5,,44662.97,,,1.31,
,4472*,1,3,,44729.93,,,1.01,
,4483*,6,13,,44839.09,,,1.19,
,4486*,3,7,,44869.71,,,1.35,
,4489*,4,9,,44892.67,,,1.22,
,4492*,5,11,,44921.12,,,1.27,
,4531*,6,13,,45315.88,,,1.30,
,4538*,4,9,,45388.69,,,1.07,
,4550*,2,5,,45503.45,,,1.32,
,4556*,3,7,,45561.99,,,1.00,
,4575*,5,11,,45758.63,,,1.23,
,4577*,3,7,,45774.55,,,1.12,
,4616*,2,5,,46169.54,,,1.19,
,4620*,1,3,,46202.36,,,0.62,
,4626*,4,9,,46263.46,,,1.12,
,4632*,3,7,,46327.99,,,1.11,
,4640*,2,5,,46406.90,,,1.15,
,4651*,1,3,,46515.45,,,1.19,
,4677*,3,7,,46776.29,,,1.25,
,4681*,2,5,,46812.87,,,1.15,
,4694*,1 or 2,3,,46947.12,,,,
,4705*,3,7,,47057.29,,,1.21,
,4715*,4,9,,47158.48,,,1.12,
5d6.6s.(6D).7s,e 7D,1,3,,,,,,
5d6.6s.(6D).7s,e 7D,2,5,,,,,,
5d6.6s.(6D).7s,e 7D,5,11,,47198.73,,,1.57,
5d6.6s.(6D).7s,e 7D,4,9,,48737.44,,,1.50,
5d6.6s.(6D).7s,e 7D,3,7,,51138.13,,,1.71,
,4720*,5,11,,47200.25,,,1.31,
,4747*,1,3,,47477.05,,,1.14,
,4753*,2,5,,47539.58,,,0.99,
,4761*,3,7,,47614.64,,,1.12,
,4782*,3,7,,47827.68,,,1.11,
,4784*,3,7,,47845.24,,,,
,4785*,4,9,,47853.53,,,1.17,
,4793*,2,5,,47934.89,,,1.21,
,4795*,3,7,,47957.97,,,,
,4813*,4,9,,48131.92,,,,
,4830*,3,7,,48302.56,,,1.14,
,4833*,1,3,,48338.08,,,,
,4840*,1,3,,48409.32,,,0.98,
,4852*,4,9,,48525.87,,,1.07,
,4854*,1,3,,48546.45,,,,
,4875*,4,9,,48756.10,,,1.16,
,4877*,2,5,,48773.49,,,1.15,
,4887*,3,7,,48874.93,,,1.28,
,4899*,2,5,,48999.56,,,,
,4905*,1,3,,49053.60,,,0.89,
,4911*,2,5,,49112.10,,,1.10,
,4913*,3,7,,49138.11,,,1.23,
,4920*,3,7,,49202.03,,,,
,4946*,3,7,,49461.19,,,,
,4948*,4,9,,49481.99,,,1.20,
,4953*,5,11,,49534.28,,,,
,4961*,2,5,,49614.84,,,1.10,
,4968*,3,7,,49680.45,,,,
,4987*,2,5,,49872.57,,,0.93,
,4990*,3,7,,49903.54,,,,
,4994*,3,7,,49947.06,,,1.19,
,5000*,1,3,,50007.36,,,1.42,
,5015*,3,7,,50153.57,,,1.16,
,5027*,4,9,,50274.91,,,1.12,
,5029*,4,9,,50293.56,,,1.18,
,5031*,2,5,,50311.71,,,1.15,
,5032*,3,7,,50329.97,,,1.22,
,5037*,5,11,,50377.19,,,1.19,
,5045*,3,7,,50453.80,,,,
,5050*,4,9,,50503.53,,,1.19,
,5053*,3,7,,50530.59,,,,
,5058*,1,3,,50589.89,,,1.06,
,5063*,6,13,,50630.26,,,1.13,
,5067*,1,3,,50670.83,,,1.19,
,5090*,5,11,,50902.87,,,1.19,
,5093*,4,9,,50937.24,,,1.18,
,5098*,2,5,,50989.77,,,1.12,
5d6.6s.(6D).7s,e 5D,0,1,,,,,,
5d6.6s.(6D).7s,e 5D,1,3,,,,,,
5d6.6s.(6D).7s,e 5D,4,9,,51038.49,,,1.59,
5d6.6s.(6D).7s,e 5D,2,5,,52148.69,,,1.80,
5d6.6s.(6D).7s,e 5D,3,7,,52401.81,,,,
,5104*,3,7,,51042.76,,,1.25,
,5116*,0,1,,51166.38,,,,
,5121*,1,3,,51217.74,,,0.66,
,5122*,3,7,,51228.63,,,1.27,
,5131*,2,5,,51311.24,,,0.90,
,5132*,4,9,,51329.30,,,1.07,
,5154*,2,5,,51545.88,,,1.50,
,5165*,2,5,,51655.94,,,1.09,
,5175*,3,7,,51758.65,,,1.13,
,5204*,6,13,,52042.60,,,1.17,
,5213*,3,7,,52138.11,,,1.08,
,5216*,2,5,,52162.03,,,1.21,
,5233*,2,5,,52337.78,,,,
,5237*,1,3,,52374.93,,,1.14,
,5249*,4,9,,52490.56,,,1.11,
,5256*,3,7,,52563.81,,,,
,5260*,3,7,,52604.13,,,0.99,
,5267*,3,7,,52677.58,,,,
,5271*,4,9,,52715.84,,,1.13,
,5280*,6,13,,52801.90,,,1.13,
,5293*,3,7,,52937.60,,,1.24,
,5307*,2,5,,53073.24,,,1.20,
,5313*,4,9,,53131.25,,,1.19,
,5333*,3,7,,53338.22,,,1.39,
,5342*,2,5,,53424.05,,,,
,5344*,4,9,,53447.29,,,1.13,
,5345*,1,3,,53454.11,,,,
,5357*,6,13,,53572.09,,,1.10,
,5359,2,5,,53594.54,,,,
,5364*,2,5,,53647.07,,,,
,5375,3,7,,53758.43,,,,
,5388*,3,7,,53886.85,,,,
,5404*,2,5,,54049.89,,,0.96,
,5406*,2,5,,54064.40,,,,
,5430*,1,3,,54302.45,,,1.57,
,5432*,6,13,,54328.11,,,1.21,
,5448*,1,3,,54484.27,,,0.59,
,5467,3,7,,54676.96,,,1.82,
,5475*,2,5,,54753.20,,,,
,5480*,1,3,,54800.46,,,1.46,
,5484,1 or 2,3,,54847.38,,,,
,5486*,2,5,,54867.69,,,,
,5538,3,7,,55388.87,,,1.78,
,5540,5,11,,55402.47,,,1.40,
,5541,4,9,,55419.00,,,,
,5609,2,5,,56092.46,,,,
,5622,5,11,,56222.41,,,,
,5672,4,9,,56729.16,,,,
,5712*,1,3,,57122.30,,,1.29,
,5733,3,7,,57334.23,,,,
,5782,3,7,,57826.90,,,,
,5809,4,9,,58098.19,,,,
,5868,3,7,,58688.20,,,,
,5876,4,9,,58768.76,,,,
,5890,3,7,,58905.20,,,,
,5895,3,7,,58957.24,,,,
,5907,3,7,,59074.97,,,,
,5910,2,5,,59105.95,,,,
,5914,2,5,,59142.16,,,,
,5917,2,5,,59170.43,,,,
,5922,2,5,,59229.84,,,,
,5928,3,7,,59282.85,,,,
,5955,3,7,,59556.04,,,,
,5958,3,7,,59582.97,,,,
,5960,2,5,,59602.19,,,,
,5975,3,7,,59750.04,,,,
,6064,4,9,,60649.49,,,,
Os II (5d6.6s 6D<9/2>),Limit,---,,,68058.9,,1.6,,L8105
