Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Reference
1s2.2s.5p,3P*,2,5,[,70065.40,],0.14,L9172
1s2.2s.5p,1P*,1,3,,70120.59,,0.03,L9172
1s2.2s.5d,3D,3,7,,70603.73,,0.06,L9172
1s2.2s.5d,3D,1,3,,70603.76,,0.07,L9172
1s2.2s.5d,3D,2,5,,70603.76,,0.06,L9172
1s2.2s.5f,3F*,4,9,,70749.7,,1.1,L9172
1s2.2s.5f,3F*,2,5,,70749.741,,0.06,L9172
1s2.2s.5f,3F*,3,7,,70749.744,,0.06,L9172
1s2.2s.5f,1F*,3,7,,70750.02,,0.04,L9172
1s2.2s.5d,1D,2,5,,71002.406,,0.03,L9172
1s2.2s.6s,3S,1,3,,71160.514,,0.06,L9172
1s2.2s.6s,1S,0,1,,71321.25,,0.08,L9172
1s2.2s.6p,3P*,0,1,,71730.64,,0.08,L9172
1s2.2s.6p,3P*,1,3,,71730.66,,0.06,L9172
1s2.2s.6p,3P*,2,5,,71730.66,,0.06,L9172
1s2.2s.6p,1P*,1,3,,71746.17,,0.06,L9172
1s2.2s.6d,3D,1,3,,72029.49,,0.08,L9172
1s2.2s.6d,3D,2,5,,72029.50,,0.07,L9172
1s2.2s.6d,3D,3,7,,72029.51,,0.07,L9172
1s2.2s.6f,3F*,2,5,,72111.57,,0.06,L9172
1s2.2s.6f,3F*,3,7,,72111.57,,0.06,L9172
1s2.2s.6f,3F*,4,9,,72111.6,,1.0,L9172
1s2.2s.6f,1F*,3,7,,72111.75,,0.05,L9172
1s2.2s.6d,1D,2,5,,72251.22,,0.10,L9172
1s2.2s.7s,3S,1,3,,72354.7,,1.5,L9172
1s2.2s.7s,1S,0,1,,72448.38,,0.18,L9172
1s2.2s.7p,3P*,0,1,,72697.33,,0.08,L9172
1s2.2s.7p,3P*,1,3,,72697.34,,0.07,L9172
1s2.2s.7p,3P*,2,5,,72697.34,,0.06,L9172
1s2.2s.7p,1P*,1,3,[,72701.8,],0.5,L9172
1s2.2s.7d,3D,3,7,,72880.92,,0.12,L9172
1s2.2s.7d,3D,2,5,,72881.01,,0.13,L9172
1s2.2s.7d,3D,1,3,,72881.03,,0.16,L9172
1s2.2s.7f,3F*,4,9,,72931.6,,0.8,L9172
1s2.2s.7f,3F*,2,5,,72931.61,,0.07,L9172
1s2.2s.7f,3F*,3,7,,72931.62,,0.06,L9172
1s2.2s.7f,1F*,3,7,,72931.77,,0.06,L9172
1s2.2s.7d,1D,2,5,,73017.55,,0.07,L9172
1s2.2s.8s,3S,1,3,,73088.4,,1.5,L9172
1s2.2s.8s,1S,0,1,,73146.67,,0.19,L9172
1s2.2s.8p,3P*,2,5,,73309.15,,0.06,L9172
1s2.2s.8p,3P*,1,3,,73309.16,,0.07,L9172
1s2.2s.8p,3P*,0,1,,73309.17,,0.09,L9172
1s2.2s.8p,1P*,1,3,[,73309.7,],0.5,L9172
1s2.2s.8d,3D,3,7,,73429.34,,0.13,L9172
1s2.2s.8d,3D,2,5,,73429.42,,0.14,L9172
1s2.2s.8d,3D,1,3,,73429.43,,0.17,L9172
1s2.2s.8d,1D,2,5,,73519.92,,0.09,L9172
1s2.2s.9s,1S,0,1,,73608.6,,0.3,L9172
1s2.2s.9p,1P*,1,3,[,73719.4,],0.5,L9172
1s2.2s.9d,3D,1,3,,73801,,3,L9172
1s2.2s.9d,3D,2,5,,73801.8,,2.4,L9172
1s2.2s.9d,3D,3,7,,73803.6,,2.0,L9172
1s2.2s.9d,1D,2,5,,73866.95,,0.10,L9172
1s2.2s.10s,1S,0,1,,73930.5,,0.3,L9172
1s2.2s.10p,1P*,1,3,[,74009.2,],0.5,L9172
1s2.2s.10d,3D,1,3,,74069.3,,2.1,L9172
1s2.2s.10d,3D,2,5,,74070,,2,L9172
1s2.2s.10d,3D,3,7,,74071,,3,L9172
1s2.2s.10d,1D,2,5,,74115.98,,0.20,L9172
1s2.2s.11s,1S,0,1,,74163.5,,0.3,L9172
1s2.2s.11p,1P*,1,3,[,74221.1,],0.5,L9172
1s2.2s.11d,3D,1,3,,74267.4,,2.1,L9172
1s2.2s.11d,3D,2,5,,74268,,2,L9172
1s2.2s.11d,3D,3,7,,74269,,3,L9172
1s2.2s.11d,1D,2,5,,74301.5,,0.3,L9172
1s2.2s.12p,1P*,1,3,[,74380.7,],0.5,L9172
1s2.2s.12d,3D,1,3,,74414.6,,2.1,L9172
1s2.2s.12d,3D,2,5,,74415,,2,L9172
1s2.2s.12d,3D,3,7,,74416,,3,L9172
1s2.2s.12d,1D,2,5,,74443.4,,0.3,L9172
1s2.2s.13p,1P*,1,3,[,74504.1,],0.5,L9172
Be II (2s 2S<1/2>),Limit,---,,,75192.64,,0.06,L5964
1s2.2p2,1S,0,1,,76190,a,6,L9172
1s2.2p.3s,3P*,0,1,,85553.94,,0.11,L9172
1s2.2p.3s,3P*,1,3,,85556.03,,0.07,L9172
1s2.2p.3s,3P*,2,5,,85560.01,,0.07,L9172
1s2.2p.3s,1P*,1,3,,88200,a,800,L9172
1s2.2p.3p,1P,1,3,,89121.19,,0.05,L9172
1s2.2p.3p,3P,0,1,,92014.81,,0.12,L9172
1s2.2p.3p,3P,1,3,,92015.98,,0.10,L9172
1s2.2p.3p,3P,2,5,,92018.09,,0.12,L9172
1s2.2p.3d,1D*,2,5,,93394.09,,0.07,L9172
1s2.2p.3d,3D*,1,3,,94188.53,,0.09,L9172
1s2.2p.3d,3D*,2,5,,94189.24,,0.09,L9172
1s2.2p.3d,3D*,3,7,,94190.36,,0.10,L9172
1s2.2p.3d,1P*,1,3,,95644,a,5,L9172
1s2.2p.4s,1P*,1,3,,97600,a,500,L9172
1s2.2p.4p,1P,1,3,,98192.07,,0.09,L9172
1s2.2p.4p,3P,0,1,,99163.59,,0.23,L9172
1s2.2p.4p,3P,1,3,,99164.71,,0.22,L9172
1s2.2p.4p,3P,2,5,,99166.77,,0.22,L9172
1s2.2p.4d,1D*,2,5,,99668.5,,0.9,L9172
1s2.2p.4d,3D*,1,3,,99983.33,,0.22,L9172
1s2.2p.4d,3D*,2,5,,99983.97,,0.20,L9172
1s2.2p.4d,3D*,3,7,,99985.29,,0.22,L9172
1s2.2p.4f,1F,3,7,,100092.54,?,0.21,L9172
1s2.2p.4f,3F,3,7,,100230.55,?,0.23,L9172
1s2.2p.4f,3F,4,9,,100231.84,?,0.3,L9172
1s2.2p.4d,1P*,1,3,[,100568,a],5,L9172
1s2.2p.5s,1P*,1,3,,101400,a,100,L9172
1s2.2p.5p,1P,1,3,,101749.32,,0.20,L9172
1s2.2p.5p,3P,0,1,,102195.75,,0.3,L9172
1s2.2p.5p,3P,1,3,,102197.66,,0.23,L9172
1s2.2p.5p,3P,2,5,,102199.38,,0.24,L9172
1s2.2p.5d,1D*,2,5,,102442.0,,0.4,L9172
1s2.2p.5d,3D*,,15,,102596.2,,1.2,L9172
1s2.2p.5f,1F,3,7,,102641.11,?,0.21,L9172
1s2.2p.5d,1P*,1,3,,102891,a,5,L9172
1s2.2p.6s,1P*,1,3,,103330,a,110,L9172
1s2.2p.6p,1P,1,3,,103529.17,,0.21,L9172
1s2.2p.6d,1P*,1,3,,104181,a,5,L9172
1s2.2p.7s,1P*,1,3,,104410,a,110,L9172
1s2.2p.7d,1P*,1,3,,104959,a,5,L9172
1s2.2p.8s,1P*,1,3,,105090,a,110,L9172
1s2.2p.8d,1P*,1,3,,105468,,5,L9172
1s2.2p.9s,1P*,1,3,,105520,a,110,L9172
1s2.2p.9d,1P*,1,3,,105809,,5,L9172
1s2.2p.10s,1P*,1,3,,105830,a,110,L9172
1s2.2p.10d,1P*,1,3,,106057,,5,L9172
1s2.2p.11s,1P*,1,3,,106080,,110,L9172
1s2.2p.12s,1P*,1,3,,106220,,110,L9172
1s2.2p.11d,1P*,1,3,,106246,,5,L9172
1s2.2p.13s,1P*,1,3,,106370,,110,L9172
1s2.2p.12d,1P*,1,3,,106384,,5,L9172
1s2.2p.13d,1P*,1,3,,106491,,5,L9172
1s2.2p.14d,1P*,1,3,,106578,,5,L9172
1s2.2p.15d,1P*,1,3,,106649,,5,L9172
1s2.2p.16d,1P*,1,3,,106708,,5,L9172
Be II (2p 2P*<1/2>),Limit,---,,,107121.38,,0.06,L9172
Be II (2p 2P*<3/2>),Limit,---,,,107127.96,,0.06,L9172
1s2.3s.3p,1P*,1,3,,142630,a,100,L9172
1s2.3s.4p,1P*,1,3,,151910,a,120,L9172
1s2.3s.7p?,1P*?,1,3,,159670,a,130,L9172
1s2.3s.8p?,1P*?,1,3,,160620,a,130,L9172
1s2.3s.9p?,1P*?,1,3,,161260,a,130,L9172
1s2.3s.10p?,1P*?,1,3,,161680,a,130,L9172
Be II (3s 2S<1/2>),Limit,---,,,163424.6,,0.3,L9172
1s.2s2.2p,3P*,2,5,,921900,a,800,L9172
1s.2s2.2p,3P*,1,3,,921900,a,800,L9172
1s.2s2.2p,3P*,0,1,,921900,a,800,L9172
1s.2s2.2p,1P*,1,3,,931300,a,400,L9172
1s.(2S).2s.2p2.(4P),5P,3,7,,931800,+x,300,L9172
1s.(2S).2s.2p2.(4P),5P,2,5,,931800,+x,300,L9172
1s.(2S).2s.2p2.(4P),5P,1,3,,931800,+x,300,L9172
1s.(2S).2s.2p2.(4P),3P,2,5,,953000,a,800,L9172
1s.(2S).2s.2p2.(4P),3P,1,3,,953000,a,800,L9172
1s.(2S).2s.2p2.(4P),3P,0,1,,953000,a,800,L9172
1s.(2S).2s.2p2.(2D),3D,3,7,,954300,a,1100,L9172
1s.(2S).2s.2p2.(2D),3D,2,5,,954300,a,800,L9172
1s.(2S).2s.2p2.(2D),3D,1,3,,954300,a,600,L9172
1s.(2S).2s.2p2.(2S),3S,1,3,,967160,a,180,L9172
1s.(2S).2s.2p2.(2P),3P,2,5,,977400,a,300,L9172
1s.(2S).2s.2p2.(2P),3P,1,3,,977400,a,300,L9172
1s.(2S).2s.2p2.(2P),3P,0,1,,977400,a,400,L9172
1s.2s2.3p,1P*,1,3,,979140,a,190,L9172
1s.(2S).2p3.(4S*),5S*,2,5,,984170,+x,300,L9172
1s.(2S).2s.2p2.(2P),1P,1,3,,985900,a,1600,L9172
1s.2s2.4p?,1P*?,1,3,,988140,a,200,L9172
1s.2s2.5p?,1P*?,1,3,,991500,a,500,L9172
1s.(2S).2s.2p.(3P*).3p,5P,3,7,,991620,+y,300,L9172
1s.(2S).2s.2p.(3P*).3p,5P,2,5,,991620,+y,300,L9172
1s.(2S).2s.2p.(3P*).3p,5P,1,3,,991620,+y,300,L9172
Be II (1s.2s2 2S<1/2>),Limit,---,,,997200,,800,L9172
1s.(2S).2s.2p.(3P*).4p,5P,3,7,,1000700,+z,300,L9172
1s.(2S).2s.2p.(3P*).4p,5P,2,5,,1000700,+z,300,L9172
1s.(2S).2s.2p.(3P*).4p,5P,1,3,,1000700,+z,300,L9172
1s.(2S).2s.2p.(3P*).3s,1P*,1,3,,1009400,a,1000,L9172
1s.(2S).2s.2p.(3P*).3d?,1P*?,1,3,,1013600,?,500,L9172
1s.(2S).2s.2p.(3P*).4d?,1P*?,1,3,,1020700,?,500,L9172
1s.(2S).2s.2p.(3P*).4s?,1P*?,1,3,,1021900,?a,500,L9172
1s.(2S).2s.2p.(1P*).3s,1P*,1,3,,1026300,a,500,L9172
1s.(2S).2s.2p.(1P*).3d?,1P*?,1,3,,1028400,?a,500,L9172
Be II (1s.(2S).2s.2p.(3P*) 2P*),Limit,---,,,1032960,,100,L9172
1s.(2S).2p2.(3P).3p,5S*,2,5,,1035601,+y,300,L9172
1s.(2S).2s.2p.(1P*).4s,1P*,1,3,,1038500,a,500,L9172
1s.(2S).2p2.(3P).4p,5S*,2,5,,1044052,+z,300,L9172
Be II (1s.(2S).2s.2p.(1P*) 2P*),Limit,---,,,1051000,,300,L9172
1s.2s.(3S).3s.3p.(3P*)?,1P*?,1,3,,1084600,?,400,L9172
1s.2s.(3S).3s.4p.(3P*)?,1P*?,1,3,,1102900,?,600,L9172
1s.2s.(1S).3s.3p.(1P*)?,1P*?,1,3,,1108200,?,400,L9172
1s.2s.(1S).3s.4p.(1P*)?,1P*?,1,3,,1121600,?,600,L9172
