Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Reference
5p5.(2P*<3/2>).8s,2[3/2]*,2,5,,90804.538,,,1.465,L763
5p5.(2P*<3/2>).8s,2[3/2]*,1,3,,90932.432,,,1.182,L763
5p5.(2P*<3/2>).4f,2[3/2],1,3,,90839.777,,,0.4997,L763
5p5.(2P*<3/2>).4f,2[3/2],2,5,,90849.440,,,1.11,L763
5p5.(2P*<3/2>).4f,2[9/2],5,11,,90860.655,,,,L763
5p5.(2P*<3/2>).4f,2[9/2],4,9,,90861.506,,,,L763
5p5.(2P*<3/2>).4f,2[5/2],3,7,,90907.090,,,1.18,L763
5p5.(2P*<3/2>).4f,2[5/2],2,5,,90910.052,,,0.86,L763
5p5.(2P*<3/2>).4f,2[7/2],3,7,,90944.050,,,,L763
5p5.(2P*<3/2>).4f,2[7/2],4,9,,90944.133,,,,L763
5p5.(2P*<1/2>).5d,2[5/2]*,2,5,,91152.670,,,,L763
5p5.(2P*<1/2>).5d,2[5/2]*,3,7,,91746.564,,,1.126,L763
5p5.(2P*<1/2>).5d,2[3/2]*,2,5,,91447.474,,,1.274,L763
5p5.(2P*<1/2>).5d,2[3/2]*,1,3,,93618.24,,,,L3466
5p5.(2P*<3/2>).7d,2[1/2]*,1,3,,92128.287,,,1.273,L763
5p5.(2P*<3/2>).7d,2[1/2]*,0,1,,92259.931,,,,L763
5p5.(2P*<3/2>).8p,2[1/2],1,3,,92153.279,,,1.801,L763
5p5.(2P*<3/2>).8p,2[1/2],0,1,,92555.135,,,,L763
5p5.(2P*<3/2>).8p,2[5/2],2,5,,92221.362,,,1.103,L763
5p5.(2P*<3/2>).8p,2[5/2],3,7,,92264.950,,,1.329,L763
5p5.(2P*<3/2>).8p,2[3/2],1,3,,92333.066,,,1.036,L763
5p5.(2P*<3/2>).8p,2[3/2],2,5,,92370.923,,,1.383,L763
5p5.(2P*<3/2>).7d,2[7/2]*,4,9,,92444.927,,,1.217,L763
5p5.(2P*<3/2>).7d,2[7/2]*,3,7,,92646.125,,,1.026,L763
5p5.(2P*<3/2>).7d,2[5/2]*,2,5,,92678.516,,,1.073,L763
5p5.(2P*<3/2>).7d,2[5/2]*,3,7,,92733.597,,,1.263,L763
5p5.(2P*<3/2>).7d,2[3/2]*,1,3,,92714.038,,,0.819,L763
5p5.(2P*<3/2>).7d,2[3/2]*,2,5,,92721.530,,,1.196,L763
5p5.(2P*<3/2>).5f,2[3/2],1,3,,93362.671,,,0.4997,L763
5p5.(2P*<3/2>).5f,2[3/2],2,5,,93366.245,,,1.10,L763
5p5.(2P*<3/2>).5f,2[9/2],5,11,,93377.475,,,,L763
5p5.(2P*<3/2>).5f,2[9/2],4,9,,93378.199,,,,L763
5p5.(2P*<3/2>).9s,2[3/2]*,2,5,,93398.253,,,1.496,L763
5p5.(2P*<3/2>).9s,2[3/2]*,1,3,,93422.108,,,1.154,L763
5p5.(2P*<3/2>).5f,2[5/2],3,7,,93401.466,,,1.17,L763
5p5.(2P*<3/2>).5f,2[5/2],2,5,,93403.966,,,0.87,L763
5p5.(2P*<3/2>).5f,2[7/2],3,7,,93420.823,,,,L763
5p5.(2P*<3/2>).5f,2[7/2],4,9,,93420.901,,,,L763
5p5.(2P*<3/2>).5g,2[5/2]*,2,5,,93421.22,,,,L234
5p5.(2P*<3/2>).5g,2[5/2]*,3,7,,93421.53,,,,L234
5p5.(2P*<3/2>).5g,2[11/2]*,5,11,,93427.38,,,,L234
5p5.(2P*<3/2>).5g,2[11/2]*,6,13,,93427.38,,,,L234
5p5.(2P*<3/2>).5g,2[7/2]*,4,9,,93439.76,,,,L234
5p5.(2P*<3/2>).5g,2[7/2]*,3,7,,93439.76,,,,L234
5p5.(2P*<3/2>).5g,2[9/2]*,4,9,,93446.13,,,,L234
5p5.(2P*<3/2>).5g,2[9/2]*,5,11,,93446.13,,,,L234
5p5.(2P*<3/2>).9p,2[1/2],1,3,,94066.95,,,,L3466
5p5.(2P*<3/2>).9p,2[1/2],0,1,,94285.50,,,,L3466
5p5.(2P*<3/2>).9p,2[5/2],2,5,,94110.15,,,,L3466
5p5.(2P*<3/2>).9p,2[5/2],3,7,,94134.53,,,1.307,L3466
5p5.(2P*<3/2>).8d,2[1/2]*,0,1,,94124.342,,,,L763
5p5.(2P*<3/2>).8d,2[1/2]*,1,3,,94228.004,,,1.180,L9794
5p5.(2P*<3/2>).9p,2[3/2],1,3,,94168.86,,,,L3466
5p5.(2P*<3/2>).9p,2[3/2],2,5,,94190.24,,,1.386,L3466
5p5.(2P*<3/2>).8d,2[7/2]*,4,9,,94226.320,,,1.236,L763
5p5.(2P*<3/2>).8d,2[7/2]*,3,7,,94290.225,,,1.076,L763
5p5.(2P*<3/2>).8d,2[3/2]*,2,5,,94285.651,,,1.303,L763
5p5.(2P*<3/2>).8d,2[3/2]*,1,3,,94685.467,,,0.914,L9794
5p5.(2P*<3/2>).8d,2[5/2]*,2,5,,94339.433,,,0.987,L763
5p5.(2P*<3/2>).8d,2[5/2]*,3,7,,94369.995,,,1.246,L763
5p5.(2P*<3/2>).6f,2[3/2],1,3,,94734.882,,,0.50,L763
5p5.(2P*<3/2>).6f,2[3/2],2,5,,94737.121,,,1.09,L763
5p5.(2P*<3/2>).6f,2[9/2],5,11,,94744.198,,,,L763
5p5.(2P*<3/2>).6f,2[9/2],4,9,,94744.718,,,,L763
5p5.(2P*<3/2>).6f,2[5/2],3,7,,94758.116,,,1.17,L763
5p5.(2P*<3/2>).6f,2[5/2],2,5,,94759.935,,,0.87,L763
5p5.(2P*<3/2>).10s,2[3/2]*,2,5,,94759.927,,,1.512,L763
5p5.(2P*<3/2>).10s,2[3/2]*,1,3,,94787.084,,,1.164,L763
5p5.(2P*<3/2>).6f,2[7/2],3,7,,94769.465,,,,L763
5p5.(2P*<3/2>).6f,2[7/2],4,9,,94769.524,,,,L763
5p5.(2P*<3/2>).10p,2[1/2],1,3,,95154.37,,,,L3466
5p5.(2P*<3/2>).10p,2[1/2],0,1,,95286.06,,,,L3466
5p5.(2P*<3/2>).9d,2[1/2]*,0,1,,95179.580,,,,L763
5p5.(2P*<3/2>).9d,2[1/2]*,1,3,,95228.399,,,1.217,L763
5p5.(2P*<3/2>).10p,2[5/2],2,5,,95181.66,,,,L3466
5p5.(2P*<3/2>).10p,2[5/2],3,7,,95196.53,,,,L3466
5p5.(2P*<3/2>).10p,2[3/2],1,3,,95216.46,,,,L3466
5p5.(2P*<3/2>).10p,2[3/2],2,5,,95229.59,,,,L3466
5p5.(2P*<3/2>).9d,2[7/2]*,4,9,,95249.953,,,1.237,L763
5p5.(2P*<3/2>).9d,2[7/2]*,3,7,,95283.008,,,1.078,L763
5p5.(2P*<3/2>).9d,2[3/2]*,2,5,,95274.415,,,1.298,L763
5p5.(2P*<3/2>).9d,2[3/2]*,1,3,,95498.48,,,0.899,L3466
5p5.(2P*<3/2>).9d,2[5/2]*,2,5,,95313.401,,,0.980,L763
5p5.(2P*<3/2>).9d,2[5/2]*,3,7,,95334.723,,,1.225,L763
5p5.(2P*<3/2>).7f,2[3/2],1,3,,95561.074,,,,L3466
5p5.(2P*<3/2>).7f,2[3/2],2,5,,95562.546,,,,L763
5p5.(2P*<3/2>).7f,2[9/2],5,11,,95567.14,,,,L3466
5p5.(2P*<3/2>).7f,2[9/2],4,9,,95567.48,,,,L3466
5p5.(2P*<3/2>).7f,2[5/2],3,7,,95575.960,,,,L763
5p5.(2P*<3/2>).7f,2[5/2],2,5,,95577.20,,,,L3466
5p5.(2P*<3/2>).11s,2[3/2]*,2,5,,95578.961,,,,L3466
5p5.(2P*<3/2>).11s,2[3/2]*,1,3,,95590.97,,,1.188,L3466
5p5.(2P*<3/2>).7f,2[7/2],3,7,,95583.08,,,,L3466
5p5.(2P*<3/2>).7f,2[7/2],4,9,,95583.16,,,,L3466
5p5.(2P*<1/2>).7s,2[1/2]*,0,1,,95720.95,,,,L3466
5p5.(2P*<1/2>).7s,2[1/2]*,1,3,,95800.584,,,1.308,L9794
5p5.(2P*<3/2>).11p,2[1/2],1,3,[,95830.8,],,,L3466
5p5.(2P*<3/2>).11p,2[1/2],0,1,,95915.53,,,,L3466
5p5.(2P*<3/2>).11p,2[5/2],2,5,[,95848.6,],,,L3466
5p5.(2P*<3/2>).11p,2[5/2],3,7,,95858.18,,,,L3466
5p5.(2P*<3/2>).11p,2[3/2],1,3,,95870.69,,,,L3466
5p5.(2P*<3/2>).11p,2[3/2],2,5,,95879.40,,,,L3466
5p5.(2P*<3/2>).10d,2[7/2]*,4,9,,95892.194,,,,L3466
5p5.(2P*<3/2>).10d,2[7/2]*,3,7,,95912.003,,,1.081,L763
5p5.(2P*<3/2>).10d,2[1/2]*,0,1,,95896.25,,,,L3466
5p5.(2P*<3/2>).10d,2[1/2]*,1,3,,95912.880,,,,L3466
5p5.(2P*<3/2>).10d,2[3/2]*,2,5,,95904.600,,,,L3466
5p5.(2P*<3/2>).10d,2[3/2]*,1,3,,96045.77,,,,L3466
5p5.(2P*<3/2>).10d,2[5/2]*,2,5,,95931.80,,,,L3466
5p5.(2P*<3/2>).10d,2[5/2]*,3,7,,95946.582,,,,L763
5p5.(2P*<3/2>).8f,2[3/2],1,3,,96096.25,,,,L3466
5p5.(2P*<3/2>).8f,2[3/2],2,5,,96097.31,,,,L3466
5p5.(2P*<3/2>).8f,2[9/2],5,11,,96100.60,,,,L3466
5p5.(2P*<3/2>).8f,2[9/2],4,9,,96100.75,,,,L3466
5p5.(2P*<3/2>).8f,2[5/2],3,7,,96106.31,,,,L3466
5p5.(2P*<3/2>).8f,2[5/2],2,5,,96107.36,,,,L3466
5p5.(2P*<3/2>).12s,2[3/2]*,2,5,,96109.22,,,,L3466
5p5.(2P*<3/2>).12s,2[3/2]*,1,3,,96122.77,,,,L3466
5p5.(2P*<3/2>).8f,2[7/2],3,7,,96111.17,,,,L3466
5p5.(2P*<3/2>).8f,2[7/2],4,9,,96111.24,,,,L3466
5p5.(2P*<3/2>).12p,2[1/2],1,3,[,96279.6,],,,L3466
5p5.(2P*<3/2>).12p,2[1/2],0,1,,96337.82,,,,L3466
5p5.(2P*<3/2>).12p,2[5/2],2,5,,96292.0,,,,L10346
5p5.(2P*<3/2>).12p,2[5/2],3,7,,96298.95,,,,L3466
5p5.(2P*<3/2>).11d,2[1/2]*,0,1,,96304.62,,,,L3466
5p5.(2P*<3/2>).11d,2[1/2]*,1,3,,96315.16,,,,L3466
5p5.(2P*<3/2>).12p,2[3/2],1,3,,96306.86,,,,L3466
5p5.(2P*<3/2>).12p,2[3/2],2,5,,96312.89,,,,L3466
5p5.(2P*<3/2>).11d,2[7/2]*,4,9,,96321.55,,,,L3466
5p5.(2P*<3/2>).11d,2[7/2]*,3,7,,96334.479,,,1.082,L3466
5p5.(2P*<3/2>).11d,2[3/2]*,2,5,,96328.62,,,,L3466
5p5.(2P*<3/2>).11d,2[3/2]*,1,3,,96423.77,,,,L3466
5p5.(2P*<3/2>).11d,2[5/2]*,2,5,,96348.03,,,,L3466
5p5.(2P*<3/2>).11d,2[5/2]*,3,7,,96358.56,,,,L3466
5p5.(2P*<3/2>).9f,2[3/2],1,3,,96462.63,,,,L3466
5p5.(2P*<3/2>).9f,2[3/2],2,5,,96463.27,,,,L3466
5p5.(2P*<3/2>).9f,2[9/2],5,11,,96465.63,,,,L3466
5p5.(2P*<3/2>).9f,2[9/2],4,9,,96465.72,,,,L3466
5p5.(2P*<3/2>).9f,2[5/2],3,7,,96469.73,,,,L3466
5p5.(2P*<3/2>).9f,2[5/2],2,5,,96470.39,,,,L3466
5p5.(2P*<3/2>).13s,2[3/2]*,2,5,,96472.13,,,,L3466
5p5.(2P*<3/2>).13s,2[3/2]*,1,3,,96480.62,,,,L3466
5p5.(2P*<3/2>).9f,2[7/2],4,9,,96473.15,,,,L3466
5p5.(2P*<3/2>).9f,2[7/2],3,7,,96473.15,,,,L3466
5p5.(2P*<3/2>).13p,2[5/2],2,5,,96601.6,,,,L10346
5p5.(2P*<3/2>).13p,2[5/2],3,7,,96606.77,,,,L3466
5p5.(2P*<3/2>).12d,2[1/2]*,0,1,,96608.6,,,,L11704
5p5.(2P*<3/2>).12d,2[1/2]*,1,3,,96616.295,,,,L5558
5p5.(2P*<3/2>).13p,2[3/2],2,5,,96616.90,,,,L3466
5p5.(2P*<3/2>).12d,2[7/2]*,4,9,,96622.710,,,,L5558
5p5.(2P*<3/2>).12d,2[7/2]*,3,7,,96631.610,,,,L5558
5p5.(2P*<3/2>).12d,2[3/2]*,2,5,,96627.017,,,,L5558
5p5.(2P*<3/2>).12d,2[3/2]*,1,3,,96694.39,,,,L3466
5p5.(2P*<3/2>).13p,2[1/2],0,1,,96634.09,,,,L3466
5p5.(2P*<3/2>).12d,2[5/2]*,2,5,,96641.306,,,,L5558
5p5.(2P*<3/2>).12d,2[5/2]*,3,7,,96649.083,,,,L5558
5p5.(2P*<3/2>).10f,2[3/2],1,3,,96724.5,,,,L3466
5p5.(2P*<3/2>).10f,2[3/2],2,5,,96725.3,,,,L10346
5p5.(2P*<3/2>).10f,2[9/2],5,11,,96726.47,,,,L3466
5p5.(2P*<3/2>).10f,2[9/2],4,9,,96726.56,,,,L3466
5p5.(2P*<3/2>).10f,2[5/2],3,7,,96729.49,,,,L3466
5p5.(2P*<3/2>).10f,2[5/2],2,5,,96730.1,,,,L11704
5p5.(2P*<3/2>).14s,2[3/2]*,2,5,,96731.584,,,,L5558
5p5.(2P*<3/2>).14s,2[3/2]*,1,3,,96737.710,,,,L5558
5p5.(2P*<3/2>).10f,2[7/2],3,7,,96732.0,,,,L11704
5p5.(2P*<3/2>).14p,2[5/2],2,5,,96827.0,,,,L10346
5p5.(2P*<3/2>).14p,2[5/2],3,7,,96830.14,,,,L3466
5p5.(2P*<3/2>).13d,2[1/2]*,0,1,,96831.2,,,,L11704
5p5.(2P*<3/2>).13d,2[1/2]*,1,3,,96836.723,,,,L5558
5p5.(2P*<3/2>).14p,2[3/2],2,5,,96837.14,,,,L3466
5p5.(2P*<3/2>).13d,2[7/2]*,4,9,,96842.085,,,,L5558
5p5.(2P*<3/2>).13d,2[7/2]*,3,7,,96848.494,,,,L5558
5p5.(2P*<3/2>).13d,2[3/2]*,2,5,,96844.875,,,,L5558
5p5.(2P*<3/2>).13d,2[3/2]*,1,3,,96894.5,,,,L6449
5p5.(2P*<3/2>).14p,2[1/2],0,1,,96851.0,,,,L10346
5p5.(2P*<3/2>).13d,2[5/2]*,2,5,,96855.664,,,,L5558
5p5.(2P*<3/2>).13d,2[5/2]*,3,7,,96861.540,,,,L5558
5p5.(2P*<3/2>).11f,2[3/2],1,3,,96917.6,,,,L5272
5p5.(2P*<3/2>).11f,2[3/2],2,5,,96918.6,,,,L10346
5p5.(2P*<3/2>).11f,2[9/2],5,11,,96919.21,,,,L3466
5p5.(2P*<3/2>).11f,2[9/2],4,9,,96919.21,,,,L3466
5p5.(2P*<3/2>).11f,2[5/2],3,7,,96921.51,,,,L3466
5p5.(2P*<3/2>).11f,2[5/2],2,5,,96922.2,,,,L11704
5p5.(2P*<3/2>).15s,2[3/2]*,2,5,,96923.283,,,,L5558
5p5.(2P*<3/2>).15s,2[3/2]*,1,3,,96927.863,,,,L5558
5p5.(2P*<3/2>).11f,2[7/2],3,7,,96923.6,,,,L11704
5p5.(2P*<3/2>).15p,2[1/2],1,3,,96990.2,,,,L5272
5p5.(2P*<3/2>).15p,2[1/2],0,1,,97013.8,,,,L10346
5p5.(2P*<3/2>).15p,2[5/2],2,5,,96995.5,,,,L10346
5p5.(2P*<3/2>).15p,2[5/2],3,7,,96998.7,,,,L3466
5p5.(2P*<3/2>).14d,2[1/2]*,0,1,,96998.4,,,,L11704
5p5.(2P*<3/2>).14d,2[1/2]*,1,3,,97002.451,,,,L5558
5p5.(2P*<3/2>).15p,2[3/2],2,5,,97004.0,,,,L10346
5p5.(2P*<3/2>).14d,2[7/2]*,4,9,,97006.822,,,,L5558
5p5.(2P*<3/2>).14d,2[7/2]*,3,7,,97011.593,,,,L5558
5p5.(2P*<3/2>).14d,2[3/2]*,2,5,,97008.710,,,,L5558
5p5.(2P*<3/2>).14d,2[3/2]*,1,3,,97046.4,,,,L6449
5p5.(2P*<3/2>).14d,2[5/2]*,2,5,,97017.046,,,,L5558
5p5.(2P*<3/2>).14d,2[5/2]*,3,7,,97021.590,,,,L5558
5p5.(2P*<3/2>).12f,2[3/2],1,3,,97064.6,,,,L5272
5p5.(2P*<3/2>).12f,2[3/2],2,5,,97065.3,,,,L10346
5p5.(2P*<3/2>).12f,2[5/2],2,5,,97068.1,,,,L11704
5p5.(2P*<3/2>).16s,2[3/2]*,2,5,,97068.986,,,,L5558
5p5.(2P*<3/2>).16s,2[3/2]*,1,3,,97072.525,,,,L5558
5p5.(2P*<3/2>).12f,2[7/2],3,7,,97069.2,,,,L11704
5p5.(2P*<3/2>).16p,2[1/2],1,3,,97121.1,,,,L5272
5p5.(2P*<3/2>).16p,2[1/2],0,1,,97139.0,,,,L10346
5p5.(2P*<3/2>).16p,2[5/2],2,5,,97124.8,,,,L10346
5p5.(2P*<3/2>).15d,2[1/2]*,0,1,,97127.115,,,,L5558
5p5.(2P*<3/2>).15d,2[1/2]*,1,3,,97130.101,,,,L5558
5p5.(2P*<3/2>).16p,2[3/2],2,5,,97131.4,,,,L10346
5p5.(2P*<3/2>).15d,2[7/2]*,4,9,,97133.664,,,,L5558
5p5.(2P*<3/2>).15d,2[7/2]*,3,7,,97137.316,,,,L5558
5p5.(2P*<3/2>).15d,2[3/2]*,2,5,,97134.992,,,,L5558
5p5.(2P*<3/2>).15d,2[3/2]*,1,3,,97164.180,,,,L5558
5p5.(2P*<3/2>).15d,2[5/2]*,2,5,,97141.557,,,,L5558
5p5.(2P*<3/2>).15d,2[5/2]*,3,7,,97145.141,,,,L5558
5p5.(2P*<3/2>).13f,2[3/2],1,3,,97178.8,,,,L5272
5p5.(2P*<3/2>).13f,2[3/2],2,5,,97179.4,,,,L10346
5p5.(2P*<3/2>).13f,2[5/2],2,5,,97181.5,,,,L11704
5p5.(2P*<3/2>).17s,2[3/2]*,2,5,,97182.316,,,,L5558
5p5.(2P*<3/2>).17s,2[3/2]*,1,3,,97185.120,,,,L5558
5p5.(2P*<3/2>).13f,2[7/2],3,7,,97182.4,,,,L11704
5p5.(2P*<3/2>).17p,2[1/2],1,3,,97223.4,,,,L5272
5p5.(2P*<3/2>).17p,2[1/2],0,1,,97237.8,,,,L10346
5p5.(2P*<3/2>).17p,2[5/2],2,5,,97226.5,,,,L10346
5p5.(2P*<3/2>).16d,2[1/2]*,0,1,,97228.179,,,,L5558
5p5.(2P*<3/2>).16d,2[1/2]*,1,3,,97230.5,,,,L6449
5p5.(2P*<3/2>).17p,2[3/2],2,5,,97231.7,,,,L10346
5p5.(2P*<3/2>).16d,2[7/2]*,4,9,,97233.418,,,,L5558
5p5.(2P*<3/2>).16d,2[7/2]*,3,7,,97236.276,,,,L5558
5p5.(2P*<3/2>).16d,2[3/2]*,2,5,,97234.379,,,,L5558
5p5.(2P*<3/2>).16d,2[3/2]*,1,3,,97257.488,,,,L5558
5p5.(2P*<3/2>).16d,2[5/2]*,2,5,,97239.641,,,,L5558
5p5.(2P*<3/2>).16d,2[5/2]*,3,7,,97241.516,,,,L5558
5p5.(2P*<3/2>).14f,2[3/2],1,3,,97269.,,,,L5272
5p5.(2P*<3/2>).14f,2[3/2],2,5,,97270.0,,,,L10346
5p5.(2P*<3/2>).14f,2[5/2],2,5,,97271.4,,,,L11704
5p5.(2P*<3/2>).18s,2[3/2]*,2,5,,97272.195,,,,L5558
5p5.(2P*<3/2>).18s,2[3/2]*,1,3,,97274.447,,,,L5558
5p5.(2P*<3/2>).18p,2[1/2],1,3,,97305.2,,,,L5272
5p5.(2P*<3/2>).18p,2[1/2],0,1,,97316.8,,,,L10346
5p5.(2P*<3/2>).18p,2[5/2],2,5,,97307.9,,,,L10346
5p5.(2P*<3/2>).17d,2[1/2]*,0,1,,97309.1,,,,L11704
5p5.(2P*<3/2>).17d,2[1/2]*,1,3,,97310.8,,,,L6449
5p5.(2P*<3/2>).18p,2[3/2],2,5,,97312.0,,,,L10346
5p5.(2P*<3/2>).17d,2[7/2]*,4,9,,97313.272,,,,L5558
5p5.(2P*<3/2>).17d,2[7/2]*,3,7,,97315.551,,,,L5558
5p5.(2P*<3/2>).17d,2[3/2]*,2,5,,97313.986,,,,L5558
5p5.(2P*<3/2>).17d,2[3/2]*,1,3,,97332.598,,,,L5558
5p5.(2P*<3/2>).17d,2[5/2]*,2,5,,97318.266,,,,L5558
5p5.(2P*<3/2>).17d,2[5/2]*,3,7,,97320.606,,,,L5558
5p5.(2P*<3/2>).15f,2[3/2],1,3,,97342.3,,,,L5272
5p5.(2P*<3/2>).15f,2[3/2],2,5,,97342.9,,,,L10346
5p5.(2P*<3/2>).15f,2[5/2],2,5,,97344.5,,,,L10346
5p5.(2P*<3/2>).19s,2[3/2]*,2,5,,97344.679,,,,L5558
5p5.(2P*<3/2>).19s,2[3/2]*,1,3,,97346.555,,,,L5558
5p5.(2P*<3/2>).19p,2[1/2],1,3,,97371.6,,,,L5272
5p5.(2P*<3/2>).19p,2[1/2],0,1,,97381.0,,,,L10346
5p5.(2P*<3/2>).19p,2[5/2],2,5,,97373.7,,,,L10346
5p5.(2P*<3/2>).18d,2[1/2]*,0,1,,97374.6,,,,L11704
5p5.(2P*<3/2>).18d,2[1/2]*,1,3,,97376.175,,,,L5558
5p5.(2P*<3/2>).19p,2[3/2],2,5,,97377.2,,,,L10346
5p5.(2P*<3/2>).18d,2[7/2]*,4,9,,97378.188,,,,L5558
5p5.(2P*<3/2>).18d,2[7/2]*,3,7,,97380.036,,,,L5558
5p5.(2P*<3/2>).18d,2[3/2]*,2,5,,97378.731,,,,L5558
5p5.(2P*<3/2>).18d,2[3/2]*,1,3,,97393.946,,,,L5558
5p5.(2P*<3/2>).18d,2[5/2]*,2,5,,97382.258,,,,L5558
5p5.(2P*<3/2>).18d,2[5/2]*,3,7,,97384.187,,,,L5558
5p5.(2P*<3/2>).16f,2[3/2],1,3,,97402.2,,,,L5272
5p5.(2P*<3/2>).16f,2[3/2],2,5,,97402.4,,,,L10346
5p5.(2P*<3/2>).16f,2[5/2],2,5,,97403.8,,,,L10346
5p5.(2P*<3/2>).20s,2[3/2]*,2,5,,97403.985,,,,L5558
5p5.(2P*<3/2>).20s,2[3/2]*,1,3,,97405.556,,,,L5558
5p5.(2P*<3/2>).20p,2[5/2],2,5,,97428.1,,,,L10346
5p5.(2P*<3/2>).19d,2[1/2]*,0,1,,97428.6,,,,L11704
5p5.(2P*<3/2>).19d,2[1/2]*,1,3,,97429.982,,,,L5558
5p5.(2P*<3/2>).20p,2[3/2],2,5,,97431.0,,,,L10346
5p5.(2P*<3/2>).19d,2[7/2]*,4,9,,97431.677,,,,L5558
5p5.(2P*<3/2>).19d,2[7/2]*,3,7,,97433.195,,,,L5558
5p5.(2P*<3/2>).19d,2[3/2]*,2,5,,97432.098,,,,L5558
5p5.(2P*<3/2>).19d,2[3/2]*,1,3,,97444.695,,,,L5558
5p5.(2P*<3/2>).20p,2[1/2],0,1,,97434.2,,,,L10346
5p5.(2P*<3/2>).19d,2[5/2]*,2,5,,97435.037,,,,L5558
5p5.(2P*<3/2>).19d,2[5/2]*,3,7,,97436.646,,,,L5558
5p5.(2P*<3/2>).17f,2[3/2],1,3,,97451.6,,,,L5272
5p5.(2P*<3/2>).17f,2[3/2],2,5,,97452.2,,,,L10346
5p5.(2P*<3/2>).17f,2[5/2],2,5,,97453.2,,,,L10346
5p5.(2P*<3/2>).20d,2[1/2]*,0,1,,97473.6,,,,L11704
5p5.(2P*<3/2>).20d,2[1/2]*,1,3,,97474.831,,,,L5558
5p5.(2P*<3/2>).20d,2[7/2]*,4,9,,97476.269,,,,L5558
5p5.(2P*<3/2>).20d,2[7/2]*,3,7,,97477.532,,,,L5558
5p5.(2P*<3/2>).20d,2[3/2]*,2,5,,97476.602,,,,L5558
5p5.(2P*<3/2>).20d,2[3/2]*,1,3,,97487.150,,,,L5558
5p5.(2P*<3/2>).20d,2[5/2]*,2,5,,97479.076,,,,L5558
5p5.(2P*<3/2>).20d,2[5/2]*,3,7,,97480.431,,,,L5558
5p5.(2P*<3/2>).18f,2[3/2],1,3,,97493.0,,,,L5272
