Configuration,Term,J,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Leading percentages,Reference
"=""6d.7s.(1D).7p""","=""2D*""","=""5/2""","=""""","=""26836.194""","=""""","=""0.014""","=""  31         :    16  6d.7s.(3D).7p 2F*  ""","=""L22136,L7344"""
"=""6d.7s.(3D).7p""","=""2P*""","=""1/2""","=""""","=""25729.03""","=""""","=""0.03""","=""  57         :    16  6d.7s.(1D).7p 2P*  ""","=""L22136,L7344"""
"=""6d.7s.(3D).7p""","=""2P*""","=""3/2""","=""""","=""28245.12""","=""""","=""0.09""","=""  67         :     7  7s2.7p        2P*  ""","=""L22136,L7344"""
"=""6d.7s.(1D).7p""","=""2P*""","=""3/2""","=""""","=""26066.045""","=""""","=""0.018""","=""  51         :    17  6d2.(1D).7p   2P*  ""","=""L22136,L7344"""
"=""7s2.8s""","=""2S""","=""1/2""","=""""","=""26467.30""","=""?""","=""0.06""","=""  91                                     ""","=""L22136"""
"=""6d2.(3F).7p""","=""4G*""","=""5/2""","=""""","=""27009.857""","=""""","=""0.015""","=""  88                                     ""","=""L22136,L7344"""
"=""6d2.(3F).7p""","=""4G*""","=""7/2""","=""""","=""28568.376""","=""""","=""0.018""","=""  89                                     ""","=""L22136,L7344"""
"=""6d2.(3F).7p""","=""4G*""","=""9/2""","=""""","=""30485.96""","=""""","=""0.05""","=""  84         :     7  6d2.(3F).7p   4F*  ""","=""L22136"""
"=""6d2.(3F).7p""","=""4G*""","=""11/2""","=""""","=""33322.58""","=""""","=""0.03""","=""  98                                     ""","=""L22136,L7344"""
"=""6d2.(3F).7p""","=""4F*""","=""3/2""","=""""","=""30396.575""","=""""","=""0.031""","=""  76         :     9  6d2.(3F).7p   2D*  ""","=""L22136,L7344"""
"=""6d2.(3F).7p""","=""4F*""","=""5/2""","=""""","=""31494.679""","=""""","=""0.020""","=""  63         :    11  6d2.(3F).7p   4D*  ""","=""L22136,L7344"""
"=""6d2.(3F).7p""","=""4F*""","=""7/2""","=""""","=""32219.622""","=""""","=""0.021""","=""  66         :    11  6d2.(3F).7p   4D*  ""","=""L22136,L7344"""
"=""6d2.(3F).7p""","=""4F*""","=""9/2""","=""""","=""34788.09""","=""""","=""0.04""","=""  46         :    38  6d2.(1G).7p   2H*  ""","=""L22136,L7344"""
"=""5f.7s2""","=""2F*""","=""7/2""","=""""","=""31240.17""","=""""","=""0.11""","=""  94                                     ""","=""L22136"""
"=""5f.7s2""","=""2F*""","=""5/2""","=""""","=""31800.350""","=""""","=""0.018""","=""  92                                     ""","=""L22136,L7344"""
"=""7s2.7d""","=""2D""","=""3/2""","=""""","=""31530.46""","=""""","=""0.04""","=""  46         :    28  6d.7s.(3D).8s 2D   ""","=""L22136"""
"=""6d2.(3F).7p""","=""2F*""","=""5/2""","=""""","=""32495.679""","=""""","=""0.019""","=""  18         :    22  6d2.(3F).7p   4F*  ""","=""L22136,L7344"""
"=""6d2.(3F).7p""","=""2F*""","=""7/2""","=""""","=""33756.455""","=""""","=""0.021""","=""  25         :    29  6d2.(3F).7p   4D*  ""","=""L22136,L7344"""
"=""6d2.(1G).7p""","=""2G*""","=""9/2""","=""""","=""32867.395""","=""""","=""0.026""","=""  21         :    33  6d2.(3F).7p   4F*  ""","=""L22136,L7344"""
"=""6d2.(1G).7p""","=""2G*""","=""7/2""","=""""","=""34360.247""","=""""","=""0.019""","=""  27         :    25  6d2.(3F).7p   4F*  ""","=""L22136,L7344"""
"=""6d2.(3F).7p""","=""4D*""","=""1/2""","=""""","=""32873.72""","=""?""","=""0.07""","=""  93                                     ""","=""L22136"""
"=""6d2.(3F).7p""","=""4D*""","=""5/2""","=""""","=""34658.472""","=""""","=""0.017""","=""  59         :    10  6d2.(3F).7p   2F*  ""","=""L22136,L7344"""
"=""6d2.(3F).7p""","=""4D*""","=""7/2""","=""""","=""35870.009""","=""""","=""0.022""","=""  32         :    24  6d2.(3F).7p   2F*  ""","=""L22136,L7344"""
"=""6d2.(3P).7p""","=""2D*""","=""3/2""","=""""","=""32918.416""","=""""","=""0.018""","=""  20         :    38  6d2.(3P).7p   4D*  ""","=""L22136,L7344"""
"=""6d.7s.(3D).8s""","=""4D""","=""5/2""","=""""","=""33452.12""","=""""","=""0.03""","=""  68         :    22  7s2.7d        2D   ""","=""L22136"""
"=""6d.7s.(3D).8s""","=""4D""","=""7/2""","=""""","=""33928.090""","=""""","=""0.026""","=""  98                                     ""","=""L22136"""
"=""6d2.(3P).7p""","=""4D*""","=""3/2""","=""""","=""33673.650""","=""""","=""0.017""","=""  26         :    28  7s2.8p        2P*  ""","=""L22136,L7344"""
"=""6d2.(3P).7p""","=""4P*""","=""3/2""","=""""","=""34761.82""","=""""","=""0.06""","=""  35         :    28  6d2.(3P).7p   4S*  ""","=""L22136"""
"=""Ac II (6p6.7s2 1S<0>)""","=""Limit""","=""---""","=""""","=""43394.52""","=""""","=""0.10""","=""                                         ""","=""L22136,L17893"""
