obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""693.332""","=""0.004""","=""693.3343""","=""0.0024""","=""34""","=""1.3e+06""",D,"=""121442.541""","=""135861.62""","=""5s.7s""","=""3S""","=""1""","=""5s.8p""","=""3P*""","=""1""",,"=""T7081""","=""L3548c126""",
"=""""","=""""","=""695.2""","=""0.5""","=""""","=""1.4e+06""",D,"=""121442.541""","=""[135823]""","=""5s.7s""","=""3S""","=""1""","=""5s.8p""","=""3P*""","=""0""",,"=""T7081""","=""""",
"=""710.857""","=""0.008""","=""710.8572""","=""0.0020""","=""29""","=""""",,"=""126670.945""","=""140734.59""","=""5s.6d""","=""1D""","=""2""","=""5s.9p""","=""3P*""","=""1""",,"=""""","=""L3548c126""",
"=""711.399""","=""0.010""","=""711.399""","=""0.010""","=""66bl*""","=""""",,"=""134512.23""","=""148565.16""","=""5s<1/2,F=4>.5g""","=""""","=""""","=""5s<1/2,F=4>.11h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""711.414""","=""0.010""","=""711.414""","=""0.010""","=""66bl*""","=""""",,"=""134516.14""","=""148568.78""","=""5s<1/2,F=5>.5g""","=""""","=""""","=""5s<1/2,F=5>.11h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""718.29038""","=""0.00021""","=""718.29048""","=""0.00015""","=""5800""","=""5.6e+07""",B,"=""93923.884""","=""107841.992""","=""5s.6s""","=""3S""","=""1""","=""5s.6p""","=""3P*""","=""1""",,"=""T8104""","=""L9805c113""",
"=""721.822""","=""0.010""","=""721.815""","=""0.004""","=""14""","=""""",,"=""133940.74""","=""147790.88""","=""5s.5f""","=""3F*""","=""2""","=""5s<1/2,F=5>.10g""","=""""","=""""",E2,"=""""","=""L3548c126""",
"=""721.996""","=""0.010""","=""721.999""","=""0.003""","=""14""","=""""",,"=""133940.74""","=""147787.35""","=""5s.5f""","=""3F*""","=""2""","=""5s<1/2,F=4>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""722.020""","=""0.010""","=""722.023""","=""0.004""","=""25""","=""""",,"=""133944.72""","=""147790.88""","=""5s.5f""","=""3F*""","=""3""","=""5s<1/2,F=5>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""722.205""","=""0.010""","=""722.207""","=""0.004""","=""71""","=""""",,"=""133944.72""","=""147787.35""","=""5s.5f""","=""3F*""","=""3""","=""5s<1/2,F=4>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""722.863""","=""0.010""","=""722.866""","=""0.004""","=""74""","=""""",,"=""133960.87""","=""147790.88""","=""5s.5f""","=""3F*""","=""4""","=""5s<1/2,F=5>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""723.044""","=""0.010""","=""723.051""","=""0.003""","=""61""","=""""",,"=""133960.87""","=""147787.35""","=""5s.5f""","=""3F*""","=""4""","=""5s<1/2,F=4>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""724.123""","=""0.010""","=""724.122""","=""0.004""","=""50""","=""""",,"=""133984.85""","=""147790.88""","=""5s.5f""","=""1F*""","=""3""","=""5s<1/2,F=5>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""724.306""","=""0.010""","=""724.307""","=""0.004""","=""34""","=""""",,"=""133984.85""","=""147787.35""","=""5s.5f""","=""1F*""","=""3""","=""5s<1/2,F=4>.10g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""725.4981""","=""0.0011""","=""725.4982""","=""0.0006""","=""170""","=""1.17e+07""",B,"=""107662.707""","=""121442.541""","=""5s.6p""","=""3P*""","=""0""","=""5s.7s""","=""3S""","=""1""",,"=""T8104""","=""L9805c113""",
"=""727.204""","=""0.011""","=""727.205""","=""0.007""","=""15""","=""""",,"=""134744.019""","=""148491.51""","=""5s.7d""","=""3D""","=""2""","=""5s.11f""","=""1F*""","=""3""",,"=""""","=""L3548c126""",
"=""727.307""","=""0.011""","=""727.307""","=""0.007""","=""15""","=""""",,"=""134726.488""","=""148472.06""","=""5s.7d""","=""3D""","=""1""","=""5s.11f""","=""3F*""","=""2""",,"=""""","=""L3548c126""",
"=""727.6637""","=""0.0003""","=""727.66388""","=""0.00021""","=""2400""","=""5.6e+07""",B,"=""93923.884""","=""107662.707""","=""5s.6s""","=""3S""","=""1""","=""5s.6p""","=""3P*""","=""0""",,"=""T8104""","=""L9805c113""",
"=""""","=""""","=""728.235""","=""0.007""","=""m""","=""""",,"=""134744.019""","=""148472.06""","=""5s.7d""","=""3D""","=""2""","=""5s.11f""","=""3F*""","=""2""",,"=""""","=""L3548""",
"=""""","=""""","=""728.430""","=""0.007""","=""m""","=""""",,"=""134744.019""","=""148468.39""","=""5s.7d""","=""3D""","=""2""","=""5s.11f""","=""3F*""","=""3""",,"=""""","=""L3548""",
"=""729.300""","=""0.011""","=""729.296""","=""0.007""","=""60""","=""""",,"=""134771.897""","=""148479.98""","=""5s.7d""","=""3D""","=""3""","=""5s.11f""","=""3F*""","=""4""",,"=""""","=""L3548c126""",
"=""729.915""","=""0.011""","=""729.913""","=""0.007""","=""75bl""","=""""",,"=""134771.897""","=""148468.39""","=""5s.7d""","=""3D""","=""3""","=""5s.11f""","=""3F*""","=""3""",,"=""""","=""L3548c126""",
"=""730.3442""","=""0.0008""","=""730.3443""","=""0.0004""","=""330""","=""1.09e+07""",B,"=""113884.919""","=""127573.319""","=""5p2""","=""1D""","=""2""","=""5s.7p""","=""1P*""","=""1""",,"=""T8104""","=""L9805c113""",
"=""735.0619""","=""0.0008""","=""735.0619""","=""0.0006""","=""490""","=""3.4e+07""",B,"=""107841.992""","=""121442.541""","=""5s.6p""","=""3P*""","=""1""","=""5s.7s""","=""3S""","=""1""",,"=""T8104""","=""L9805c113""",
"=""735.4903""","=""0.0010""","=""735.4903""","=""0.0009""","=""270""","=""4.0e+07""",B,"=""109780.221""","=""123372.848""","=""5s.6p""","=""1P*""","=""1""","=""5s.7s""","=""1S""","=""0""",,"=""T8104""","=""L9805c113""",
"=""743.427""","=""0.003""","=""743.4258""","=""0.0017""","=""47""","=""1.9e+06""",D,"=""107841.992""","=""121289.53""","=""5s.6p""","=""3P*""","=""1""","=""5p2""","=""1S""","=""0""",,"=""T8104""","=""L3548c126""",
"=""745.312""","=""0.006""","=""745.3140""","=""0.0022""","=""230""","=""1.2e+06""",D+,"=""126994.890""","=""140408.36""","=""5s.7p""","=""3P*""","=""1""","=""5s.8d""","=""1D""","=""2""",,"=""T9131""","=""L3548c126""",
"=""752.079""","=""0.011""","=""752.082""","=""0.011""","=""18""","=""""",,"=""134512.23""","=""147804.99""","=""5s<1/2,F=4>.5g""","=""""","=""""","=""5s<1/2,F=5>.10h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""752.24""","=""0.03""","=""752.270""","=""0.011""","=""27bl*""","=""""",,"=""134512.23""","=""147801.67""","=""5s<1/2,F=4>.5g""","=""""","=""""","=""5s<1/2,F=4>.10h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""752.33""","=""0.03""","=""752.303""","=""0.011""","=""27bl*""","=""""",,"=""134516.14""","=""147804.99""","=""5s<1/2,F=5>.5g""","=""""","=""""","=""5s<1/2,F=5>.10h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""752.495""","=""0.011""","=""752.491""","=""0.011""","=""18""","=""""",,"=""134516.14""","=""147801.67""","=""5s<1/2,F=5>.5g""","=""""","=""""","=""5s<1/2,F=4>.10h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""760.286""","=""0.003""","=""760.2843""","=""0.0017""","=""220""","=""6.8e+06""",C,"=""126932.875""","=""140082.23""","=""5s.7p""","=""3P*""","=""0""","=""5s.8d""","=""3D""","=""1""",,"=""T9131""","=""L3548c126""",
"=""762.565""","=""0.003""","=""762.5683""","=""0.0006""","=""51""","=""9.e+05""",D,"=""113884.919""","=""126994.890""","=""5p2""","=""1D""","=""2""","=""5s.7p""","=""3P*""","=""1""",,"=""T8104""","=""L3548c126""",
"=""763.280""","=""0.003""","=""763.2798""","=""0.0017""","=""270""","=""8.5e+06""",C,"=""126994.890""","=""140092.64""","=""5s.7p""","=""3P*""","=""1""","=""5s.8d""","=""3D""","=""2""",,"=""T9131""","=""L3548c126""",
"=""763.888""","=""0.003""","=""763.8869""","=""0.0018""","=""120""","=""4.6e+06""",C,"=""126994.890""","=""140082.23""","=""5s.7p""","=""3P*""","=""1""","=""5s.8d""","=""3D""","=""1""",,"=""T9131""","=""L3548c126""",
"=""768.2978""","=""0.0018""","=""768.2979""","=""0.0006""","=""1500""","=""5.6e+07""",B,"=""108430.337""","=""121442.541""","=""5s.6p""","=""3P*""","=""2""","=""5s.7s""","=""3S""","=""1""",,"=""T8104""","=""L9805c113""",
"=""""","=""""","=""771.624""","=""0.008""","=""""","=""1.4e+06""",D+,"=""134726.488""","=""147682.61""","=""5s.7d""","=""3D""","=""1""","=""5s.10f""","=""3F*""","=""2""",,"=""T9131""","=""""",
"=""""","=""""","=""772.669""","=""0.008""","=""""","=""2.6e+05""",D+,"=""134744.019""","=""147682.61""","=""5s.7d""","=""3D""","=""2""","=""5s.10f""","=""3F*""","=""2""",,"=""T9131""","=""""",
"=""""","=""""","=""772.797""","=""0.008""","=""""","=""1.5e+06""",D+,"=""134744.019""","=""147680.47""","=""5s.7d""","=""3D""","=""2""","=""5s.10f""","=""3F*""","=""3""",,"=""T9131""","=""""",
"=""773.777""","=""0.012""","=""773.780""","=""0.008""","=""37""","=""1.7e+06""",C,"=""134771.897""","=""147691.91""","=""5s.7d""","=""3D""","=""3""","=""5s.10f""","=""3F*""","=""4""",,"=""T9131""","=""L3548c130""",
"=""774.070""","=""0.009""","=""774.069""","=""0.005""","=""310""","=""8.5e+06""",C+,"=""126670.945""","=""139586.14""","=""5s.6d""","=""1D""","=""2""","=""5s.6f""","=""1F*""","=""3""",,"=""T7081""","=""L3548c130""",
"=""""","=""""","=""774.466""","=""0.008""","=""""","=""1.8e+05""",D+,"=""134771.897""","=""147680.47""","=""5s.7d""","=""3D""","=""3""","=""5s.10f""","=""3F*""","=""3""",,"=""T9131""","=""""",
"=""776.081""","=""0.012""","=""776.075""","=""0.004""","=""42""","=""""",,"=""126670.945""","=""139552.75""","=""5s.6d""","=""1D""","=""2""","=""5s.6f""","=""3F*""","=""3""",,"=""""","=""L3548c126""",
"=""777.695""","=""0.003""","=""777.694""","=""0.003""","=""320""","=""1.2e+07""",C,"=""127254.067""","=""140109.05""","=""5s.7p""","=""3P*""","=""2""","=""5s.8d""","=""3D""","=""3""",,"=""T9131""","=""L3548c126""",
"=""778.693""","=""0.003""","=""778.6885""","=""0.0018""","=""100""","=""2.9e+06""",C,"=""127254.067""","=""140092.64""","=""5s.7p""","=""3P*""","=""2""","=""5s.8d""","=""3D""","=""2""",,"=""T9131""","=""L3548c126""",
"=""778.899""","=""0.006""","=""778.9028""","=""0.0024""","=""320""","=""1.3e+07""",C,"=""127573.319""","=""140408.36""","=""5s.7p""","=""1P*""","=""1""","=""5s.8d""","=""1D""","=""2""",,"=""T9131""","=""L3548c126""",
"=""""","=""""","=""779.3204""","=""0.0018""","=""""","=""3.2e+05""",D+,"=""127254.067""","=""140082.23""","=""5s.7p""","=""3P*""","=""2""","=""5s.8d""","=""3D""","=""1""",,"=""T9131""","=""""",
"=""780.222""","=""0.006""","=""780.217""","=""0.003""","=""64""","=""""",,"=""133940.74""","=""146754.16""","=""5s.5f""","=""3F*""","=""2""","=""5s<1/2,F=5>.9g""","=""""","=""""",E2,"=""""","=""L3548c126""",
"=""780.431""","=""0.006""","=""780.438""","=""0.003""","=""62""","=""""",,"=""133940.74""","=""146750.53""","=""5s.5f""","=""3F*""","=""2""","=""5s<1/2,F=4>.9g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""780.463""","=""0.012""","=""780.460""","=""0.004""","=""39""","=""""",,"=""133944.72""","=""146754.16""","=""5s.5f""","=""3F*""","=""3""","=""5s<1/2,F=5>.9g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""780.687""","=""0.009""","=""780.681""","=""0.004""","=""230""","=""""",,"=""133944.72""","=""146750.53""","=""5s.5f""","=""3F*""","=""3""","=""5s<1/2,F=4>.9g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""781.449""","=""0.009""","=""781.445""","=""0.003""","=""230""","=""""",,"=""133960.87""","=""146754.16""","=""5s.5f""","=""3F*""","=""4""","=""5s<1/2,F=5>.9g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""781.662""","=""0.012""","=""781.667""","=""0.003""","=""120""","=""""",,"=""133960.87""","=""146750.53""","=""5s.5f""","=""3F*""","=""4""","=""5s<1/2,F=4>.9g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""782.918""","=""0.012""","=""782.912""","=""0.004""","=""93""","=""""",,"=""133984.85""","=""146754.16""","=""5s.5f""","=""1F*""","=""3""","=""5s<1/2,F=5>.9g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""783.136""","=""0.012""","=""783.135""","=""0.004""","=""40""","=""""",,"=""133984.85""","=""146750.53""","=""5s.5f""","=""1F*""","=""3""","=""5s<1/2,F=4>.9g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""784.0961""","=""0.0013""","=""784.0974""","=""0.0007""","=""2900""","=""4.4e+07""",B,"=""97030.212""","=""109780.221""","=""5s.6s""","=""1S""","=""0""","=""5s.6p""","=""1P*""","=""1""",,"=""T8104""","=""L9805c113""",
"=""798.546""","=""0.006""","=""798.5457""","=""0.0019""","=""75""","=""5.8e+05""",D+,"=""127573.319""","=""140092.64""","=""5s.7p""","=""1P*""","=""1""","=""5s.8d""","=""3D""","=""2""",,"=""T9131""","=""L3548c126""",
"=""""","=""""","=""799.2103""","=""0.0019""","=""""","=""3.9e+05""",D+,"=""127573.319""","=""140082.23""","=""5s.7p""","=""1P*""","=""1""","=""5s.8d""","=""3D""","=""1""",,"=""T9131""","=""""",
"=""""","=""""","=""803.540""","=""0.016""","=""""","=""5.5e+05""",D+,"=""135999.37""","=""148440.88""","=""5s.8p""","=""3P*""","=""2""","=""5s.14s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""806.726""","=""0.003""","=""806.7237""","=""0.0020""","=""75""","=""1.3e+06""",D+,"=""126994.890""","=""139387.30""","=""5s.7p""","=""3P*""","=""1""","=""5s.9s""","=""1S""","=""0""",,"=""T9131""","=""L3548c126""",
"=""812.529""","=""0.013""","=""812.519""","=""0.009""","=""40""","=""2.2e+05""",E,"=""135400.325""","=""147704.35""","=""5s.7d""","=""1D""","=""2""","=""5s.10f""","=""1F*""","=""3""",,"=""T9131""","=""L3548c126""",
"=""815.374""","=""0.013""","=""815.370""","=""0.010""","=""32""","=""""",,"=""134512.23""","=""146773.23""","=""5s<1/2,F=4>.5g""","=""""","=""""","=""5s<1/2,F=5>.9h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""815.607""","=""0.013""","=""815.605""","=""0.010""","=""50bl*""","=""""",,"=""134512.23""","=""146769.69""","=""5s<1/2,F=4>.5g""","=""""","=""""","=""5s<1/2,F=4>.9h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""815.627""","=""0.013""","=""815.630""","=""0.010""","=""50bl*""","=""""",,"=""134516.14""","=""146773.23""","=""5s<1/2,F=5>.5g""","=""""","=""""","=""5s<1/2,F=5>.9h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""815.864""","=""0.013""","=""815.866""","=""0.010""","=""32""","=""""",,"=""134516.14""","=""146769.69""","=""5s<1/2,F=5>.5g""","=""""","=""""","=""5s<1/2,F=4>.9h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""819.163""","=""0.003""","=""819.1662""","=""0.0020""","=""190""","=""1.4e+06""",D+,"=""126932.875""","=""139137.055""","=""5s.7p""","=""3P*""","=""0""","=""5s.9s""","=""3S""","=""1""",,"=""T9131""","=""L3548c126""",
"=""822.701""","=""0.003""","=""822.6982""","=""0.0006""","=""2100""","=""2.4e+07""",B,"=""97628.436""","=""109780.221""","=""5s.5d""","=""1D""","=""2""","=""5s.6p""","=""1P*""","=""1""",,"=""T8104""","=""L3548c127""",
"=""823.348""","=""0.003""","=""823.3500""","=""0.0015""","=""480""","=""3.9e+06""",C,"=""126994.890""","=""139137.055""","=""5s.7p""","=""3P*""","=""1""","=""5s.9s""","=""3S""","=""1""",,"=""T9131""","=""L3548c126""",
"=""""","=""""","=""840.972""","=""0.003""","=""""","=""2.4e+06""",C,"=""134726.488""","=""146614.22""","=""5s.7d""","=""3D""","=""1""","=""5s.9f""","=""3F*""","=""2""",,"=""T9131""","=""""",
"=""841.311""","=""0.004""","=""841.3080""","=""0.0015""","=""520""","=""6.6e+06""",C,"=""127254.067""","=""139137.055""","=""5s.7p""","=""3P*""","=""2""","=""5s.9s""","=""3S""","=""1""",,"=""T9131""","=""L3548c126""",
"=""842.223""","=""0.014""","=""842.214""","=""0.003""","=""71""","=""4.5e+05""",D+,"=""134744.019""","=""146614.22""","=""5s.7d""","=""3D""","=""2""","=""5s.9f""","=""3F*""","=""2""",,"=""T9131""","=""L3548c126""",
"=""842.351""","=""0.014""","=""842.352""","=""0.008""","=""92""","=""2.6e+06""",C,"=""134744.019""","=""146612.28""","=""5s.7d""","=""3D""","=""2""","=""5s.9f""","=""3F*""","=""3""",,"=""T9131""","=""L3548c126""",
"=""843.453""","=""0.014""","=""843.447""","=""0.009""","=""250""","=""2.9e+06""",C,"=""134771.897""","=""146624.75""","=""5s.7d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""4""",,"=""T9131""","=""L3548c126""",
"=""""","=""""","=""844.335""","=""0.008""","=""""","=""3.2e+05""",D+,"=""134771.897""","=""146612.28""","=""5s.7d""","=""3D""","=""3""","=""5s.9f""","=""3F*""","=""3""",,"=""T9131""","=""""",
"=""846.227""","=""0.004""","=""846.2222""","=""0.0021""","=""240""","=""1.2e+07""",C,"=""127573.319""","=""139387.30""","=""5s.7p""","=""1P*""","=""1""","=""5s.9s""","=""1S""","=""0""",,"=""T9131""","=""L3548c126""",
"=""857.225""","=""0.015""","=""857.2268""","=""0.0009""","=""72""","=""1.1e+06""",D+,"=""109780.221""","=""121442.541""","=""5s.6p""","=""1P*""","=""1""","=""5s.7s""","=""3S""","=""1""",,"=""T8104""","=""L3548c126""",
"=""""","=""""","=""859.222""","=""0.017""","=""""","=""8.e+05""",D+,"=""135999.37""","=""147634.61""","=""5s.8p""","=""3P*""","=""2""","=""5s.13s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""868.621""","=""0.004""","=""868.6233""","=""0.0023""","=""340""","=""4.4e+07""",B,"=""109780.221""","=""121289.53""","=""5s.6p""","=""1P*""","=""1""","=""5p2""","=""1S""","=""0""",,"=""T8104""","=""L3548c126""",
"=""879.796""","=""0.012""","=""879.795""","=""0.004""","=""110""","=""""",,"=""133940.74""","=""145303.91""","=""5s.5f""","=""3F*""","=""2""","=""5s<1/2,F=5>.8g""","=""""","=""""",E2,"=""""","=""L3548c126""",
"=""880.069""","=""0.015""","=""880.071""","=""0.004""","=""110""","=""""",,"=""133940.74""","=""145300.34""","=""5s.5f""","=""3F*""","=""2""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""880.104""","=""0.015""","=""880.103""","=""0.005""","=""89""","=""""",,"=""133944.72""","=""145303.91""","=""5s.5f""","=""3F*""","=""3""","=""5s<1/2,F=5>.8g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""880.386""","=""0.012""","=""880.379""","=""0.005""","=""360""","=""""",,"=""133944.72""","=""145300.34""","=""5s.5f""","=""3F*""","=""3""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""881.351""","=""0.012""","=""881.356""","=""0.004""","=""820""","=""""",,"=""133960.87""","=""145303.91""","=""5s.5f""","=""3F*""","=""4""","=""5s<1/2,F=5>.8g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""881.629""","=""0.016""","=""881.633""","=""0.004""","=""82""","=""""",,"=""133960.87""","=""145300.34""","=""5s.5f""","=""3F*""","=""4""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""883.225""","=""0.012""","=""883.223""","=""0.005""","=""790""","=""""",,"=""133984.85""","=""145303.91""","=""5s.5f""","=""1F*""","=""3""","=""5s<1/2,F=5>.8g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""883.512""","=""0.016""","=""883.502""","=""0.005""","=""110""","=""""",,"=""133984.85""","=""145300.34""","=""5s.5f""","=""1F*""","=""3""","=""5s<1/2,F=4>.8g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""919.438""","=""0.008""","=""919.441""","=""0.005""","=""340""","=""""",,"=""123642.95""","=""134516.14""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=5>.5g""","=""""","=""""",E2,"=""""","=""L3548c126""",
"=""919.773""","=""0.013""","=""919.772""","=""0.005""","=""1300""","=""""",,"=""123642.95""","=""134512.23""","=""5s.4f""","=""3F*""","=""2""","=""5s<1/2,F=4>.5g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""919.887""","=""0.017""","=""919.876""","=""0.005""","=""100""","=""""",,"=""123648.096""","=""134516.14""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=5>.5g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""920.206""","=""0.017""","=""920.207""","=""0.005""","=""1400""","=""""",,"=""123648.096""","=""134512.23""","=""5s.4f""","=""3F*""","=""3""","=""5s<1/2,F=4>.5g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""921.298""","=""0.008""","=""921.297""","=""0.005""","=""1500""","=""""",,"=""123664.85""","=""134516.14""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=5>.5g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""921.631""","=""0.008""","=""921.629""","=""0.005""","=""530""","=""""",,"=""123664.85""","=""134512.23""","=""5s.4f""","=""3F*""","=""4""","=""5s<1/2,F=4>.5g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""924.213""","=""0.017""","=""924.220""","=""0.005""","=""1400""","=""""",,"=""123699.170""","=""134516.14""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=5>.5g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""924.446""","=""0.017""","=""924.446""","=""0.017""","=""45*""","=""""",,"=""134512.23""","=""145326.55""","=""5s<1/2,F=4>.5g""","=""""","=""""","=""5s<1/2,F=4>.8h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""924.470""","=""0.017""","=""924.470""","=""0.017""","=""45*""","=""""",,"=""134516.14""","=""145330.18""","=""5s<1/2,F=5>.5g""","=""""","=""""","=""5s<1/2,F=5>.8h""","=""""","=""""",,"=""""","=""L3548c126""",
"=""924.549""","=""0.009""","=""924.554""","=""0.005""","=""450""","=""""",,"=""123699.170""","=""134512.23""","=""5s.4f""","=""1F*""","=""3""","=""5s<1/2,F=4>.5g""","=""""","=""""",,"=""""","=""L3548c126""",
"=""""","=""""","=""924.6633""","=""0.0009""","=""""","=""1.0e+06""",D+,"=""97030.212""","=""107841.992""","=""5s.6s""","=""1S""","=""0""","=""5s.6p""","=""3P*""","=""1""",,"=""T8104""","=""""",
"=""""","=""""","=""924.781""","=""0.019""","=""""","=""""",,"=""134516.14""","=""145326.55""","=""5s<1/2,F=5>.5g""","=""""","=""""","=""5s<1/2,F=4>.8h""","=""""","=""""",,"=""""","=""""",
"=""""","=""""","=""948.705""","=""0.021""","=""""","=""1.1e+06""",D+,"=""135999.37""","=""146537.16""","=""5s.8p""","=""3P*""","=""2""","=""5s.12s""","=""3S""","=""1""",,"=""T9131""","=""""",
"=""""","=""""","=""962.265""","=""0.012""","=""""","=""3.0e+06""",C,"=""134726.488""","=""145115.79""","=""5s.7d""","=""3D""","=""1""","=""5s.8f""","=""3F*""","=""2""",,"=""T9131""","=""""",
"=""""","=""""","=""963.724""","=""0.008""","=""""","=""3.2e+06""",C,"=""134744.019""","=""145117.59""","=""5s.7d""","=""3D""","=""2""","=""5s.8f""","=""3F*""","=""3""",,"=""T9131""","=""""",
"=""""","=""""","=""963.891""","=""0.012""","=""""","=""5.6e+05""",D+,"=""134744.019""","=""145115.79""","=""5s.7d""","=""3D""","=""2""","=""5s.8f""","=""3F*""","=""2""",,"=""T9131""","=""""",
"=""""","=""""","=""965.215""","=""0.016""","=""""","=""3.6e+06""",C,"=""134771.897""","=""145129.44""","=""5s.7d""","=""3D""","=""3""","=""5s.8f""","=""3F*""","=""4""",,"=""T9131""","=""""",
"=""""","=""""","=""966.321""","=""0.008""","=""""","=""3.9e+05""",D+,"=""134771.897""","=""145117.59""","=""5s.7d""","=""3D""","=""3""","=""5s.8f""","=""3F*""","=""3""",,"=""T9131""","=""""",
"=""""","=""""","=""978.8225""","=""0.0008""","=""""","=""6.e+05""",D+,"=""97628.436""","=""107841.992""","=""5s.5d""","=""1D""","=""2""","=""5s.6p""","=""3P*""","=""1""",,"=""T8104""","=""""",
"=""""","=""""","=""1018.6473""","=""0.0007""","=""""","=""1.92e+07""",B,"=""113884.919""","=""123699.170""","=""5p2""","=""1D""","=""2""","=""5s.4f""","=""1F*""","=""3""",,"=""T8104""","=""""",
"=""""","=""""","=""1023.976""","=""0.003""","=""""","=""8.6e+05""",B,"=""113884.919""","=""123648.096""","=""5p2""","=""1D""","=""2""","=""5s.4f""","=""3F*""","=""3""",,"=""T8104""","=""""",
"=""""","=""""","=""1025.978""","=""0.012""","=""""","=""2.7e+06""",C,"=""135400.325""","=""145144.45""","=""5s.7d""","=""1D""","=""2""","=""5s.8f""","=""1F*""","=""3""",,"=""T9131""","=""""",
"=""""","=""""","=""1045.7""","=""1.2""","=""""","=""1.8e+06""",C,"=""[135823]""","=""145382.99""","=""5s.8p""","=""3P*""","=""0""","=""5s.10d""","=""3D""","=""1""",,"=""T9131""","=""""",
"=""""","=""""","=""1049.462""","=""0.008""","=""""","=""2.1e+06""",C,"=""135861.62""","=""145387.70""","=""5s.8p""","=""3P*""","=""1""","=""5s.10d""","=""3D""","=""2""",,"=""T9131""","=""""",
"=""""","=""""","=""1049.981""","=""0.007""","=""""","=""1.2e+06""",D+,"=""135861.62""","=""145382.99""","=""5s.8p""","=""3P*""","=""1""","=""5s.10d""","=""3D""","=""1""",,"=""T9131""","=""""",
"=""""","=""""","=""1063.241""","=""0.012""","=""""","=""1.3e+06""",D,"=""136096.93""","=""145499.56""","=""5s.8p""","=""1P*""","=""1""","=""5s.10d""","=""1D""","=""2""",,"=""T9131""","=""""",
"=""""","=""""","=""1064.04""","=""0.03""","=""""","=""3.1e+06""",C,"=""135999.37""","=""145394.94""","=""5s.8p""","=""3P*""","=""2""","=""5s.10d""","=""3D""","=""3""",,"=""T9131""","=""""",
"=""""","=""""","=""1064.86""","=""0.03""","=""""","=""8.e+05""",D+,"=""135999.37""","=""145387.70""","=""5s.8p""","=""3P*""","=""2""","=""5s.10d""","=""3D""","=""2""",,"=""T9131""","=""""",
"=""""","=""""","=""1081.588""","=""0.007""","=""""","=""""",,"=""133940.74""","=""143183.87""","=""5s.5f""","=""3F*""","=""2""","=""5s<1/2,F=4>.7g""","=""""","=""""",,"=""""","=""""",
"=""""","=""""","=""1082.054""","=""0.008""","=""""","=""""",,"=""133944.72""","=""143183.87""","=""5s.5f""","=""3F*""","=""3""","=""5s<1/2,F=4>.7g""","=""""","=""""",,"=""""","=""""",
