obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 20
703.5,,,14215,12,,,,,,,,,,,1,1,,,L3331,
738.3,,,13545,10w,,,,,,,,,,,1,1,,,L3331,
763.9,,,13091,10w,,,,,,,,,,,1,1,,,L3331,
775,,,12900,10,,,,,,,,,,,1,1,,,L3331,
796.7,,,12551,20,,,,,,,,,,,1,1,,,L3331,
805,,,12420,12w,,,,,,,,,,,1,1,,,L3331,
833.0,,,12004,15,,,,,,,,,,,1,1,,,L3331,
839.0,,,11919,15,,,,,,,,,,,1,1,,,L3331,
853.4,,,11717,30,,,,,,,,,,,1,1,,,L3331,
865.5,,,11554,25,,,,,,,,,,,1,1,,,L3331,
886.5,,,11280,25,,,,,,,,,,,1,1,,,L3331,
